Date,Open,Close,High,Low,Volume
2015-01-05,3.604,3.688,3.735,3.589,30758984.0
2015-01-06,3.665,3.663,3.708,3.612,16023424.0
2015-01-07,3.645,3.662,3.69,3.625,17043221.0
2015-01-08,3.672,3.582,3.682,3.57,12361365.0
2015-01-09,3.572,3.556,3.725,3.542,20780562.0
2015-01-12,3.557,3.545,3.58,3.487,13826504.0
2015-01-13,3.542,3.538,3.576,3.512,9697400.0
2015-01-14,3.545,3.53,3.573,3.49,9631631.0
2015-01-15,3.53,3.63,3.636,3.504,13119280.0
2015-01-16,3.643,3.662,3.685,3.633,13133958.0
2015-01-19,3.469,3.296,3.499,3.296,12765272.0
2015-01-20,3.31,3.382,3.414,3.302,17005137.0
2015-01-21,3.394,3.537,3.556,3.391,13881855.0
2015-01-22,3.543,3.543,3.568,3.501,9941913.0
2015-01-23,3.568,3.56,3.613,3.53,9745623.0
2015-01-26,3.58,3.594,3.6,3.542,8802064.0
2015-01-27,3.602,3.558,3.607,3.486,12312449.0
2015-01-28,3.531,3.501,3.57,3.489,9584008.0
2015-01-29,3.455,3.464,3.488,3.432,9530566.0
2015-01-30,3.484,3.421,3.503,3.406,11179817.0
2015-02-02,3.36,3.344,3.399,3.333,8583404.0
2015-02-03,3.383,3.423,3.435,3.353,8725036.0
2015-02-04,3.439,3.384,3.47,3.38,10930569.0
2015-02-05,3.475,3.344,3.48,3.34,14647722.0
2015-02-06,3.344,3.294,3.361,3.269,13323765.0
2015-02-09,3.294,3.332,3.37,3.29,12518566.0
2015-02-10,3.336,3.399,3.401,3.333,13935345.0
2015-02-11,3.403,3.421,3.435,3.402,11911260.0
2015-02-12,3.421,3.435,3.446,3.393,7785122.0
2015-02-13,3.443,3.457,3.503,3.443,10813775.0
2015-02-16,3.456,3.486,3.495,3.451,8421547.0
2015-02-17,3.501,3.517,3.529,3.5,8973060.0
2015-02-25,3.514,3.463,3.514,3.444,13779805.0
2015-02-26,3.46,3.566,3.569,3.445,12517040.0
2015-02-27,3.564,3.559,3.585,3.542,10331788.0
2015-03-02,3.583,3.587,3.598,3.551,11512422.0
2015-03-03,3.563,3.489,3.563,3.485,11965033.0
2015-03-04,3.501,3.518,3.532,3.478,8696866.0
2015-03-05,3.497,3.488,3.506,3.451,10619007.0
2015-03-06,3.485,3.466,3.501,3.457,9184233.0
2015-03-09,3.432,3.534,3.544,3.401,14989497.0
2015-03-10,3.521,3.509,3.537,3.496,10614478.0
2015-03-11,3.51,3.514,3.565,3.495,14136149.0
2015-03-12,3.538,3.578,3.597,3.526,14385133.0
2015-03-13,3.586,3.598,3.625,3.573,9200028.0
