Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2011-12-30,23.23,23.39,22.98,23.2,2266000.0,0.0,1.0,21.775039299808,21.9250180466,21.540697507946,21.746918284785,2266000.0
2011-12-29,22.98,23.33,22.95,23.24,3269500.0,0.0,1.0,21.540697507946,21.868776016553,21.512576492923,21.784412971483,3269500.0
2011-12-28,23.86,23.98,22.91,22.97,3806300.0,0.0,1.0,22.3655806153,22.478064675394,21.475081806225,21.531323836272,3806300.0
2011-12-27,24.15,24.25,23.795,23.83,3093000.0,0.0,1.0,22.63741709386,22.731153810605,22.304651749416,22.337459600277,3093000.0
2011-12-23,24.37,24.37,23.96,24.2,3054200.0,0.0,1.0,22.843637870699,22.843637870699,22.459317332045,22.684285452232,3054200.0
2011-12-22,24.15,24.49,23.99,24.17,3823300.0,0.0,1.0,22.63741709386,22.956121930792,22.487438347068,22.656164437209,3823300.0
2011-12-21,23.81,24.3,23.795,24.08,4556900.0,0.0,1.0,22.318712256928,22.778022168977,22.304651749416,22.571801392139,4556900.0
2011-12-20,22.77,24.0,22.7,23.75,6801900.0,0.0,1.0,21.343850402782,22.496812018743,21.278234701061,22.262470226881,6801900.0
2011-12-19,23.38,23.42,22.19,22.36,5099400.0,0.0,1.0,21.915644374925,21.953139061623,20.800177445663,20.959529864129,5099400.0
2011-12-16,23.45,23.88,23.16,23.36,7234500.0,0.0,1.0,21.981260076647,22.384327958649,21.709423598087,21.896897031576,7234500.0
2011-12-15,23.2,23.52,23.0719,23.22,5199400.0,0.0,1.0,21.746918284785,22.046875778368,21.626841550635,21.765665628134,5199400.0
2011-12-14,22.52,23.2,22.45,22.78,5112900.0,0.0,1.0,21.10950861092,21.746918284785,21.043892909199,21.353224074457,5112900.0
2011-12-13,23.53,23.64,22.5,22.83,5800800.0,0.0,1.0,22.056249450043,22.159359838462,21.090761267571,21.400092432829,5800800.0
2011-12-12,23.6,23.62,23.0,23.29,5345200.0,0.0,1.0,22.121865151764,22.140612495113,21.559444851295,21.831281329855,5345200.0
2011-12-09,23.36,24.19,23.33,24.11,4963200.0,0.0,1.0,21.896897031576,22.674911780558,21.868776016553,22.599922407162,4963200.0
2011-12-08,24.17,24.17,23.03,23.11,6715400.0,0.0,1.0,22.656164437209,22.656164437209,21.587565866319,21.662555239715,6715400.0
2011-12-07,24.02,24.58,23.81,24.46,5201900.0,0.0,1.0,22.515559362092,23.040484975863,22.318712256928,22.928000915769,5201900.0
2011-12-06,23.45,24.43,23.14,24.06,6750300.0,0.0,1.0,21.981260076647,22.899879900745,21.690676254738,22.55305404879,6750300.0
2011-12-05,23.64,24.05,23.28,23.57,4911600.0,0.0,1.0,22.159359838462,22.543680377115,21.821907658181,22.09374413674,4911600.0
2011-12-02,23.32,23.7,22.86,23.18,6866700.0,0.0,1.0,21.859402344879,22.215601868509,21.428213447853,21.728170941436,6866700.0
2011-12-01,23.15,23.32,22.83,23.0,6062500.0,0.0,1.0,21.700049926412,21.859402344879,21.400092432829,21.559444851295,6062500.0
2011-11-30,21.99,23.32,21.71,23.31,10920800.0,0.0,1.0,20.612704012173,21.859402344879,20.350241205288,21.850028673204,10920800.0
2011-11-29,20.9,21.4,20.62,21.13,5835700.0,0.0,1.0,19.590973799655,20.059657383379,19.32851099277,19.806568248168,5835700.0
2011-11-28,21.07,21.12,20.59,20.87,4987700.0,0.0,1.0,19.750326218121,19.797194576494,19.300389977747,19.562852784632,4987700.0
2011-11-25,19.96,20.5501,19.96,20.07,2058900.0,0.0,1.0,18.709848662255,19.262989027765,18.709848662255,18.812959050674,2058900.0
2011-11-23,20.75,20.83,20.09,20.1,3467300.0,0.0,1.0,19.450368724538,19.525358097934,18.831706394023,18.841080065697,3467300.0
2011-11-22,20.9,21.43,20.85,21.01,4063400.0,0.0,1.0,19.590973799655,20.087778398403,19.544105441283,19.694084188075,4063400.0
2011-11-21,21.47,21.55,20.71,21.01,5561800.0,0.0,1.0,20.1252730851,20.200262458496,19.41287403784,19.694084188075,5561800.0
2011-11-18,22.04,22.0995,21.5,21.88,5336800.0,0.0,1.0,20.659572370546,20.715345717009,20.153394100124,20.509593623754,5336800.0
2011-11-17,22.5,22.72,21.74,21.88,5820000.0,0.0,1.0,21.090761267571,21.29698204441,20.378362220311,20.509593623754,5820000.0
2011-11-16,22.93,23.215,22.41,22.45,8635900.0,0.0,1.0,21.493829149574,21.760978792297,21.006398222501,21.043892909199,8635900.0
2011-11-15,23.56,23.77,23.1,23.12,13736000.0,0.0,1.0,22.084370465066,22.28121757023,21.65318156804,21.671928911389,13736000.0
2011-11-14,23.77,23.83,23.3,23.54,4275100.0,0.0,1.0,22.28121757023,22.337459600277,21.84065500153,22.065623121717,4275100.0
2011-11-11,23.46,24.0,23.39,23.85,3659000.0,0.0,1.0,21.990633748321,22.496812018743,21.9250180466,22.356206943626,3659000.0
2011-11-10,22.96,23.4,22.75,23.15,6105000.0,0.0,1.0,21.521950164597,21.934391718274,21.325103059433,21.700049926412,6105000.0
2011-11-09,23.26,23.29,22.5,22.54,7714500.0,0.0,1.0,21.803160314832,21.831281329855,21.090761267571,21.128255954269,7714500.0
2011-11-08,23.9,24.13,23.35,24.06,4992800.0,0.0,1.0,22.403075301998,22.618669750511,21.887523359902,22.55305404879,4992800.0
2011-11-07,23.81,23.9925,23.1,23.72,4654200.0,0.0,1.0,22.318712256928,22.489781764987,21.65318156804,22.234349211858,4654200.0
2011-11-04,23.47,24.24,23.155,23.91,8205000.0,0.0,1.0,22.000007419996,22.72178013893,21.70473676225,22.412448973673,8205000.0
2011-11-03,24.43,24.7799,23.6,24.63,6338400.0,0.0,1.0,22.899879900745,23.227864672635,22.121865151764,23.087353334235,6338400.0
2011-11-02,24.02,24.5,23.65,24.19,5503800.0,0.0,1.0,22.515559362092,22.965495602467,22.168733510136,22.674911780558,5503800.0
2011-11-01,23.43,24.2,23.19,23.42,8939000.0,0.0,1.0,21.962512733298,22.684285452232,21.73754461311,21.953139061623,8939000.0
2011-10-31,25.82,25.82,24.69,24.69,6867000.0,0.0,1.0,24.202820263498,24.202820263498,23.143595364282,23.143595364282,6867000.0
2011-10-28,26.05,26.77,26.01,26.34,5552900.0,0.0,1.0,24.418414712011,25.093319072573,24.380920025313,24.69025119057,5552900.0
2011-10-27,26.29,27.16,25.95,26.29,11788300.0,0.0,1.0,24.643382832198,25.458892267877,24.324677995266,24.643382832198,11788300.0
2011-10-26,24.62,25.58,24.43,25.32,9152400.0,0.0,1.0,23.07797966256,23.97785214331,22.899879900745,23.734136679774,9152400.0
2011-10-25,24.83,24.9,24.03,24.18,6998600.0,0.0,1.0,23.274826767724,23.340442469446,22.524933033766,22.665538108883,6998600.0
2011-10-24,23.95,25.24,23.87,25.14,7900800.0,0.0,1.0,22.449943660371,23.659147306378,22.374954286975,23.565410589633,7900800.0
2011-10-21,23.22,24.01,23.22,24.01,7492300.0,0.0,1.0,21.765665628134,22.506185690417,21.765665628134,22.506185690417,7492300.0
2011-10-20,22.6,23.05,22.1415,22.91,8190500.0,0.0,1.0,21.184497984316,21.606313209668,20.754715138042,21.475081806225,8190500.0
2011-10-19,23.26,23.905,22.429,22.55,8597000.0,0.0,1.0,21.803160314832,22.407762137835,21.024208198683,21.137629625944,8597000.0
2011-10-18,22.29,23.74,21.92,23.44,7937300.0,0.0,1.0,20.893914162407,22.253096555207,20.547088310452,21.971886404972,7937300.0
2011-10-17,23.27,23.39,22.2,22.24,5732500.0,0.0,1.0,21.812533986506,21.9250180466,20.809551117337,20.847045804035,5732500.0
2011-10-14,23.43,23.5,22.752,23.37,4970600.0,0.0,1.0,21.962512733298,22.028128435019,21.326977793768,21.906270703251,4970600.0
2011-10-13,23.43,23.52,22.45,23.03,6038300.0,0.0,1.0,21.962512733298,22.046875778368,21.043892909199,21.587565866319,6038300.0
2011-10-12,22.74,24.2,22.56,23.76,10541600.0,0.0,1.0,21.315729387759,22.684285452232,21.147003297618,22.271843898556,10541600.0
2011-10-11,22.0,22.68,21.65,22.37,5369800.0,0.0,1.0,20.622077683848,21.259487357712,20.293999175241,20.968903535803,5369800.0
2011-10-10,21.64,22.19,21.5,22.19,5400100.0,0.0,1.0,20.284625503567,20.800177445663,20.153394100124,20.800177445663,5400100.0
2011-10-07,22.16,22.18,20.82,20.97,7431000.0,0.0,1.0,20.772056430639,20.790803773988,19.515984426259,19.656589501377,7431000.0
2011-10-06,21.33,22.03,20.6483,22.02,7490100.0,0.0,1.0,19.994041681658,20.650198698871,19.355038483609,20.640825027197,7490100.0
2011-10-05,20.47,21.48,19.83,21.36,10643300.0,0.0,1.0,19.187905917653,20.134646756775,18.587990930486,20.022162696681,10643300.0
2011-10-04,20.04,20.6,19.18,20.55,13000000.0,0.0,1.0,18.78483803565,19.309763649421,17.978702271645,19.262895291049,13000000.0
2011-10-03,21.72,22.14,20.28,20.46,9692100.0,0.0,1.0,20.359614876962,20.75330908729,19.009806155838,19.178532245978,9692100.0
2011-09-30,22.53,22.86,21.88,21.95,6004500.0,0.0,1.0,21.118882282595,21.428213447853,20.509593623754,20.575209325475,6004500.0
2011-09-29,23.29,23.4788,22.32,22.89,7851200.0,0.0,1.0,21.831281329855,22.008256251069,20.922035177431,21.456334462876,7851200.0
2011-09-28,23.39,23.74,22.71,22.71,5803500.0,0.0,1.0,21.9250180466,22.253096555207,21.287608372735,21.287608372735,5803500.0
2011-09-27,23.92,24.28,23.18,23.38,7775800.0,0.0,1.0,22.421822645347,22.759274825628,21.728170941436,21.915644374925,7775800.0
2011-09-26,22.52,23.49,22.3,23.46,8197300.0,0.0,1.0,21.10950861092,22.018754763345,20.903287834082,21.990633748321,8197300.0
2011-09-23,21.41,22.245,21.19,22.19,6539600.0,0.0,1.0,20.069031055054,20.851732639872,19.862810278215,20.800177445663,6539600.0
2011-09-22,22.35,22.63,21.2,21.61,10719900.0,0.0,1.0,20.950156192454,21.21261899934,19.87218394989,20.256504488543,10719900.0
2011-09-21,24.6,24.97,22.95,22.95,8095700.0,0.0,1.0,23.059232319212,23.406058171167,21.512576492923,21.512576492923,8095700.0
2011-09-20,24.61,25.1,24.37,24.6,5061000.0,0.0,1.0,23.068605990886,23.527915902935,22.843637870699,23.059232319212,5061000.0
2011-09-19,24.79,24.95,24.0,24.66,5363600.0,0.0,1.0,23.237332081027,23.387310827818,22.496812018743,23.115474349258,5363600.0
2011-09-16,25.22,25.58,24.68,25.44,5928000.0,0.0,1.0,23.640399963029,23.97785214331,23.134221692607,23.846620739868,5928000.0
2011-09-15,24.82,25.16,24.48,25.04,4437700.0,0.0,1.0,23.26545309605,23.584157932982,22.946748259118,23.471673872888,4437700.0
2011-09-14,24.33,24.91,23.76,24.49,5931600.0,0.0,1.0,22.806143184001,23.34981614112,22.271843898556,22.956121930792,5931600.0
2011-09-13,23.78,24.38,23.35,24.16,5552500.0,0.0,1.0,22.290591241904,22.853011542373,21.887523359902,22.646790765535,5552500.0
2011-09-12,23.07,23.64,22.74,23.58,6065500.0,0.0,1.0,21.625060553017,22.159359838462,21.315729387759,22.103117808415,6065500.0
2011-09-09,24.17,24.5,23.32,23.36,6936400.0,0.0,1.0,22.656164437209,22.965495602467,21.859402344879,21.896897031576,6936400.0
2011-09-08,24.91,25.24,24.42,24.59,5804300.0,0.0,1.0,23.34981614112,23.659147306378,22.890506229071,23.049858647537,5804300.0
2011-09-07,23.76,25.56,23.75,25.39,6959500.0,0.0,1.0,22.271843898556,23.959104799961,22.262470226881,23.799752381495,6959500.0
2011-09-06,22.73,23.66,22.52,23.32,5673300.0,0.0,1.0,21.306355716084,22.178107181811,21.10950861092,21.859402344879,5673300.0
2011-09-02,24.19,24.25,23.48,23.66,4078200.0,0.0,1.0,22.674911780558,22.731153810605,22.00938109167,22.178107181811,4078200.0
2011-09-01,25.2,25.62,24.73,24.79,4051800.0,0.0,1.0,23.62165261968,24.015346830008,23.18109005098,23.237332081027,4051800.0
2011-08-31,25.07,25.74,24.93,25.33,4971600.0,0.0,1.0,23.499794887912,24.127830890102,23.368563484469,23.743510351448,4971600.0
2011-08-30,24.85,25.16,24.39,24.9,5415100.0,0.0,1.0,23.293574111073,23.584157932982,22.862385214048,23.340442469446,5415100.0
2011-08-29,23.66,25.06,23.66,25.0,6430600.0,0.0,1.0,22.178107181811,23.490421216237,22.178107181811,23.434179186191,6430600.0
2011-08-26,22.7,23.5,22.25,23.26,5248500.0,0.0,1.0,21.278234701061,22.028128435019,20.85641947571,21.803160314832,5248500.0
2011-08-25,24.07,24.93,22.69,23.0,7107300.0,0.0,1.0,22.562427720464,23.368563484469,21.268861029387,21.559444851295,7107300.0
2011-08-24,22.89,23.58,22.74,23.55,5451100.0,0.0,1.0,21.456334462876,22.103117808415,21.315729387759,22.074996793391,5451100.0
2011-08-23,21.82,22.92,21.46,22.92,7217000.0,0.0,1.0,20.453351593707,21.484455477899,20.115899413426,21.484455477899,7217000.0
2011-08-22,22.82,22.88,21.73,21.79,7090400.0,0.0,1.0,21.390718761155,21.446960791202,20.368988548637,20.425230578684,7090400.0
2011-08-19,22.32,23.29,22.12,22.16,7039800.0,0.0,1.0,20.922035177431,21.831281329855,20.734561743941,20.772056430639,7039800.0
2011-08-18,24.01,24.01,22.37,22.7,11142200.0,0.0,1.0,22.506185690417,22.506185690417,20.968903535803,21.278234701061,11142200.0
2011-08-17,24.64,25.57,24.62,24.85,6107600.0,0.0,1.0,23.096727005909,23.968478471636,23.07797966256,23.293574111073,6107600.0
2011-08-16,24.19,25.34,24.07,24.51,10133800.0,0.0,1.0,22.674911780558,23.752884023123,22.562427720464,22.974869274141,10133800.0
2011-08-15,23.39,24.58,23.31,24.52,11981400.0,0.0,1.0,21.9250180466,23.040484975863,21.850028673204,22.984242945816,11981400.0
2011-08-12,23.49,23.9,23.0,23.13,8917100.0,0.0,1.0,22.018754763345,22.403075301998,21.559444851295,21.681302583063,8917100.0
2011-08-11,22.12,23.58,21.72,23.16,13866600.0,0.0,1.0,20.734561743941,22.103117808415,20.359614876962,21.709423598087,13866600.0
2011-08-10,23.66,23.66,22.02,22.14,12214400.0,0.0,1.0,22.178107181811,22.178107181811,20.640825027197,20.75330908729,12214400.0
2011-08-09,22.97,23.98,22.65,23.98,15049500.0,0.0,1.0,21.531323836272,22.478064675394,21.231366342689,22.478064675394,15049500.0
2011-08-08,23.74,24.69,22.1,22.58,20249800.0,0.0,1.0,22.253096555207,23.143595364282,20.715814400592,21.165750640967,20249800.0
2011-08-05,26.01,26.4,24.0,25.1,20255500.0,0.0,1.0,24.380920025313,24.746493220617,22.496812018743,23.527915902935,20255500.0
2011-08-04,27.88,28.15,26.32,26.4,18301500.0,0.0,1.0,26.13379662844,26.386885763651,24.671503847221,24.746493220617,18301500.0
2011-08-03,27.69,28.22,27.53,28.19,10453400.0,0.0,1.0,25.955696866625,26.452501465372,25.805718119833,26.424380450348,10453400.0
2011-08-02,28.25,28.32,27.54,27.75,10552000.0,0.0,1.0,26.480622480395,26.546238182117,25.815091791508,26.011938896672,10552000.0
2011-08-01,29.08,29.19,28.17,28.59,7070500.0,0.0,1.0,27.258637229377,27.361747617796,26.405633107,26.799327317328,7070500.0
2011-07-29,28.65,28.9899,28.46,28.7,6366700.0,0.0,1.0,26.855569347374,27.17418044759,26.677469585559,26.902437705747,6366700.0
2011-07-28,29.06,29.45,28.87,28.94,7369600.0,0.0,1.0,27.239889886028,27.605463081332,27.061790124213,27.127405825934,7369600.0
2011-07-27,29.27,29.55,29.0499,29.1,8427400.0,0.0,1.0,27.436736991192,27.699199798077,27.230422477637,27.277384572726,8427400.0
2011-07-26,28.9,29.57,28.84,29.47,6004400.0,0.0,1.0,27.089911139236,27.717947141426,27.033669109189,27.624210424681,6004400.0
2011-07-25,28.96,29.07,28.79,28.95,3814700.0,0.0,1.0,27.146153169283,27.249263557702,26.986800750817,27.136779497609,3814700.0
2011-07-22,28.98,29.1,28.73,29.09,4608700.0,0.0,1.0,27.164900512632,27.277384572726,26.93055872077,27.268010901051,4608700.0
2011-07-21,28.4,29.269,28.3,28.95,9741700.0,0.0,1.0,26.621227555512,27.435799624024,26.527490838768,27.136779497609,9741700.0
2011-07-20,27.98,28.34,27.74,28.31,6222400.0,0.0,1.0,26.227533345184,26.564985525466,26.002565224997,26.536864510442,6222400.0
2011-07-19,27.7,28.06,27.275,27.87,5868000.0,0.0,1.0,25.965070538299,26.30252271858,25.566689492134,26.124422956765,5868000.0
2011-07-18,28.11,28.24,27.05,27.65,7560600.0,0.0,1.0,26.349391076953,26.471248808721,25.355781879458,25.918202179927,7560600.0
2011-07-15,28.62,28.63,27.935,28.23,5897000.0,0.0,1.0,26.827448332351,26.836822004025,26.185351822649,26.461875137046,5897000.0
2011-07-14,28.93,29.0,28.35,28.5,5766700.0,0.0,1.0,27.11803215426,27.183647855981,26.57435919714,26.714964272257,5766700.0
2011-07-13,28.92,29.25,28.73,28.84,4413500.0,0.0,1.0,27.108658482585,27.417989647843,26.93055872077,27.033669109189,4413500.0
2011-07-12,28.77,29.24,28.6,28.72,4719500.0,0.0,1.0,26.968053407468,27.408615976168,26.808700989002,26.921185049096,4719500.0
2011-07-11,29.43,29.6,28.78,28.93,8837000.0,0.0,1.0,27.586715737984,27.74606815645,26.977427079143,27.11803215426,8837000.0
2011-07-08,29.82,30.01,29.39,29.94,5517300.0,0.0,1.0,27.952288933288,28.130388695103,27.549221051286,28.064772993382,5517300.0
2011-07-07,29.69,30.34,29.4,30.21,8730600.0,0.0,1.0,27.83043120152,28.439719860361,27.55859472296,28.317862128593,8730600.0
2011-07-06,29.55,29.69,29.03,29.38,5663800.0,0.0,1.0,27.699199798077,27.83043120152,27.211768871004,27.539847379611,5663800.0
2011-07-05,30.2,30.32,29.59,29.68,6663200.0,0.0,1.0,28.308488456918,28.420972517012,27.736694484775,27.821057529845,6663200.0
2011-07-01,29.25,30.0,29.13,29.98,8002100.0,0.0,1.0,27.417989647843,28.121015023429,27.305505587749,28.10226768008,8002100.0
2011-06-30,29.24,29.4,29.0,29.32,6188000.0,0.0,1.0,27.408615976168,27.55859472296,27.183647855981,27.483605349564,6188000.0
2011-06-29,29.05,29.48,28.88,29.14,11482800.0,0.0,1.0,27.230516214353,27.633584096356,27.071163795887,27.314879259424,11482800.0
2011-06-28,28.88,29.0,28.54,28.78,5201700.0,0.0,1.0,27.071163795887,27.183647855981,26.752458958955,26.977427079143,5201700.0
2011-06-27,28.4,28.95,28.28,28.81,7000500.0,0.0,1.0,26.621227555512,27.136779497609,26.508743495419,27.005548094166,7000500.0
2011-06-24,28.64,28.8701,28.23,28.45,21274300.0,0.0,1.0,26.8461956757,27.06188386093,26.461875137046,26.668095913885,21274300.0
2011-06-23,28.43,28.88,28.11,28.67,8421800.0,0.0,1.0,26.649348570536,27.071163795887,26.349391076953,26.874316690723,8421800.0
2011-06-22,28.7,29.45,28.5599,28.8,12288800.0,0.0,1.0,26.902437705747,27.605463081332,26.771112565587,26.996174422492,12288800.0
2011-06-21,28.15,28.85,28.09,28.78,9743900.0,0.0,1.0,26.386885763651,27.043042780864,26.330643733604,26.977427079143,9743900.0
2011-06-20,27.9,28.06,27.62,28.02,8416800.0,0.0,1.0,26.152543971789,26.30252271858,25.890081164903,26.265028031882,8416800.0
2011-06-17,28.3,28.35,27.725,27.98,10252300.0,0.0,1.0,26.527490838768,26.57435919714,25.988504717485,26.227533345184,10252300.0
2011-06-16,27.96,28.339,27.835,28.04,8840200.0,0.0,1.0,26.208786001836,26.564048158298,26.091615105905,26.283775375231,8840200.0
2011-06-15,28.17,28.61,27.68,27.89,9563600.0,0.0,1.0,26.405633107,26.818074660676,25.94632319495,26.143170300114,9563600.0
2011-06-14,29.11,29.15,28.29,28.51,10218200.0,0.0,1.0,27.2867582444,27.324252931098,26.518117167093,26.724337943932,10218200.0
2011-06-13,28.81,29.19,28.45,28.98,15553000.0,0.0,1.0,27.005548094166,27.361747617796,26.668095913885,27.164900512632,15553000.0
2011-06-10,28.11,28.98,27.71,28.96,30886000.0,0.0,1.0,26.349391076953,27.164900512632,25.974444209974,27.146153169283,30886000.0
2011-06-09,27.69,28.43,27.53,28.1,14816300.0,0.0,1.0,25.955696866625,26.649348570536,25.805718119833,26.340017405278,14816300.0
2011-06-08,27.26,27.75,27.1,27.32,47106700.0,0.0,1.0,25.552628984622,26.011938896672,25.402650237831,25.608871014669,47106700.0
2011-06-07,27.39,27.5399,27.28,27.42,9722500.0,0.0,1.0,25.67448671639,25.814998054791,25.571376327971,25.702607731414,9722500.0
2011-06-06,27.6,27.68,27.11,27.23,17647400.0,0.0,1.0,25.871333821554,25.94632319495,25.412023909505,25.524507969599,17647400.0
2011-06-03,27.8,27.9,27.58,27.65,13668200.0,0.0,1.0,26.058807255044,26.152543971789,25.852586478205,25.918202179927,13668200.0
2011-06-02,28.1,28.46,27.85,28.01,12759300.0,0.0,1.0,26.340017405278,26.677469585559,26.105675613416,26.255654360208,12759300.0
2011-06-01,28.37,28.48,27.92,28.05,23708600.0,0.0,1.0,26.593106540489,26.696216928908,26.171291315138,26.293149046906,23708600.0
2011-05-31,28.94,28.95,28.12,28.5,25816800.0,0.0,1.0,27.127405825934,27.136779497609,26.358764748627,26.714964272257,25816800.0
2011-05-27,28.83,28.95,28.71,28.88,23579000.0,0.0,1.0,27.024295437515,27.136779497609,26.911811377421,27.071163795887,23579000.0
2011-05-26,28.49,28.95,28.19,28.75,56600900.0,0.0,1.0,26.705590600583,27.136779497609,26.424380450348,26.949306064119,56600900.0
