code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,ar
603355,莱克电气,家用电器,江苏,25.43,4.01,4.01,61.03,49.57,8.75,7.95,1.98,0.628,8.35,3.83,20150513.0,19.54,4.87,-9.31,6.81,27.25,9.94,11573.0,0.0
300718,长盛轴承,机械基件,浙江,33.29,0.5,1.98,13.61,8.42,3.77,4.11,2.07,0.297,6.07,3.26,20171106.0,5.17,2.61,-9.83,2.47,37.45,21.21,13809.0,0.0
300079,数码科技,通信设备,北京,843.13,12.67,14.29,45.2,28.35,3.4,8.87,0.62,0.003,2.76,1.98,20100430.0,14.18,0.99,-8.95,-91.47,35.62,1.17,85000.0,0.0
603899,晨光文具,文教休闲,上海,72.15,9.2,9.27,70.57,48.13,11.18,4.58,0.49,0.501,4.84,14.92,20150127.0,26.65,2.87,-1.6,-1.44,27.07,9.76,20829.0,0.0
600330,天通股份,元器件,浙江,27.05,9.97,9.97,70.92,31.8,21.75,24.51,2.46,0.212,4.47,2.57,20010118.0,7.31,0.73,19.32,83.6,22.52,15.03,66188.0,0.0
2043,兔 宝 宝,其他建材,浙江,113.53,7.19,7.75,44.1,26.14,3.26,1.06,0.14,0.055,1.94,6.48,20050510.0,6.9,0.89,2.1,-66.01,20.5,2.18,54009.0,0.0
300018,中元股份,电气设备,湖北,1315.56,3.92,4.81,12.21,9.06,0.54,6.03,1.25,0.003,2.17,3.26,20091030.0,-0.72,-0.15,-3.75,-78.27,47.95,1.01,33097.0,0.0
603305,旭升股份,汽车配件,浙江,67.81,4.15,4.47,39.3,21.42,8.62,18.09,4.05,0.34,7.0,6.1,20170710.0,7.45,1.67,32.06,65.97,35.26,21.18,36652.0,0.0
876,新 希 望,饲料,四川,26.87,43.01,43.04,912.93,288.31,197.4,30.26,0.7,0.76,6.88,5.74,19980311.0,201.33,4.68,26.64,102.57,13.01,7.08,116000.0,0.0
2446,盛路通信,通信设备,广东,89.67,6.67,9.0,43.78,25.35,3.38,20.61,2.29,0.046,3.16,2.58,20100713.0,-1.82,-0.2,-22.93,-57.78,33.67,7.29,82902.0,0.0
600362,江西铜业,铜,江西,37.7,20.75,34.63,1522.44,1008.74,211.17,116.64,3.37,0.215,14.89,1.09,20020111.0,209.99,6.06,39.93,-42.68,2.52,0.51,129546.0,0.0
300016,北陆药业,中成药,北京,35.95,4.05,4.95,20.53,6.94,3.52,1.84,0.37,0.185,3.06,4.35,20091030.0,7.52,1.52,-8.44,-18.26,65.84,24.91,32253.0,0.0
600522,中天科技,通信设备,江苏,16.67,30.66,30.66,416.56,289.6,88.17,76.16,2.48,0.36,6.98,1.68,20021024.0,103.13,3.36,12.48,-0.52,14.01,5.17,175198.0,0.0
2928,华夏航空,空运,贵州,822.93,4.19,10.14,115.33,44.27,47.02,14.13,1.39,0.008,3.23,4.14,20180302.0,10.34,1.02,-19.96,-94.15,6.91,0.41,23687.0,0.0
300596,利安隆,化工原料,天津,27.21,1.82,2.05,33.94,13.97,7.09,9.15,4.46,0.6579999999999999,9.8,3.65,20170119.0,8.28,4.04,31.7,7.5,28.12,11.84,13262.0,0.0
2460,赣锋锂业,小金属,江西,216.74,8.01,12.93,160.11,69.47,21.35,32.29,2.5,0.121,6.22,8.43,20100810.0,29.38,2.27,-15.43,-47.1,19.35,6.56,134090.0,0.0
2144,宏达高科,纺织,浙江,29.17,1.4,1.77,19.18,6.54,2.57,6.98,3.95,0.194,9.83,1.15,20070803.0,6.67,3.77,-23.35,-13.71,29.91,18.04,18122.0,0.0
300563,神宇股份,通信设备,江苏,54.94,0.49,0.95,10.69,7.41,2.15,4.77,5.05,0.37,9.26,3.84,20161114.0,2.72,2.87,30.35,22.79,24.1,11.27,11495.0,0.0
300221,银禧科技,塑料,广东,52.29,4.2,4.5,14.49,10.03,3.09,8.95,1.99,0.062,2.28,2.84,20110525.0,-3.33,-0.74,-13.58,-55.45,17.43,4.25,28529.0,0.0
2590,万安科技,汽车配件,浙江,223.53,4.33,4.8,35.28,21.98,9.01,7.75,1.62,0.018000000000000002,3.87,2.03,20110610.0,5.12,1.07,1.8,-63.08,18.7,0.78,35170.0,0.0
300750,宁德时代,电气设备,福建,128.81,12.26,23.29,1000.37,681.3,164.03,217.15,9.32,0.88,17.98,11.92,20180611.0,150.32,6.45,-7.08,-7.86,27.15,10.29,121586.0,0.0
2157,正邦科技,饲料,江西,13.37,22.29,25.04,435.78,210.28,100.1,39.22,1.57,0.965,4.71,5.48,20070817.0,56.13,2.24,45.48,979.24,26.85,14.61,114600.0,0.0
300434,金石亚药,化学制药,四川,492.97,3.34,4.02,31.15,8.39,4.75,18.16,4.52,0.009000000000000001,6.74,1.38,20150424.0,4.53,1.13,-19.65,-92.59,55.05,1.12,12949.0,0.0
2126,银轮股份,汽车配件,浙江,28.38,7.58,7.92,90.6,53.38,19.82,9.82,1.24,0.257,4.9,2.98,20070418.0,19.61,2.48,11.66,0.92,24.75,6.76,24338.0,0.0
300050,世纪鼎利,软件服务,广东,116.39,4.97,5.72,31.81,13.67,2.8,17.83,3.12,0.026,4.38,1.39,20100120.0,0.88,0.15,-15.37,-26.48,25.0,3.25,33895.0,0.0
300516,久之洋,电器仪表,湖北,159.36,1.8,1.8,12.58,9.51,2.59,3.43,1.91,0.122,6.04,6.44,20160602.0,4.98,2.77,-28.42,-24.46,36.99,11.95,14876.0,0.0
300713,英可瑞,电气设备,深圳,204.27,0.64,1.43,9.62,6.56,0.58,3.58,2.5,0.038,4.89,3.14,20171101.0,1.76,1.23,-19.94,11.17,36.73,5.19,8351.0,0.0
300106,西部牧业,农业综合,新疆,740.91,2.11,2.11,11.15,5.24,3.89,6.21,2.94,0.01,2.69,5.37,20100820.0,-2.86,-1.35,2.61,9.97,20.11,0.59,15300.0,0.0
603266,天龙股份,塑料,浙江,33.27,1.97,1.99,11.88,8.65,2.15,2.56,1.29,0.196,4.74,2.75,20170110.0,4.48,2.25,-5.41,39.72,26.33,9.78,15455.0,0.0
2475,立讯精密,元器件,深圳,78.44,69.75,69.84,536.81,316.75,147.62,14.34,0.21,0.363,3.26,17.49,20100915.0,136.58,1.96,70.01,69.01,18.18,6.96,330932.0,0.0
600823,世茂股份,全国地产,上海,12.31,37.51,37.51,1348.35,788.73,16.69,7.78,0.21,0.277,7.07,0.96,19940204.0,173.49,4.62,-28.58,-34.48,37.72,11.35,45317.0,0.0
800,一汽解放,汽车整车,吉林,15.67,7.65,46.1,963.32,792.58,77.19,101.06,2.19,0.466,5.21,2.8,19970618.0,80.83,1.75,16.08,19.75,11.45,3.11,70326.0,0.0
603033,三维股份,橡胶,浙江,72.06,2.49,4.26,46.47,18.41,4.1,15.88,3.73,0.215,6.75,4.59,20161207.0,7.86,1.84,-12.97,-12.46,33.6,13.47,5679.0,0.0
603348,文灿股份,汽车配件,广东,90.92,0.82,2.4,39.77,19.73,13.41,14.35,5.99,0.15,9.85,2.65,20180426.0,5.87,2.45,-12.85,-8.48,26.43,5.34,29073.0,0.0
300328,宜安科技,铝,广东,508.4,6.81,6.9,20.59,9.74,6.98,2.33,0.34,0.011,1.87,6.03,20120619.0,3.15,0.46,-20.09,-73.05,25.91,1.82,30874.0,0.0
2335,科华恒盛,电气设备,福建,42.97,2.32,2.72,74.63,28.1,20.99,19.55,7.2,0.398,10.91,3.14,20100113.0,5.71,2.1,4.44,20.54,31.51,6.36,24921.0,0.0
300320,海达股份,橡胶,江苏,26.5,4.64,6.01,27.63,18.09,5.87,3.63,0.6,0.131,2.89,2.41,20120601.0,6.74,1.12,-4.37,-22.37,25.6,7.95,22353.0,0.0
2282,博深股份,轻工机械,河北,52.4,3.12,4.38,26.91,9.68,5.57,14.41,3.29,0.113,5.11,2.33,20090821.0,2.89,0.66,-0.97,13.36,29.39,9.28,20742.0,0.0
601689,拓普集团,汽车配件,浙江,105.17,10.55,10.55,109.77,49.95,40.73,34.09,3.23,0.205,7.0,6.16,20150319.0,25.18,2.39,5.07,2.51,25.97,8.43,26119.0,0.0
300742,越博动力,汽车配件,江苏,289.8,0.43,0.78,16.62,11.13,2.66,8.9,11.34,0.048,4.55,6.1,20180508.0,-6.32,-8.05,7.24,-52.63,19.84,2.16,11931.0,0.0
600095,哈高科,证券,黑龙江,107.74,3.61,26.82,318.85,295.88,4.07,39.84,1.49,0.079,3.68,4.62,19970708.0,18.96,0.71,13.03,-21.24,10.95,71.97,52122.0,0.0
601377,兴业证券,证券,福建,17.6,66.97,66.97,1677.05,0.0,6.38,143.75,2.15,0.242,5.31,1.6,20101013.0,79.61,1.19,17.74,21.45,0.0,19.53,226440.0,0.0
2886,沃特股份,塑料,深圳,49.77,0.85,1.19,12.56,7.72,2.16,2.93,2.46,0.313,6.15,5.06,20170627.0,2.96,2.49,25.69,123.4,22.14,7.58,17562.0,0.0
300731,科创新源,橡胶,深圳,59.93,0.83,1.25,7.75,5.03,0.46,3.29,2.63,0.282,4.64,7.28,20171208.0,1.31,1.05,-7.39,21.89,52.15,22.22,7557.0,0.0
603808,歌力思,服饰,深圳,10.08,3.33,3.33,33.36,16.14,1.73,3.08,0.93,0.789,6.46,2.46,20150422.0,14.3,4.3,-35.7,37.77,66.63,32.21,20500.0,0.0
2189,中光学,元器件,河南,52.22,2.22,2.63,34.72,27.04,3.85,6.58,2.51,0.206,5.39,3.99,20071203.0,4.62,1.76,50.16,-2.13,11.85,3.21,31513.0,0.0
300403,汉宇集团,家用电器,广东,26.66,3.81,6.03,17.11,7.17,3.08,1.78,0.3,0.117,2.26,2.77,20141030.0,4.5,0.75,-3.4,5.92,36.69,18.24,15748.0,0.0
300335,迪森股份,供气供热,广东,294.6,2.72,3.63,33.06,13.98,9.18,3.14,0.86,0.01,3.57,1.58,20120710.0,5.81,1.6,-18.71,-93.68,27.62,0.75,17836.0,0.0
619,海螺型材,其他建材,安徽,292.47,3.6,3.6,44.85,27.07,11.48,4.41,1.22,0.011,6.84,0.96,19961023.0,13.85,3.85,-2.27,42.47,11.61,0.25,26650.0,0.0
600216,浙江医药,化学制药,浙江,21.34,9.65,9.65,107.31,54.64,38.1,13.41,1.39,0.45,7.6,2.49,19991021.0,38.49,3.99,-1.59,52.06,40.05,12.1,61000.0,0.0
2819,东方中科,电器仪表,北京,137.37,1.47,1.59,10.0,9.44,0.43,1.02,0.64,0.1,3.4,8.11,20161111.0,2.81,1.76,-0.15,-9.91,17.02,3.5,15821.0,0.0
300560,中富通,通信设备,福建,76.08,1.89,2.26,12.97,8.91,0.79,0.64,0.28,0.17,3.24,6.86,20161101.0,3.29,1.46,40.17,53.97,27.01,8.49,15156.0,0.0
300540,深冷股份,专用机械,四川,112.09,0.87,1.25,11.49,9.67,0.13,3.39,2.72,0.075,4.52,3.73,20160823.0,0.79,0.63,-6.87,-5.42,19.72,5.16,8612.0,0.0
300427,红相股份,电气设备,福建,34.88,2.65,3.58,50.04,21.31,11.15,8.28,2.31,0.446,6.15,5.06,20150217.0,8.8,2.46,5.54,12.28,48.89,23.0,19634.0,0.0
603963,大理药业,化学制药,云南,1892.58,1.29,2.2,5.63,3.81,0.73,1.18,0.54,0.002,2.13,4.41,20170922.0,0.98,0.45,-35.45,-95.54,70.65,0.53,13919.0,0.0
2708,光洋股份,汽车配件,江苏,243.95,3.93,4.69,22.07,11.94,8.59,7.51,1.6,0.014,3.05,2.29,20140121.0,1.74,0.37,-0.45,49.55,18.44,1.05,25920.0,0.0
2013,中航机电,航空,湖北,57.5,37.16,37.16,288.98,191.34,48.07,7.8,0.21,0.1,2.7,3.95,20040705.0,48.34,1.3,-3.67,3.43,21.38,6.63,82820.0,0.0
300015,爱尔眼科,医疗保健,湖南,163.76,34.17,41.22,143.84,62.36,16.98,9.57,0.23,0.16399999999999998,1.8,29.83,20091030.0,18.9,0.46,-12.32,-2.72,43.73,16.24,114998.0,0.0
300413,芒果超媒,影视音像,湖南,59.22,9.31,17.8,178.74,124.59,1.65,48.39,2.72,0.62,5.45,13.46,20150121.0,30.05,1.69,4.9,37.3,36.59,19.11,22057.0,0.0
300127,银河磁体,元器件,四川,40.92,2.27,3.23,12.87,10.29,1.75,4.96,1.54,0.234,3.78,5.07,20101013.0,2.48,0.77,-2.23,5.09,37.3,26.28,25041.0,0.0
300126,锐奇股份,轻工机械,上海,70.88,2.11,3.04,12.16,8.86,1.45,4.73,1.56,0.055,3.36,2.3,20101013.0,1.79,0.59,-20.63,470.28,19.36,8.1,15915.0,0.0
538,云南白药,中成药,云南,31.12,6.02,12.77,488.14,437.78,19.68,174.2,13.64,1.921,28.43,4.21,19931215.0,164.53,12.88,11.48,9.2,28.97,15.84,61695.0,0.0
300080,易成新能,半导体,河南,344.99,5.02,20.24,91.69,49.1,24.19,6.78,0.34,0.008,2.29,2.44,20100625.0,19.03,0.94,-47.1,-97.58,12.46,0.99,30759.0,0.0
300399,京天利,互联网,北京,98.44,1.5,1.98,5.04,4.1,0.15,0.21,0.11,0.101,2.35,8.47,20141009.0,2.15,1.09,-6.17,272.26,9.81,7.7,15130.0,0.0
601566,九牧王,服饰,福建,14.38,5.75,5.75,55.53,21.78,4.93,25.76,4.48,0.358,7.16,1.44,20110530.0,5.66,0.99,-17.1,-36.75,59.32,18.31,19826.0,0.0
300092,科新机电,专用机械,四川,31.84,1.67,2.32,11.02,8.91,1.75,2.4,1.03,0.191,2.72,4.47,20100708.0,1.4,0.6,43.03,110.77,30.46,12.4,20030.0,0.0
2572,索菲亚,家居用品,广东,36.58,6.37,9.12,87.03,39.32,27.75,13.04,1.43,0.376,5.78,4.76,20110412.0,27.35,3.0,-18.7,-12.35,37.48,13.41,39899.0,0.0
2595,豪迈科技,专用机械,山东,20.26,5.27,8.0,67.65,40.83,17.58,5.09,0.64,0.64,6.85,3.79,20110628.0,37.05,4.63,24.39,36.79,32.54,20.91,17318.0,0.0
2662,京威股份,汽车配件,北京,36.61,15.0,15.0,55.88,27.22,20.54,16.84,1.12,0.064,2.1,2.24,20120309.0,-3.83,-0.26,-7.47,154.73,23.27,6.11,57123.0,0.0
300545,联得装备,专用机械,深圳,66.83,0.73,1.44,15.57,11.33,0.17,1.83,1.27,0.262,4.87,7.18,20160928.0,3.31,2.3,2.29,-12.28,30.23,10.72,19531.0,0.0
603882,金域医学,医疗保健,广东,45.8,2.8,4.58,55.33,38.37,10.68,8.44,1.84,1.214,6.02,18.48,20170908.0,13.81,3.02,36.63,223.71,44.77,16.0,20344.0,0.0
878,云南铜业,铜,云南,46.47,16.42,17.0,422.83,198.6,166.8,58.34,3.43,0.166,4.97,3.11,19980602.0,6.01,0.35,57.14,-24.98,5.08,0.7,131224.0,0.0
603127,昭衍新药,医疗保健,北京,157.09,2.26,2.27,17.21,8.39,4.37,2.03,0.9,0.34,4.09,25.65,20170825.0,4.31,1.9,97.82,87.17,50.16,19.04,18665.0,0.0
2778,高科石化,石油加工,江苏,526.21,0.64,0.89,7.62,4.58,1.79,2.14,2.41,0.023,7.2,3.38,20160106.0,3.01,3.38,1.44,-76.28,8.16,0.67,9632.0,0.0
601799,星宇股份,汽车配件,江苏,60.37,2.76,2.76,84.96,60.04,15.64,26.59,9.63,1.416,18.11,9.44,20110201.0,18.84,6.82,6.33,15.21,24.93,13.59,5866.0,0.0
2155,湖南黄金,黄金,湖南,64.44,12.02,12.02,69.98,14.41,32.72,12.91,1.07,0.076,4.17,2.36,20070816.0,22.15,1.84,-9.96,9.2,6.86,1.22,95385.0,0.0
300411,金盾股份,专用机械,浙江,63.66,1.49,4.56,19.96,13.99,2.16,25.03,5.49,0.107,3.45,3.96,20141231.0,-14.12,-3.09,58.64,4422.97,52.24,17.19,15900.0,0.0
2634,棒杰股份,服饰,浙江,81.1,3.3,4.59,9.42,3.31,2.07,0.07,0.01,0.065,1.56,6.74,20111205.0,2.39,0.52,-1.07,237.92,28.9,13.77,22669.0,0.0
2773,康弘药业,化学制药,四川,65.27,6.2,8.76,74.32,41.42,7.1,3.77,0.43,0.382,5.39,9.25,20150626.0,31.18,3.56,-8.26,-1.68,90.57,24.01,13743.0,0.0
600148,长春一东,汽车配件,吉林,38.13,1.42,1.42,13.41,10.9,1.97,0.89,0.63,0.215,3.2,5.12,19980520.0,1.82,1.28,16.31,65.6,28.64,5.37,22705.0,0.0
300582,英飞特,半导体,浙江,42.95,1.34,1.98,17.94,6.71,4.78,5.11,2.58,0.21,5.56,3.09,20161228.0,3.79,1.92,-10.18,1.52,39.61,9.66,12698.0,0.0
2602,世纪华通,互联网,浙江,26.55,41.76,74.53,366.77,91.92,11.7,169.87,2.28,0.215,3.94,2.9,20110728.0,67.7,0.91,12.02,36.02,54.33,20.63,173847.0,0.0
2199,东晶电子,元器件,浙江,500.46,2.43,2.43,4.88,2.84,1.91,5.16,2.12,0.009000000000000001,1.64,5.58,20071221.0,-3.79,-1.56,16.21,119.65,13.74,2.05,21282.0,0.0
2201,九鼎新材,玻璃,江苏,274.87,3.32,3.32,24.16,9.03,10.87,3.69,1.11,0.029,2.86,5.48,20071226.0,2.06,0.62,12.65,106.4,26.82,1.97,40813.0,0.0
300488,恒锋工具,机械基件,浙江,39.88,1.33,1.66,12.01,3.73,5.58,2.33,1.4,0.23,6.22,2.94,20150701.0,5.68,3.43,-4.98,-39.35,46.36,25.16,7207.0,0.0
300154,瑞凌股份,元器件,深圳,34.35,3.19,4.56,19.9,17.77,0.77,7.42,1.63,0.09,3.58,1.83,20101229.0,3.01,0.66,-25.38,-27.81,32.11,22.37,16170.0,0.0
603013,亚普股份,汽车配件,江苏,20.91,0.6,5.14,65.03,40.83,19.59,7.51,1.46,0.4,6.08,2.75,20180509.0,16.73,3.25,-1.73,25.02,15.2,5.46,18849.0,0.0
300321,同大股份,塑料,山东,111.51,0.82,0.89,7.47,4.11,2.42,2.38,2.68,0.08800000000000001,7.01,2.8,20120523.0,2.56,2.89,-14.13,-54.53,18.5,4.01,5923.0,0.0
2901,大博医疗,医疗保健,福建,78.63,0.41,4.02,24.97,18.74,3.74,4.72,1.17,0.6579999999999999,4.37,23.65,20170922.0,7.71,1.92,23.8,27.38,85.64,39.31,11882.0,0.0
300628,亿联网络,通信设备,福建,40.61,4.78,9.02,50.9,45.75,0.88,9.32,1.03,0.72,5.0,11.62,20170317.0,25.31,2.8,2.26,6.36,67.27,53.74,27458.0,0.0
300587,天铁股份,橡胶,浙江,45.73,2.44,3.09,27.41,17.54,4.14,4.46,1.44,0.17600000000000002,3.63,4.44,20170105.0,4.06,1.32,24.14,62.1,49.23,11.65,8076.0,0.0
2625,光启技术,汽车配件,深圳,355.26,11.65,21.55,83.28,70.79,3.04,50.43,2.34,0.033,3.61,6.45,20111103.0,5.41,0.25,13.72,40.1,43.91,31.32,58307.0,0.0
2536,飞龙股份,汽车配件,河南,41.48,4.71,5.01,37.34,16.92,14.84,9.28,1.85,0.077,4.16,1.55,20110111.0,5.68,1.13,-11.26,-5.01,22.19,3.25,34800.0,0.0
