code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
600297,广汇汽车,汽车服务,辽宁,31.08,81.1,81.1,1359.15,820.31,127.33,132.56,1.63,0.062,4.76,0.81,20001116,170.28,2.1,-18.13,-66.82,9.55,0.76,44927.0
688339,亿华通,汽车配件,北京,0.0,0.15,0.71,16.38,10.87,1.77,9.01,12.78,-1.2,31.66,4.86,20200810,0.45,0.64,0.0,0.0,35.58,-251.97,13727.0
300471,厚普股份,专用机械,四川,0.0,2.41,3.65,18.84,7.45,7.71,6.73,1.85,-0.08199999999999999,3.26,3.37,20150611,0.57,0.16,1.36,-80.51,26.65,-18.28,26166.0
603888,新华网,互联网,北京,1851.38,5.19,5.19,40.46,29.61,2.11,14.99,2.89,0.006999999999999999,5.51,4.6,20161028,6.61,1.27,-25.95,-96.94,27.85,0.8,45441.0
300653,正海生物,医疗保健,山东,83.87,1.2,1.2,7.03,4.91,0.29,2.29,1.91,0.45799999999999996,4.86,15.82,20170516,2.01,1.68,1.35,7.89,92.61,40.92,15104.0
002879,长缆科技,电气设备,湖南,22.07,1.3,1.93,17.88,14.4,1.95,7.09,3.67,0.44,7.53,2.42,20170707,6.6,3.42,17.74,7.73,53.94,18.99,19281.0
300681,英搏尔,汽车配件,广东,0.0,0.41,0.76,9.34,4.64,2.32,3.61,4.77,-0.10099999999999999,7.35,4.83,20170725,0.9,1.19,-5.12,76.87,11.88,-5.42,4197.0
300597,吉大通信,通信设备,吉林,126.12,2.21,2.4,10.59,9.47,0.58,2.13,0.89,0.048,3.38,3.62,20170123,3.21,1.34,-5.1,-6.25,23.83,8.38,25174.0
603311,金海环境,专用机械,浙江,27.51,2.1,2.1,11.82,7.46,2.74,2.08,0.99,0.253,4.02,3.46,20150518,3.57,1.7,-1.84,2.86,32.11,15.45,19442.0
603728,鸣志电器,电气设备,上海,56.96,4.16,4.16,27.07,16.78,2.45,7.35,1.77,0.191,4.99,4.35,20170509,8.55,2.05,1.27,5.05,39.76,8.02,14926.0
300025,华星创业,通信设备,浙江,0.0,3.99,4.29,10.97,8.35,0.28,0.32,0.07,-0.08900000000000001,1.02,5.46,20091030,0.39,0.09,-37.05,-1203.12,10.84,-11.33,36975.0
002327,富安娜,纺织,深圳,21.05,5.1,8.43,40.67,20.25,9.42,0.84,0.1,0.19899999999999998,3.95,2.11,20091230,22.68,2.69,-0.41,8.11,53.66,15.22,27747.0
000823,超声电子,元器件,广东,28.73,5.37,5.37,57.56,34.46,18.16,14.25,2.65,0.243,6.71,2.08,19971008,13.94,2.6,2.56,27.9,21.71,5.67,59483.0
002942,新农股份,农药化肥,浙江,19.35,0.39,1.2,13.62,8.22,2.6,3.57,2.97,0.966,8.37,4.47,20181205,3.92,3.27,24.18,11.74,33.47,17.22,10508.0
688556,高测股份,专用机械,山东,74.29,0.37,1.62,13.33,10.17,1.72,1.38,0.85,0.20600000000000002,5.92,5.19,20200807,1.54,0.95,0.0,0.0,37.65,9.37,34814.0
600267,海正药业,化学制药,浙江,37.09,9.66,9.66,215.35,77.56,81.28,36.49,3.78,0.249,6.85,2.7,20000725,14.87,1.54,-6.13,357.31,46.13,4.53,71895.0
002100,天康生物,饲料,新疆,11.91,10.74,10.74,111.06,65.09,33.82,14.47,1.35,0.777,4.93,3.76,20061226,25.79,2.4,73.29,942.09,32.08,17.73,76967.0
601878,浙商证券,证券,浙江,41.82,36.14,36.14,802.49,0.0,9.35,39.81,1.1,0.2,4.42,3.43,20170626,50.29,1.39,67.74,36.0,0.0,14.59,109227.0
300459,金科文化,互联网,浙江,15.08,23.39,35.44,76.83,27.02,3.31,21.31,0.6,0.131,1.16,3.4,20150515,-9.62,-0.27,-33.24,2.69,91.42,51.32,75689.0
603667,五洲新春,机械基件,浙江,44.99,2.63,2.92,32.53,15.76,8.35,9.33,3.19,0.1,5.85,1.54,20161025,4.69,1.6,-18.44,-51.89,19.54,3.76,19851.0
002868,绿康生化,农业综合,福建,34.21,1.55,1.55,9.39,4.18,1.9,3.4,2.19,0.231,4.88,3.24,20170503,2.41,1.55,23.97,40.96,39.07,20.14,11944.0
300832,新产业,医疗保健,深圳,71.49,0.41,4.12,52.4,42.16,5.53,14.01,3.4,1.21,11.7,14.1,20200512,27.99,6.79,0.0,0.0,79.32,49.04,23875.0
600742,一汽富维,汽车配件,吉林,17.16,6.6,6.6,164.64,97.64,31.38,4.88,0.74,0.33,8.83,1.28,19960826,38.33,5.81,25.62,-11.48,9.94,2.7,20340.0
601233,桐昆股份,化纤,浙江,15.0,18.48,18.48,449.17,143.76,168.01,62.27,3.37,0.547,10.46,1.57,20110518,104.16,5.64,-13.36,-27.23,5.75,4.74,50064.0
000551,创元科技,专用机械,江苏,30.65,4.0,4.0,46.77,30.11,9.12,3.42,0.85,0.157,4.6,2.1,19940106,7.87,1.97,-8.51,11.32,23.78,4.17,37642.0
603139,康惠制药,中成药,陕西,62.78,1.0,1.0,11.12,7.09,0.61,4.12,4.13,0.163,9.96,2.05,20170421,4.33,4.33,-5.27,-15.34,46.32,9.22,10227.0
300506,名家汇,建筑工程,深圳,0.0,4.61,6.55,38.4,27.3,0.44,5.34,0.81,-0.107,2.92,2.14,20160324,6.39,0.97,-81.57,-136.02,28.69,-54.1,30000.0
002701,奥瑞金,广告包装,北京,36.87,23.32,23.51,149.88,53.92,50.55,-0.39,-0.02,0.077,2.46,2.32,20121011,33.2,1.41,12.04,-62.62,21.72,3.91,54849.0
002073,软控股份,软件服务,山东,380.93,9.34,9.34,80.11,58.75,10.51,19.58,2.1,0.006,4.6,0.99,20061018,10.64,1.14,-18.06,-91.43,19.24,0.47,50000.0
000697,炼石航空,航空,陕西,0.0,5.77,6.72,36.28,8.64,7.84,20.31,3.02,-0.18100000000000002,2.06,6.1,19970325,-13.37,-1.99,-38.56,-160.1,10.13,-19.26,32740.0
000921,海信家电,家用电器,广东,19.32,9.02,13.63,366.8,267.23,37.18,20.56,1.51,0.369,6.37,2.24,19990713,46.09,3.38,11.27,-47.56,22.97,2.39,26983.0
002383,合众思壮,通信设备,北京,0.0,5.77,7.45,78.26,42.58,4.9,24.48,3.29,-0.264,3.61,3.0,20100402,-5.72,-0.77,2.74,-495.76,42.17,-28.4,42754.0
002612,朗姿股份,服饰,北京,0.0,2.54,4.42,51.98,18.59,4.05,17.81,4.02,-0.006999999999999999,6.67,1.54,20110830,6.14,1.39,-12.08,-103.23,55.39,-0.23,30528.0
002230,科大讯飞,软件服务,安徽,163.27,20.24,21.98,209.36,123.24,20.9,68.52,3.12,0.11699999999999999,5.33,7.19,20080512,29.05,1.32,2.86,36.28,45.79,5.94,284275.0
002623,亚玛顿,玻璃,江苏,72.45,1.6,1.6,38.73,18.28,16.97,14.85,9.28,0.253,13.37,2.74,20111013,4.46,2.79,43.46,619.33,19.33,5.46,15221.0
600844,丹化科技,化工原料,江苏,0.0,8.23,10.17,30.94,7.06,19.45,17.62,1.73,-0.134,1.53,2.25,19940311,-12.78,-1.26,-6.27,-22.63,-3.15,-28.18,44008.0
600963,岳阳林纸,造纸,湖南,29.49,18.05,18.05,154.33,94.35,39.34,55.43,3.07,0.078,4.62,0.99,20040525,9.21,0.51,-2.65,384.18,19.33,4.61,56609.0
601928,凤凰传媒,出版业,江苏,11.37,25.45,25.45,240.33,154.67,38.72,28.52,1.12,0.32799999999999996,5.81,1.28,20111130,73.64,2.89,-12.27,-5.89,40.95,15.38,55416.0
603630,拉芳家化,日用化工,广东,47.7,2.27,2.27,19.33,15.05,0.71,8.22,3.62,0.21100000000000002,7.67,2.62,20170313,6.47,2.85,-11.79,0.7,50.91,11.83,21820.0
300143,盈康生命,医疗保健,广东,321.98,5.19,6.42,20.59,3.95,1.67,16.05,2.5,0.05,2.5,10.79,20101209,-7.97,-1.24,11.3,14.05,44.62,9.5,10814.0
300393,中来股份,塑料,江苏,30.4,5.28,7.78,92.56,41.56,24.39,21.83,2.81,0.15,4.67,1.85,20140912,6.69,0.86,75.52,-2.17,21.41,5.43,19487.0
300228,富瑞特装,化工机械,江苏,48.0,4.2,4.73,36.79,23.61,8.77,8.51,1.8,0.066,3.03,2.09,20110608,0.72,0.15,3.95,468.66,20.69,3.61,31633.0
000581,威孚高科,汽车配件,江苏,9.65,8.36,10.09,247.55,147.39,28.75,33.92,3.36,1.32,16.77,1.51,19980924,123.1,12.2,49.76,5.55,17.9,20.11,59709.0
688258,卓易信息,软件服务,江苏,154.91,0.21,0.87,9.46,8.28,0.64,5.6,6.44,0.29100000000000004,9.99,9.02,20191209,2.03,2.33,1.23,190.82,58.32,33.54,7197.0
600692,亚通股份,房产服务,上海,0.0,2.55,3.52,31.39,26.27,0.43,0.61,0.17,-0.013000000000000001,2.32,3.24,19931119,3.19,0.91,-69.54,-132.41,8.79,-3.57,31428.0
002552,宝鼎科技,机械基件,浙江,672.1,2.25,3.06,7.35,3.61,2.35,4.09,1.33,0.013000000000000001,2.18,7.96,20110225,-0.75,-0.24,-3.67,-92.21,13.25,2.61,34225.0
600989,宝丰能源,化工原料,宁夏,22.29,7.33,73.33,357.34,39.0,228.98,72.68,0.99,0.285,3.18,3.99,20190516,77.16,1.05,15.35,10.75,40.19,27.82,160669.0
300112,万讯自控,电器仪表,深圳,65.11,1.97,2.86,12.31,6.31,1.98,4.87,1.7,0.071,3.45,2.68,20100827,2.05,0.72,-0.82,-12.07,53.04,7.1,19651.0
300478,杭州高新,橡胶,浙江,0.0,1.21,1.27,5.69,2.47,1.92,1.8,1.42,-0.128,1.89,6.42,20150610,-1.1,-0.87,-43.22,-252.9,8.22,-8.14,7327.0
300162,雷曼光电,元器件,深圳,285.85,2.41,3.5,13.81,9.18,1.83,6.35,1.82,0.016,2.61,3.56,20110113,0.64,0.18,-9.89,-69.76,25.1,1.44,24284.0
002429,兆驰股份,家用电器,深圳,27.76,44.96,45.27,229.33,165.57,25.64,1.12,0.02,0.136,2.28,3.31,20100610,53.53,1.18,28.4,62.02,15.32,8.24,100000.0
002423,中粮资本,多元金融,河南,20.21,5.03,23.04,802.34,417.95,0.91,96.65,4.19,0.258,7.31,1.43,20100603,41.88,1.82,84.0,8.35,-20.73,160.56,20664.0
300809,华辰装备,机床制造,江苏,0.0,0.39,1.57,17.29,14.44,1.19,9.03,5.75,-0.055,8.6,2.5,20191204,2.4,1.53,-78.48,-114.34,48.37,-20.8,17419.0
300455,康拓红外,运输设备,北京,359.28,5.0,7.18,20.89,16.21,1.87,4.56,0.63,0.025,1.99,9.08,20150515,1.94,0.27,4.61,35.48,27.07,8.01,26570.0
300539,横河模具,塑料,浙江,401.99,1.13,2.22,9.7,4.53,3.91,1.02,0.46,0.01,2.2,3.7,20160830,1.44,0.65,-8.87,-44.82,18.26,0.9,12272.0
002748,世龙实业,化工原料,江西,0.0,2.4,2.4,19.96,6.2,10.1,3.33,1.39,-0.12,4.51,1.68,20150319,4.3,1.79,-36.02,-681.18,6.95,-4.0,15609.0
300123,亚光科技,半导体,湖南,196.94,5.78,10.08,82.06,36.15,9.49,34.14,3.39,0.049,5.1,3.78,20100928,7.02,0.7,41.09,-34.73,29.03,5.41,58849.0
600227,圣济堂,化学制药,贵州,167.52,12.78,16.93,46.54,15.91,21.32,25.84,1.53,0.009000000000000001,1.88,1.56,20000221,-14.11,-0.83,-18.97,168.37,28.94,1.95,62467.0
002541,鸿路钢构,钢加工,安徽,66.55,3.7,5.24,134.94,87.54,31.25,21.3,4.07,0.361,9.63,4.99,20110118,22.77,4.35,4.85,11.49,13.9,3.77,13524.0
605222,起帆电缆,电气设备,上海,32.99,0.5,4.01,47.26,39.48,5.8,2.81,0.7,0.373,6.38,3.86,20200731,9.73,2.43,0.0,0.0,10.08,4.23,52755.0
300038,数知科技,互联网,北京,36.14,11.61,11.72,138.48,56.77,8.34,79.66,6.8,0.122,9.47,0.93,20100108,19.83,1.69,2.1,-66.83,16.64,6.03,55892.0
603027,千禾味业,食品,四川,97.48,6.6,6.66,21.28,9.81,6.68,3.3,0.5,0.23600000000000002,2.76,16.66,20160307,7.76,1.17,34.53,79.85,49.73,19.65,35849.0
002989,中天精装,装修装饰,深圳,50.44,0.38,1.51,28.77,26.79,0.83,8.26,5.46,0.78,10.48,5.63,20200610,5.52,3.64,0.0,0.0,15.13,8.16,20003.0
601811,新华文轩,出版业,四川,12.56,7.92,12.34,155.12,93.0,12.94,25.73,2.08,0.47,7.57,1.56,20160808,38.39,3.11,-6.92,0.13,43.63,16.09,23904.0
603016,新宏泰,电气设备,江苏,64.17,1.48,1.48,9.13,7.16,1.33,2.76,1.86,0.212,5.28,5.14,20160701,2.97,2.01,-6.06,-4.63,39.12,15.19,9237.0
300751,迈为股份,专用机械,江苏,49.74,0.29,0.52,40.48,36.96,1.69,7.28,14.0,3.64,28.88,12.54,20181109,6.6,12.7,51.03,52.77,34.2,20.18,5486.0
002615,哈尔斯,家居用品,浙江,0.0,2.25,4.1,21.35,12.56,6.67,0.36,0.09,-0.076,1.89,3.46,20110909,2.42,0.59,-36.49,-158.43,24.09,-5.82,23639.0
600967,内蒙一机,运输设备,内蒙,27.9,16.9,16.9,206.53,160.17,19.94,43.15,2.55,0.22399999999999998,5.67,2.2,20040518,32.54,1.93,0.31,13.11,10.66,7.09,44024.0
688077,大地熊,元器件,安徽,95.52,0.18,0.8,8.43,4.83,2.41,0.06,0.08,0.27399999999999997,11.04,4.75,20200722,2.78,3.47,0.0,0.0,20.34,6.7,19593.0
603041,美思德,化工原料,江苏,26.52,1.4,1.41,9.22,7.09,1.42,2.85,2.02,0.292,5.81,2.67,20170330,3.53,2.51,-2.47,19.86,43.27,24.76,9196.0
002598,山东章鼓,机械基件,山东,21.52,2.7,3.12,14.51,10.28,1.87,2.12,0.68,0.16699999999999998,2.72,2.64,20110707,2.41,0.77,0.09,20.11,34.02,9.96,16746.0
603915,国茂股份,机械基件,江苏,38.53,1.25,4.63,34.45,25.11,4.55,11.14,2.4,0.327,4.99,5.05,20190614,6.66,1.44,5.05,25.72,29.65,15.28,19917.0
002284,亚太股份,汽车配件,浙江,0.0,6.86,7.38,58.46,34.83,16.57,11.37,1.54,-0.061,3.28,1.65,20090828,4.31,0.58,-26.16,-7.22,12.96,-3.78,63770.0
300487,蓝晓科技,化工原料,陕西,43.95,1.16,2.1,24.49,12.85,6.76,4.61,2.2,0.56,6.62,7.36,20150702,6.93,3.3,-20.59,-18.24,47.57,26.67,15611.0
300460,惠伦晶体,元器件,广东,414.86,2.36,2.36,8.76,4.35,2.93,1.9,0.8,0.018000000000000002,2.24,6.72,20150515,0.75,0.32,14.81,1426.74,17.09,2.96,21193.0
300642,透景生命,医疗保健,上海,0.0,0.74,0.91,12.37,8.62,2.84,5.6,6.17,-0.095,12.47,5.22,20170421,4.29,4.72,-32.67,-115.74,59.69,-7.32,8843.0
603718,海利生物,生物制药,上海,5842.05,6.44,6.44,15.98,7.13,3.7,1.22,0.19,0.003,1.61,19.59,20150515,1.95,0.3,-14.53,-88.91,47.08,1.46,17862.0
603269,海鸥股份,机械基件,江苏,659.92,1.13,1.13,17.45,13.55,2.09,2.26,2.01,0.011000000000000001,7.31,1.9,20170517,3.02,2.68,-17.79,-90.44,28.44,0.51,8584.0
002858,力盛赛车,文教休闲,上海,0.0,0.95,1.26,6.58,3.48,0.53,1.09,0.86,-0.106,3.35,5.25,20170324,1.77,1.4,-61.6,-391.18,14.81,-20.92,6612.0
688139,海尔生物,医疗保健,山东,71.41,0.76,3.17,32.02,26.95,2.71,18.81,5.93,0.488,8.09,8.62,20191025,3.35,1.06,34.83,85.8,50.52,26.04,12897.0
300437,清水源,化工原料,河南,34.22,1.34,2.18,47.06,26.69,3.65,6.42,2.94,0.177,6.89,1.76,20150423,5.81,2.66,-30.81,-46.3,29.51,7.36,12631.0
002703,浙江世宝,汽车配件,浙江,126.48,5.53,7.9,19.73,9.87,6.96,1.82,0.23,0.022000000000000002,1.67,3.27,20121102,2.12,0.27,8.16,192.66,21.91,3.5,33216.0
300224,正海磁材,元器件,山东,84.63,8.12,8.2,35.11,23.83,5.09,12.45,1.52,0.061,3.05,3.39,20110531,4.35,0.53,1.59,3.3,21.05,6.07,35599.0
300267,尔康制药,化学制药,湖南,75.92,14.2,20.63,68.77,30.2,26.72,9.72,0.47,0.032,2.78,1.75,20110927,25.84,1.25,-11.0,-48.81,21.63,5.5,39802.0
000548,湖南投资,路桥,湖南,21.42,4.99,4.99,20.6,10.98,2.09,4.78,0.96,0.1,3.52,1.21,19931220,6.53,1.31,48.73,145.3,22.08,25.8,57097.0
600265,ST景谷,林业,云南,0.0,1.3,1.3,3.3,2.73,0.24,2.85,2.2,-0.068,0.23,88.67,20000825,-3.98,-3.07,21.56,-373.16,13.4,-14.28,3707.0
300151,昌红科技,机械基件,深圳,53.54,3.08,5.03,11.95,6.79,2.95,1.11,0.22,0.20600000000000002,1.94,11.34,20101222,3.65,0.73,54.31,236.29,38.25,20.03,21841.0
000958,东方能源,火力发电,河北,22.37,10.99,53.83,793.73,434.34,91.4,63.14,1.17,0.12300000000000001,2.96,1.86,19991223,36.25,0.67,7.39,-4.25,16.17,16.53,66589.0
002990,盛视科技,软件服务,深圳,52.18,0.32,1.26,22.28,21.36,0.35,10.62,8.41,1.16,14.08,6.78,20200525,5.41,4.29,0.0,0.0,47.55,26.35,28986.0
601333,广深铁路,铁路,深圳,0.0,56.52,70.84,364.54,67.55,226.4,115.63,1.63,-0.087,3.97,0.62,20061222,62.24,0.88,-26.8,-180.56,-8.27,-8.23,219408.0
002076,*ST雪莱,家用电器,广东,0.0,5.04,7.64,7.2,3.83,1.05,3.4,0.44,-0.024,-0.2,-12.34,20061025,-12.84,-1.68,-36.53,88.67,39.6,-17.91,44517.0
000333,美的集团,家用电器,广东,18.07,68.39,70.22,3346.63,2308.37,222.79,208.51,2.97,2.01,14.98,4.79,20130918,755.2,10.76,-9.56,-8.29,25.56,10.02,184209.0
300342,天银机电,元器件,江苏,72.24,4.15,4.32,18.58,10.97,1.61,4.27,0.99,0.12,3.27,5.29,20120726,5.5,1.27,-13.16,-33.19,32.79,13.92,33178.0
600426,华鲁恒升,农药化肥,山东,24.58,16.2,16.27,182.66,27.88,115.76,20.81,1.28,0.556,8.96,3.05,20020620,101.08,6.21,-15.3,-30.93,22.59,15.08,36909.0
300379,东方通,软件服务,北京,0.0,2.64,2.81,19.94,6.73,0.86,12.72,4.52,-0.156,6.16,6.85,20140128,1.51,0.54,-52.85,-198.71,74.14,-52.32,29962.0
600353,旭光电子,元器件,四川,45.88,5.44,5.44,14.29,9.85,2.17,0.97,0.18,0.068,2.07,3.01,20021120,3.83,0.7,-24.15,2.45,15.36,8.33,45332.0
605318,法狮龙,装修装饰,浙江,63.9,0.32,1.29,6.55,4.19,0.82,1.68,1.3,0.175,6.26,3.58,20200803,1.65,1.28,0.0,0.0,31.7,14.35,37119.0
600161,天坛生物,生物制药,北京,95.11,12.54,12.54,72.67,47.72,8.18,2.75,0.22,0.226,3.37,12.78,19980616,26.54,2.12,-0.35,-3.39,48.04,18.25,41545.0
300440,运达科技,软件服务,四川,51.54,4.42,4.48,18.0,14.95,1.33,0.39,0.09,0.09699999999999999,2.94,3.4,20150423,7.6,1.7,4.61,22.63,53.41,20.82,18687.0
300640,德艺文创,文教休闲,福建,44.19,1.15,2.21,3.91,2.61,0.16,0.22,0.1,0.106,1.44,6.49,20170417,0.57,0.26,-15.2,5.24,22.86,9.88,9298.0
601168,西部矿业,铜,青海,28.03,23.83,23.83,462.79,156.13,132.23,54.11,2.27,0.145,4.26,1.92,20070712,15.72,0.66,-10.83,-41.04,12.54,2.59,155031.0
600831,广电网络,影视音像,陕西,125.51,7.1,7.1,85.3,29.73,41.38,17.75,2.5,0.035,5.18,1.7,19940224,10.66,1.5,-4.89,-69.4,27.47,1.84,84491.0
688011,新光光电,元器件,黑龙江,0.0,0.41,1.0,12.99,11.22,1.06,10.23,10.23,-0.045,12.01,4.86,20190722,0.67,0.67,-44.8,-187.59,36.06,-13.29,9123.0
601018,宁波港,港口,浙江,18.28,131.73,158.07,741.81,152.47,302.66,86.08,0.54,0.12,3.12,1.21,20100928,160.53,1.02,-25.58,-21.1,33.44,19.58,184088.0
002837,英维克,专用机械,深圳,54.69,2.36,3.22,24.55,17.44,2.32,4.5,1.4,0.23600000000000002,4.03,6.4,20161229,4.94,1.53,44.17,40.12,33.84,11.32,31500.0
002367,康力电梯,运输设备,江苏,29.98,5.24,7.98,57.95,39.59,11.64,11.82,1.48,0.21,3.52,3.58,20100312,6.11,0.77,3.6,62.38,31.21,9.49,46952.0
600184,光电股份,专用机械,湖北,419.16,5.09,5.09,37.49,24.8,6.02,13.55,2.66,0.013999999999999999,4.64,2.58,20031106,4.35,0.85,-11.68,-76.3,17.17,1.31,28198.0
002636,金安国纪,元器件,上海,46.12,7.23,7.28,45.92,26.84,8.6,1.91,0.26,0.10300000000000001,3.77,2.51,20111125,17.24,2.37,-6.64,-16.4,16.1,5.42,46769.0
300676,华大基因,医疗保健,深圳,18.03,2.49,4.0,100.45,73.75,11.03,28.23,7.06,4.13,13.95,10.67,20170714,26.64,6.66,218.08,734.19,65.34,40.2,44295.0
603225,新凤鸣,化纤,浙江,39.5,11.8,14.0,268.96,75.89,135.01,34.46,2.46,0.15,8.05,1.41,20170418,62.92,4.5,-16.93,-65.7,5.21,1.49,28918.0
600719,大连热电,供气供热,辽宁,77.99,4.05,4.05,20.68,4.56,12.44,1.02,0.25,0.027999999999999997,1.84,2.4,19960716,0.67,0.17,-11.14,-30.07,26.33,2.69,19651.0
002277,友阿股份,百货,湖南,38.22,13.94,13.94,166.29,52.1,31.75,10.83,0.78,0.057999999999999996,4.92,0.9,20090717,37.83,2.71,-22.31,-67.19,17.23,3.38,60588.0
002941,新疆交建,建筑工程,新疆,62.61,1.73,6.45,120.73,81.0,3.22,7.28,1.13,0.152,3.76,5.06,20181128,8.46,1.31,14.35,1437.75,4.36,5.23,48229.0
688218,江苏北人,专用机械,江苏,139.33,0.27,1.17,11.99,10.53,0.62,5.8,4.95,0.096,7.05,3.78,20191211,1.14,0.97,-24.3,-61.7,15.19,6.55,7797.0
300250,初灵信息,软件服务,浙江,194.04,1.56,2.2,12.53,6.07,1.52,8.19,3.72,0.039,4.93,3.09,20110803,0.08,0.04,-39.84,-65.46,53.52,6.05,20400.0
300386,飞天诚信,软件服务,北京,254.79,2.26,4.18,20.05,15.53,0.17,3.46,0.83,0.061,4.4,7.08,20140626,9.65,2.31,-8.96,126.87,42.3,7.26,48202.0
600246,万通发展,区域地产,北京,1109.09,20.54,20.54,119.97,67.43,1.15,35.25,1.72,0.004,3.55,2.69,20000922,17.21,0.84,21.78,-95.95,47.35,1.57,30051.0
002215,诺 普 信,农药化肥,深圳,11.74,7.16,9.14,61.42,38.77,3.7,3.52,0.39,0.299,2.72,2.58,20080218,11.36,1.24,3.26,1.57,28.94,10.77,53692.0
300679,电连技术,元器件,深圳,58.64,2.05,2.81,41.74,30.77,5.62,20.97,7.47,0.31,12.07,2.96,20170731,10.55,3.76,19.84,-13.18,29.15,7.93,20389.0
300634,彩讯股份,软件服务,深圳,86.86,2.02,4.0,17.64,11.17,1.75,4.7,1.17,0.151,3.43,7.63,20180323,4.44,1.11,0.7,8.07,45.66,18.69,25161.0
688126,沪硅产业,半导体,上海,0.0,4.5,24.8,117.53,24.87,32.08,22.36,0.9,-0.04,3.02,14.39,20200420,0.92,0.04,0.0,0.0,15.95,-9.67,74618.0
601696,中银证券,证券,上海,73.24,2.78,27.78,567.88,0.0,0.76,73.41,2.64,0.205,5.29,5.68,20200226,17.94,0.65,9.85,5.68,0.0,34.44,89119.0
601699,潞安环能,煤炭开采,山西,8.19,29.91,29.91,743.34,266.95,321.98,15.18,0.51,0.391,8.75,0.73,20060922,144.71,4.84,-8.13,-26.32,34.35,9.92,74674.0
002770,ST科迪,乳制品,河南,0.0,6.02,10.95,33.98,19.76,12.8,0.06,0.01,-0.051,1.39,1.38,20150630,3.49,0.32,-70.67,-170.09,5.85,-29.96,73749.0
600073,上海梅林,食品,上海,18.14,9.38,9.38,147.16,91.96,32.71,18.02,1.92,0.371,4.52,2.98,19970704,14.26,1.52,0.76,10.48,16.99,2.68,66733.0
600061,国投资本,证券,上海,14.21,41.74,42.27,2030.09,1693.48,2.84,206.3,4.88,0.5429999999999999,9.61,1.6,19970519,121.92,2.88,-52.74,36.01,7.65,995.29,55417.0
300791,仙乐健康,医疗保健,广东,55.22,0.3,1.2,25.25,14.47,5.32,10.73,8.94,1.035,17.09,6.69,20190925,8.05,6.71,16.65,40.44,34.13,13.57,10030.0
600734,*ST实达,IT设备,福建,0.0,5.19,6.22,23.66,13.61,2.4,20.78,3.34,-0.342,-1.12,-1.72,19960808,-33.85,-5.44,-76.86,-19.33,11.04,-50.48,75196.0
603690,至纯科技,专用机械,上海,173.63,2.42,2.6,37.02,22.27,3.83,8.73,3.36,0.11699999999999999,5.45,7.43,20170113,2.69,1.03,57.07,-29.58,34.08,5.82,25960.0
600693,东百集团,百货,福建,17.15,8.97,8.98,98.9,47.16,8.9,1.11,0.12,0.18,2.95,1.97,19931122,15.89,1.77,-57.09,295.5,38.74,19.09,14338.0
002160,常铝股份,铝,江苏,0.0,6.86,7.96,61.62,34.34,16.61,23.39,2.94,-0.069,3.74,1.21,20070821,-2.18,-0.27,-21.08,-794.07,13.11,-3.19,66237.0
600398,海澜之家,服饰,江苏,16.3,43.2,43.2,278.06,199.72,38.9,14.65,0.34,0.21899999999999997,2.82,2.53,20001228,87.4,2.02,-24.43,-55.42,40.05,11.69,56817.0
601968,宝钢包装,广告包装,上海,40.58,8.33,8.33,68.39,36.43,27.14,9.01,1.08,0.10400000000000001,2.81,3.0,20150611,5.26,0.63,-1.73,72.32,15.25,3.44,49435.0
300291,华录百纳,影视音像,北京,55.29,7.53,8.17,32.64,29.04,0.01,45.52,5.57,0.059000000000000004,3.84,1.69,20120209,-22.52,-2.76,-86.1,-25.53,23.16,95.62,23275.0
000550,江铃汽车,汽车整车,江西,31.14,5.18,8.63,261.15,171.46,52.31,8.39,0.97,0.24100000000000002,12.33,1.22,19931201,85.21,9.87,2.56,252.98,15.73,1.48,30427.0
300303,聚飞光电,半导体,深圳,32.08,11.43,12.78,45.5,32.67,9.74,0.43,0.03,0.11199999999999999,1.84,3.9,20120319,8.94,0.7,-12.75,-2.4,28.99,14.28,80602.0
002252,上海莱士,生物制药,上海,44.17,49.72,67.41,257.18,50.19,10.49,145.4,2.16,0.11,3.76,2.43,20080623,36.52,0.54,0.94,68.7,65.87,53.21,123364.0
300658,延江股份,纺织,福建,8.3,0.89,1.52,20.16,11.61,5.78,4.23,2.79,2.005,7.27,4.58,20170602,4.96,3.26,97.2,586.47,52.23,32.08,11531.0
300528,幸福蓝海,影视音像,江苏,0.0,2.55,3.73,23.01,16.68,3.18,8.6,2.31,-0.601,3.06,2.57,20160808,-1.31,-0.35,-90.71,-4509.43,52.57,-246.43,23923.0
600210,紫江企业,广告包装,上海,13.96,15.17,15.17,111.48,59.81,26.86,3.21,0.21,0.16399999999999998,3.18,1.44,19990824,22.33,1.47,-5.16,-10.45,19.0,5.63,105513.0
000504,ST生物,环境保护,湖南,0.0,3.11,3.12,2.36,1.26,0.11,1.52,0.49,-0.006999999999999999,0.05,262.64,19921208,-4.82,-1.55,-30.13,85.41,78.74,-4.97,12255.0
002094,青岛金王,日用化工,山东,0.0,6.9,6.91,54.14,40.71,1.94,11.18,1.62,-0.054000000000000006,4.13,1.11,20061215,8.8,1.27,-25.95,-113.27,10.07,-1.9,33183.0
