,date,open,close,high,low,volume,code
100,2016-06-01,8.367,8.343,8.398,8.311,556750.0,000001
101,2016-06-02,8.335,8.327,8.343,8.295,293036.0,000001
102,2016-06-03,8.335,8.359,8.375,8.287,423389.0,000001
103,2016-06-06,8.367,8.367,8.382,8.319,338332.0,000001
104,2016-06-07,8.375,8.375,8.382,8.343,229282.0,000001
105,2016-06-08,8.39,8.359,8.39,8.327,268188.0,000001
106,2016-06-13,8.327,8.223,8.335,8.223,344816.0,000001
107,2016-06-14,8.231,8.279,8.287,8.215,273637.0,000001
108,2016-06-15,8.223,8.311,8.343,8.215,378172.0,000001
109,2016-06-16,8.311,8.311,8.34,8.272,386670.0,000001
110,2016-06-17,8.311,8.32,8.349,8.282,315173.0,000001
111,2016-06-20,8.33,8.34,8.34,8.301,270731.0,000001
112,2016-06-21,8.349,8.349,8.388,8.32,380749.0,000001
113,2016-06-22,8.34,8.466,8.466,8.32,478002.0,000001
114,2016-06-23,8.408,8.398,8.437,8.369,335614.0,000001
115,2016-06-24,8.379,8.311,8.437,8.262,427664.0,000001
116,2016-06-27,8.311,8.349,8.379,8.282,325214.0,000001
117,2016-06-28,8.32,8.369,8.379,8.301,336519.0,000001
118,2016-06-29,8.369,8.427,8.427,8.359,369611.0,000001
119,2016-06-30,8.427,8.437,8.476,8.398,362204.0,000001
120,2016-07-01,8.427,8.446,8.466,8.417,348930.0,000001
121,2016-07-04,8.427,8.543,8.592,8.408,608257.0,000001
122,2016-07-05,8.534,8.543,8.563,8.505,422037.0,000001
123,2016-07-06,8.534,8.524,8.553,8.495,322950.0,000001
124,2016-07-07,8.524,8.514,8.534,8.476,312853.0,000001
125,2016-07-08,8.524,8.476,8.524,8.466,261342.0,000001
126,2016-07-11,8.485,8.485,8.524,8.476,365372.0,000001
127,2016-07-12,8.485,8.611,8.621,8.476,711832.0,000001
128,2016-07-13,8.611,8.718,8.776,8.592,798288.0,000001
129,2016-07-14,8.699,8.669,8.728,8.64,359699.0,000001
130,2016-07-15,8.679,8.718,8.728,8.64,352033.0,000001
131,2016-07-18,8.718,8.766,8.805,8.699,506934.0,000001
132,2016-07-19,8.766,8.699,8.776,8.679,362787.0,000001
133,2016-07-20,8.689,8.689,8.718,8.679,310926.0,000001
134,2016-07-21,8.679,8.718,8.737,8.679,340261.0,000001
135,2016-07-22,8.718,8.669,8.718,8.65,295549.0,000001
136,2016-07-25,8.66,8.708,8.708,8.64,264682.0,000001
137,2016-07-26,8.699,8.834,8.844,8.699,546556.0,000001
138,2016-07-27,8.844,8.737,8.892,8.64,818678.0,000001
139,2016-07-28,8.708,8.805,8.834,8.699,479910.0,000001
140,2016-07-29,8.805,8.922,8.96,8.757,671425.0,000001
141,2016-08-01,8.902,8.999,9.057,8.892,759324.0,000001
142,2016-08-02,8.96,8.97,8.98,8.892,449165.0,000001
143,2016-08-03,8.931,8.902,8.941,8.873,424622.0,000001
144,2016-08-04,8.892,8.718,8.902,8.66,1344462.0,000001
145,2016-08-05,8.718,8.766,8.796,8.679,725948.0,000001
146,2016-08-08,8.766,8.834,8.834,8.737,398479.0,000001
147,2016-08-09,8.815,8.873,8.873,8.796,415676.0,000001
148,2016-08-10,8.873,8.863,8.902,8.844,436655.0,000001
149,2016-08-11,8.863,8.941,9.067,8.854,935576.0,000001
150,2016-08-12,8.922,9.213,9.242,8.902,1370021.0,000001
151,2016-08-15,9.261,9.387,9.503,9.222,1897552.0,000001
152,2016-08-16,9.387,9.232,9.387,9.174,1099558.0,000001
153,2016-08-17,9.232,9.261,9.309,9.193,560725.0,000001
154,2016-08-18,9.271,9.213,9.3,9.145,691504.0,000001
155,2016-08-19,9.203,9.222,9.232,9.145,505334.0,000001
156,2016-08-22,9.213,9.116,9.222,9.077,979432.0,000001
157,2016-08-23,9.096,9.116,9.164,9.086,890656.0,000001
158,2016-08-24,9.125,9.145,9.145,9.096,732281.0,000001
159,2016-08-25,9.135,9.154,9.164,9.057,617389.0,000001
160,2016-08-26,9.164,9.164,9.183,9.116,502233.0,000001
161,2016-08-29,9.125,9.135,9.164,9.096,565231.0,000001
162,2016-08-30,9.135,9.183,9.183,9.125,595081.0,000001
163,2016-08-31,9.174,9.203,9.213,9.145,489746.0,000001
164,2016-09-01,9.203,9.164,9.232,9.135,480131.0,000001
165,2016-09-02,9.145,9.164,9.174,9.135,368796.0,000001
166,2016-09-05,9.174,9.135,9.174,9.116,469936.0,000001
167,2016-09-06,9.135,9.125,9.145,9.077,574738.0,000001
168,2016-09-07,9.125,9.116,9.135,9.086,459373.0,000001
169,2016-09-08,9.106,9.116,9.135,9.096,295218.0,000001
170,2016-09-09,9.116,9.096,9.145,9.077,327431.0,000001
171,2016-09-12,9.009,8.883,9.038,8.854,756581.0,000001
172,2016-09-13,8.902,8.912,8.931,8.863,460931.0,000001
173,2016-09-14,8.892,8.786,8.902,8.776,421481.0,000001
174,2016-09-19,8.776,8.844,8.863,8.776,354348.0,000001
175,2016-09-20,8.844,8.805,8.844,8.766,436678.0,000001
176,2016-09-21,8.805,8.805,8.825,8.757,405665.0,000001
177,2016-09-22,8.825,8.883,8.902,8.815,494613.0,000001
178,2016-09-23,8.883,8.873,8.912,8.863,288798.0,000001
179,2016-09-26,8.854,8.766,8.854,8.766,439481.0,000001
180,2016-09-27,8.766,8.786,8.796,8.737,401323.0,000001
181,2016-09-28,8.786,8.776,8.786,8.757,271366.0,000001
182,2016-09-29,8.776,8.786,8.805,8.776,303664.0,000001
183,2016-09-30,8.786,8.796,8.825,8.776,308084.0,000001
184,2016-10-10,8.825,8.844,8.892,8.805,611381.0,000001
185,2016-10-11,8.854,8.873,8.873,8.834,363370.0,000001
186,2016-10-12,8.863,8.854,8.883,8.844,270316.0,000001
187,2016-10-13,8.805,8.796,8.834,8.776,632367.0,000001
188,2016-10-14,8.786,8.815,8.815,8.766,335411.0,000001
189,2016-10-17,8.805,8.776,8.815,8.757,359223.0,000001
190,2016-10-18,8.757,8.815,8.815,8.757,593737.0,000001
191,2016-10-19,8.815,8.805,8.834,8.776,482636.0,000001
192,2016-10-20,8.805,8.796,8.815,8.776,342844.0,000001
193,2016-10-21,8.805,8.854,8.854,8.786,683896.0,000001
194,2016-10-24,8.854,8.96,9.019,8.844,915677.0,000001
195,2016-10-25,8.97,8.931,8.98,8.902,500752.0,000001
196,2016-10-26,8.941,8.873,8.941,8.854,440452.0,000001
197,2016-10-27,8.883,8.883,8.892,8.844,324140.0,000001
198,2016-10-28,8.883,8.892,8.951,8.863,541997.0,000001
199,2016-10-31,8.873,8.873,8.883,8.815,493596.0,000001
200,2016-11-01,8.863,8.863,8.883,8.834,525415.0,000001
201,2016-11-02,8.863,8.796,8.863,8.776,633586.0,000001
