Indexcd	Trddt	Daywk	Opnindex	Hiindex	Loindex	Clsindex	Retindex
000001	2009-02-27	5	2100.063	2123.244	2064.918	2082.852	-.018102
000001	2009-03-02	1	2066.229	2102.112	2052.992	2093.447	.005087
000001	2009-03-03	2	2047.213	2088.628	2037.024	2071.431	-.010517
000001	2009-03-04	3	2076.616	2201.727	2076.616	2198.107	.061154
000001	2009-03-05	4	2220.150	2241.761	2173.491	2221.076	.010449
000001	2009-03-06	5	2180.788	2221.040	2171.668	2193.007	-.012638
000001	2009-03-09	1	2205.746	2232.674	2116.453	2118.748	-.033862
000001	2009-03-10	2	2097.139	2159.268	2088.162	2158.568	.018794
000001	2009-03-11	3	2199.983	2203.534	2133.141	2139.025	-.009054
000001	2009-03-12	4	2127.726	2136.795	2086.018	2133.881	-.002405
000001	2009-03-13	5	2148.418	2166.022	2124.979	2128.848	-.002359
000001	2009-03-16	1	2122.408	2158.900	2108.612	2153.291	.011482
000001	2009-03-17	2	2156.774	2225.192	2151.776	2218.326	.030203
000001	2009-03-18	3	2227.981	2255.009	2221.588	2223.725	.002434
000001	2009-03-19	4	2227.344	2268.144	2220.164	2265.759	.018903
000001	2009-03-20	5	2272.437	2294.117	2250.405	2281.087	.006765
000001	2009-03-23	1	2286.246	2329.183	2276.810	2325.480	.019461
000001	2009-03-24	2	2359.679	2369.454	2327.430	2338.420	.005564
000001	2009-03-25	3	2333.163	2355.690	2291.359	2291.555	-.020041
000001	2009-03-26	4	2296.047	2362.048	2274.895	2361.704	.030612
000001	2009-03-27	5	2380.626	2392.769	2361.091	2374.438	.005392
000001	2009-03-30	1	2377.964	2380.194	2348.527	2358.040	-.006906
000001	2009-03-31	2	2313.883	2375.712	2299.158	2373.213	.006435
000001	2009-04-01	3	2380.979	2422.625	2380.979	2408.017	.014665
000001	2009-04-02	4	2417.217	2450.003	2417.111	2425.291	.007174
000001	2009-04-03	5	2446.124	2456.811	2406.496	2419.778	-.002273
000001	2009-04-07	2	2422.100	2449.537	2407.506	2439.182	.008019
000001	2009-04-08	3	2429.879	2435.388	2346.537	2347.385	-.037634
000001	2009-04-09	4	2345.009	2380.935	2331.877	2379.876	.013841
000001	2009-04-10	5	2400.014	2444.981	2392.800	2444.226	.027039
000001	2009-04-13	1	2468.083	2522.445	2464.061	2513.701	.028424
000001	2009-04-14	2	2512.009	2532.089	2495.337	2527.181	.005363
000001	2009-04-15	3	2514.591	2542.540	2485.926	2536.056	.003512
000001	2009-04-16	4	2542.336	2549.312	2497.122	2534.134	-.000758
000001	2009-04-17	5	2524.626	2539.352	2481.899	2503.935	-.011917
000001	2009-04-20	1	2500.173	2559.036	2497.321	2557.456	.021375
000001	2009-04-21	2	2523.262	2552.598	2499.601	2535.828	-.008457
000001	2009-04-22	3	2548.105	2579.218	2449.895	2461.346	-.029372
000001	2009-04-23	4	2440.676	2474.146	2422.789	2463.954	.001060
000001	2009-04-24	5	2477.156	2481.527	2445.664	2448.595	-.006233
000001	2009-04-27	1	2443.436	2452.928	2393.162	2405.348	-.017662
000001	2009-04-28	2	2382.884	2411.438	2372.343	2401.438	-.001626
000001	2009-04-29	3	2401.658	2477.725	2395.483	2468.192	.027798
000001	2009-04-30	4	2477.928	2491.072	2461.365	2477.569	.003799
000001	2009-05-04	1	2486.685	2560.544	2486.225	2559.911	.033235
000001	2009-05-05	2	2577.429	2590.776	2552.390	2567.337	.002901
000001	2009-05-06	3	2563.564	2596.925	2552.632	2592.520	.009809
000001	2009-05-07	4	2612.123	2622.112	2566.121	2597.447	.001900
000001	2009-05-08	5	2586.759	2634.061	2574.572	2625.645	.010856
000001	2009-05-11	1	2646.287	2663.950	2579.747	2579.747	-.017481
000001	2009-05-12	2	2562.363	2619.692	2558.963	2618.172	.014895
000001	2009-05-13	3	2629.031	2670.213	2608.317	2663.766	.017414
000001	2009-05-14	4	2631.445	2651.488	2610.223	2639.887	-.008964
000001	2009-05-15	5	2646.891	2661.366	2623.364	2645.263	.002036
000001	2009-05-18	1	2632.569	2656.844	2589.613	2652.779	.002841
000001	2009-05-19	2	2679.396	2688.112	2660.560	2676.682	.009011
000001	2009-05-20	3	2680.547	2686.345	2651.011	2651.414	-.009440
000001	2009-05-21	4	2639.141	2663.227	2598.869	2610.622	-.015385
000001	2009-05-22	5	2595.988	2617.749	2578.593	2597.601	-.004988
000001	2009-05-25	1	2555.342	2618.359	2538.622	2610.010	.004777
000001	2009-05-26	2	2615.006	2618.800	2585.910	2588.575	-.008213
000001	2009-05-27	3	2601.240	2635.313	2592.794	2624.893	.014030
000001	2009-06-01	1	2668.400	2726.716	2668.400	2721.280	.036720
000001	2009-06-02	2	2739.442	2750.880	2713.466	2724.302	.001111
000001	2009-06-03	3	2722.266	2778.683	2717.863	2778.589	.019927
000001	2009-06-04	4	2753.248	2778.242	2728.199	2767.244	-.004083
000001	2009-06-05	5	2783.859	2791.649	2750.377	2753.891	-.004825
000001	2009-06-08	1	2753.345	2795.149	2729.028	2768.336	.005245
000001	2009-06-09	2	2766.510	2788.366	2721.854	2787.887	.007062
000001	2009-06-10	3	2796.903	2820.575	2789.996	2816.247	.010173
000001	2009-06-11	4	2812.279	2828.739	2787.449	2797.320	-.006721
000001	2009-06-12	5	2793.968	2812.679	2722.217	2743.762	-.019146
000001	2009-06-15	1	2743.031	2790.977	2727.739	2789.549	.016688
000001	2009-06-16	2	2762.741	2797.483	2753.694	2776.022	-.004849
000001	2009-06-17	3	2771.521	2813.613	2744.218	2810.123	.012284
000001	2009-06-18	4	2812.989	2855.415	2810.853	2853.903	.015579
000001	2009-06-19	5	2861.177	2886.499	2847.358	2880.492	.009317
000001	2009-06-22	1	2900.572	2923.236	2884.131	2896.302	.005489
000001	2009-06-23	2	2853.491	2941.055	2841.902	2892.697	-.001245
000001	2009-06-24	3	2889.046	2923.470	2880.285	2922.299	.010233
000001	2009-06-25	4	2926.620	2946.898	2909.090	2925.046	.000940
000001	2009-06-26	5	2930.502	2937.614	2910.345	2928.211	.001082
000001	2009-06-29	1	2930.313	2976.922	2918.390	2975.314	.016086
000001	2009-06-30	2	2990.118	2997.272	2953.364	2959.362	-.005361
000001	2009-07-01	3	2950.169	3009.706	2947.690	3008.150	.016486
000001	2009-07-02	4	3015.077	3062.564	3015.077	3060.254	.017321
000001	2009-07-03	5	3035.814	3088.862	3029.546	3088.367	.009186
000001	2009-07-06	1	3091.478	3128.310	3090.099	3124.667	.011754
000001	2009-07-07	2	3118.268	3130.067	3077.476	3089.450	-.011271
000001	2009-07-08	3	3057.460	3097.964	3011.214	3080.774	-.002808
000001	2009-07-09	4	3073.518	3123.510	3064.209	3123.035	.013718
000001	2009-07-10	5	3124.789	3140.044	3099.987	3113.932	-.002915
000001	2009-07-13	1	3098.956	3112.875	3076.302	3080.556	-.010718
000001	2009-07-14	2	3088.580	3147.592	3088.580	3145.157	.020971
000001	2009-07-15	3	3156.625	3188.910	3156.625	3188.551	.013797
000001	2009-07-16	4	3209.775	3221.068	3175.957	3183.742	-.001508
000001	2009-07-17	5	3181.063	3197.231	3158.566	3189.741	.001884
000001	2009-07-20	1	3203.888	3269.180	3192.904	3266.920	.024196
000001	2009-07-21	2	3275.667	3279.587	3207.501	3213.206	-.016442
000001	2009-07-22	3	3207.987	3301.427	3207.257	3296.615	.025958
000001	2009-07-23	4	3301.103	3331.063	3289.224	3328.490	.009669
000001	2009-07-24	5	3343.756	3398.049	3306.911	3372.603	.013253
000001	2009-07-27	1	3377.716	3435.933	3376.286	3435.212	.018564
000001	2009-07-28	2	3434.320	3439.924	3392.428	3438.371	.000920
000001	2009-07-29	3	3419.991	3454.019	3174.214	3266.432	-.050006
000001	2009-07-30	4	3281.203	3336.640	3215.753	3321.560	.016877
000001	2009-07-31	5	3354.679	3414.145	3333.718	3412.062	.027247
000001	2009-08-03	1	3429.693	3465.173	3398.448	3462.590	.014809
000001	2009-08-04	2	3477.112	3478.010	3404.818	3471.442	.002556
000001	2009-08-05	3	3467.047	3468.097	3385.424	3428.501	-.012370
000001	2009-08-06	4	3401.479	3419.744	3309.606	3356.330	-.021050
000001	2009-08-07	5	3352.659	3374.461	3244.101	3260.690	-.028495
000001	2009-08-10	1	3287.759	3307.885	3201.060	3249.760	-.003352
000001	2009-08-11	2	3261.406	3273.021	3222.707	3264.726	.004605
000001	2009-08-12	3	3255.985	3255.986	3104.565	3112.719	-.046560
000001	2009-08-13	4	3112.573	3150.365	3060.119	3140.560	.008944
000001	2009-08-14	5	3138.146	3146.005	3039.305	3046.972	-.029800
000001	2009-08-17	1	2994.866	3020.264	2867.394	2870.630	-.057875
000001	2009-08-18	2	2845.335	2920.639	2827.113	2910.884	.014023
000001	2009-08-19	3	2916.095	2929.063	2761.395	2785.584	-.043045
000001	2009-08-20	4	2798.370	2914.640	2798.370	2911.582	.045232
000001	2009-08-21	5	2905.053	2969.521	2883.273	2960.771	.016894
000001	2009-08-24	1	2982.192	3004.904	2944.923	2993.429	.011030
000001	2009-08-25	2	2980.100	2980.100	2823.637	2915.803	-.025932
000001	2009-08-26	3	2889.735	2995.803	2872.264	2967.595	.017763
000001	2009-08-27	4	2947.827	2988.028	2909.893	2946.395	-.007144
000001	2009-08-28	5	2938.423	2949.432	2843.109	2860.688	-.029089
000001	2009-08-31	1	2817.629	2817.629	2662.997	2667.745	-.067446
000001	2009-09-01	2	2649.168	2727.077	2639.759	2683.724	.005990
000001	2009-09-02	3	2681.330	2729.706	2669.217	2714.974	.011644
000001	2009-09-03	4	2722.305	2854.161	2715.619	2845.024	.047901
000001	2009-09-04	5	2841.171	2875.983	2827.576	2861.609	.005829
000001	2009-09-07	1	2877.622	2919.350	2860.000	2881.116	.006817
000001	2009-09-08	2	2865.695	2931.230	2831.852	2930.475	.017132
000001	2009-09-09	3	2944.174	2962.287	2900.111	2946.259	.005386
000001	2009-09-10	4	2934.958	2958.954	2911.212	2924.883	-.007255
000001	2009-09-11	5	2917.193	2999.328	2915.904	2989.792	.022192
000001	2009-09-14	1	2990.933	3033.083	2984.835	3026.741	.012358
000001	2009-09-15	2	3029.097	3050.426	2999.433	3033.728	.002308
000001	2009-09-16	3	3027.506	3028.564	2960.591	2999.710	-.011213
000001	2009-09-17	4	3015.586	3064.234	3015.586	3060.260	.020185
000001	2009-09-18	5	3063.309	3068.028	2940.830	2962.667	-.031890
000001	2009-09-21	1	2937.926	2968.701	2871.646	2967.011	.001466
000001	2009-09-22	2	2956.129	2982.895	2896.937	2897.553	-.023410
000001	2009-09-23	3	2897.808	2924.198	2825.859	2842.721	-.018924
000001	2009-09-24	4	2824.583	2886.256	2783.106	2853.554	.003811
000001	2009-09-25	5	2836.699	2864.075	2812.918	2838.842	-.005156
000001	2009-09-28	1	2844.370	2857.948	2752.773	2763.525	-.026531
000001	2009-09-29	2	2763.764	2779.691	2712.299	2754.540	-.003251
000001	2009-09-30	3	2772.569	2803.858	2763.712	2779.426	.009035
000001	2009-10-09	5	2840.131	2912.550	2834.618	2911.715	.047596
000001	2009-10-12	1	2927.021	2932.078	2893.573	2894.483	-.005918
000001	2009-10-13	2	2889.788	2937.824	2886.959	2936.191	.014409
000001	2009-10-14	3	2945.669	3010.611	2943.742	2970.532	.011696
000001	2009-10-15	4	2994.890	3014.260	2967.108	2979.788	.003116
000001	2009-10-16	5	2992.745	3008.179	2931.920	2976.633	-.001059
000001	2009-10-19	1	2974.644	3039.605	2962.307	3038.273	.020708
000001	2009-10-20	2	3062.551	3084.944	3053.643	3084.454	.015200
000001	2009-10-21	3	3080.520	3105.514	3062.560	3070.589	-.004495
000001	2009-10-22	4	3068.678	3080.663	3045.033	3051.412	-.006245
000001	2009-10-23	5	3057.387	3123.463	3057.387	3107.847	.018495
000001	2009-10-26	1	3114.294	3123.364	3083.183	3109.566	.000553
000001	2009-10-27	2	3086.091	3086.091	3020.494	3021.459	-.028334
000001	2009-10-28	3	3014.182	3038.059	2974.258	3031.329	.003267
000001	2009-10-29	4	2975.199	2993.435	2952.014	2960.466	-.023377
000001	2009-10-30	5	3007.250	3027.131	2983.930	2995.848	.011951
000001	2009-11-02	1	2933.817	3077.907	2923.525	3076.649	.026971
000001	2009-11-03	2	3085.744	3121.202	3078.944	3114.227	.012214
000001	2009-11-04	3	3119.313	3141.453	3096.354	3128.537	.004595
000001	2009-11-05	4	3133.505	3158.718	3122.524	3155.053	.008476
000001	2009-11-06	5	3176.137	3183.574	3156.993	3164.037	.002847
000001	2009-11-09	1	3162.146	3176.661	3141.770	3175.585	.003650
000001	2009-11-10	2	3203.171	3211.105	3176.255	3178.610	.000953
000001	2009-11-11	3	3176.311	3186.595	3149.071	3175.192	-.001075
000001	2009-11-12	4	3181.457	3199.869	3163.078	3172.945	-.000708
000001	2009-11-13	5	3164.650	3189.091	3127.502	3187.647	.004634
000001	2009-11-16	1	3206.428	3275.549	3206.428	3275.048	.027419
000001	2009-11-17	2	3291.044	3298.379	3275.305	3282.889	.002394
000001	2009-11-18	3	3287.265	3315.872	3274.212	3303.234	.006197
000001	2009-11-19	4	3311.188	3329.028	3285.805	3320.612	.005261
000001	2009-11-20	5	3309.376	3332.531	3280.184	3308.346	-.003694
000001	2009-11-23	1	3312.974	3339.305	3305.502	3338.663	.009164
000001	2009-11-24	2	3352.220	3361.386	3214.026	3223.526	-.034486
000001	2009-11-25	3	3214.815	3291.173	3188.019	3290.165	.020673
000001	2009-11-26	4	3296.014	3305.327	3160.350	3170.980	-.036225
000001	2009-11-27	5	3137.297	3169.755	3080.885	3096.265	-.023562
000001	2009-11-30	1	3114.290	3195.879	3114.290	3195.301	.031986
000001	2009-12-01	2	3191.058	3240.661	3173.416	3235.363	.012538
000001	2009-12-02	3	3252.979	3278.270	3245.964	3269.752	.010629
000001	2009-12-03	4	3267.995	3270.367	3227.772	3264.628	-.001567
000001	2009-12-04	5	3256.614	3319.129	3214.840	3317.044	.016056
000001	2009-12-07	1	3313.060	3334.011	3302.134	3331.897	.004478
000001	2009-12-08	2	3330.326	3330.382	3260.671	3296.664	-.010574
000001	2009-12-09	3	3258.003	3284.645	3228.204	3239.568	-.017319
000001	2009-12-10	4	3258.354	3276.126	3225.562	3254.264	.004536
000001	2009-12-11	5	3260.448	3280.939	3242.373	3247.318	-.002134
000001	2009-12-14	1	3246.951	3315.034	3178.229	3302.904	.017118
000001	2009-12-15	2	3283.598	3303.176	3267.935	3274.460	-.008612
000001	2009-12-16	3	3262.862	3299.331	3246.607	3255.213	-.005878
000001	2009-12-17	4	3261.608	3272.975	3176.626	3179.078	-.023389
000001	2009-12-18	5	3154.815	3169.582	3108.030	3113.886	-.020507
000001	2009-12-21	1	3108.067	3123.986	3088.003	3122.973	.002918
000001	2009-12-22	2	3126.615	3129.314	3039.858	3050.520	-.023200
000001	2009-12-23	3	3048.199	3078.837	3041.348	3073.777	.007624
000001	2009-12-24	4	3080.874	3156.531	3075.107	3153.410	.025907
000001	2009-12-25	5	3149.226	3154.774	3128.150	3141.353	-.003823
000001	2009-12-28	1	3148.860	3202.087	3148.860	3188.785	.015099
000001	2009-12-29	2	3190.172	3212.516	3166.758	3211.761	.007205
000001	2009-12-30	3	3211.828	3267.001	3206.217	3262.600	.015829
000001	2009-12-31	4	3264.998	3282.211	3250.026	3277.139	.004456
000001	2010-01-04	1	3289.750	3295.279	3243.319	3243.760	-.010185
000001	2010-01-05	2	3254.468	3290.512	3221.462	3282.179	.011844
000001	2010-01-06	3	3277.517	3295.868	3253.044	3254.215	-.008520
000001	2010-01-07	4	3253.991	3268.819	3176.707	3192.776	-.018880
000001	2010-01-08	5	3177.259	3198.920	3149.017	3195.997	.001009
000001	2010-01-11	1	3301.611	3306.751	3197.328	3212.750	.005242
000001	2010-01-12	2	3205.705	3275.202	3180.085	3273.966	.019054
000001	2010-01-13	3	3204.976	3232.818	3165.485	3172.658	-.030944
000001	2010-01-14	4	3183.381	3219.016	3165.596	3215.550	.013519
000001	2010-01-15	5	3217.190	3241.815	3197.221	3224.152	.002675
000001	2010-01-18	1	3213.637	3238.242	3202.207	3237.098	.004015
000001	2010-01-19	2	3242.216	3268.806	3236.839	3246.874	.003020
000001	2010-01-20	3	3252.037	3255.128	3148.334	3151.850	-.029266
000001	2010-01-21	4	3154.189	3176.147	3126.902	3158.863	.002225
000001	2010-01-22	5	3118.724	3147.829	3062.629	3128.588	-.009584
000001	2010-01-25	1	3103.320	3136.999	3092.926	3094.411	-.010924
000001	2010-01-26	2	3094.848	3107.198	3001.956	3019.394	-.024243
000001	2010-01-27	3	3020.540	3028.647	2972.627	2986.607	-.010859
000001	2010-01-28	4	2985.214	3006.039	2963.891	2994.143	.002523
000001	2010-01-29	5	2979.743	3024.848	2968.453	2989.292	-.001620
000001	2010-02-01	1	2981.374	2981.374	2912.887	2941.360	-.016035
000001	2010-02-02	2	2955.753	2990.748	2930.559	2934.713	-.002260
000001	2010-02-03	3	2945.034	3005.131	2890.021	3003.835	.023553
000001	2010-02-04	4	2983.050	3015.126	2968.680	2995.308	-.002839
000001	2010-02-05	5	2936.197	2959.233	2918.909	2939.402	-.018665
000001	2010-02-08	1	2936.452	2954.266	2922.187	2935.174	-.001438
000001	2010-02-09	2	2932.090	2957.474	2929.210	2948.842	.004657
000001	2010-02-10	3	2967.138	2983.179	2958.217	2982.500	.011414
000001	2010-02-11	4	2985.082	3001.636	2976.079	2985.499	.001006
000001	2010-02-12	5	2996.088	3018.858	2993.437	3018.133	.010931
000001	2010-02-22	1	3016.703	3026.659	3002.811	3003.398	-.004882
000001	2010-02-23	2	2998.907	2998.907	2938.753	2982.575	-.006933
000001	2010-02-24	3	2964.984	3023.739	2955.069	3022.177	.013278
000001	2010-02-25	4	3026.656	3063.004	3022.373	3060.618	.012720
000001	2010-02-26	5	3053.498	3067.525	3041.689	3051.943	-.002834
000001	2010-03-01	1	3057.006	3093.095	3054.554	3087.842	.011763
000001	2010-03-02	2	3089.706	3095.992	3060.956	3073.108	-.004772
000001	2010-03-03	3	3074.099	3098.456	3061.467	3097.005	.007776
000001	2010-03-04	4	3098.069	3102.398	3016.215	3023.373	-.023775
000001	2010-03-05	5	3026.639	3044.165	3011.088	3031.065	.002544
000001	2010-03-08	1	3036.415	3058.832	3030.905	3053.232	.007313
000001	2010-03-09	2	3053.260	3084.850	3028.690	3069.141	.005211
000001	2010-03-10	3	3067.150	3085.994	3034.739	3048.927	-.006586
000001	2010-03-11	4	3050.644	3070.935	3025.309	3051.282	.000772
000001	2010-03-12	5	3051.474	3057.519	3011.972	3013.412	-.012411
000001	2010-03-15	1	3010.722	3013.517	2963.494	2976.939	-.012104
000001	2010-03-16	2	2974.487	2993.843	2963.438	2992.841	.005342
000001	2010-03-17	3	2999.815	3050.757	2994.893	3050.479	.019259
000001	2010-03-18	4	3053.158	3063.586	3035.019	3046.089	-.001439
000001	2010-03-19	5	3046.749	3069.662	3031.023	3067.750	.007111
000001	2010-03-22	1	3069.660	3083.345	3061.759	3074.576	.002225
000001	2010-03-23	2	3076.957	3082.965	3051.211	3053.125	-.006977
000001	2010-03-24	3	3058.928	3076.749	3052.213	3056.808	.001206
000001	2010-03-25	4	3051.356	3051.356	3012.308	3019.176	-.012311
000001	2010-03-26	5	3017.215	3067.707	3009.905	3059.715	.013427
000001	2010-03-29	1	3076.048	3130.279	3071.690	3123.798	.020944
000001	2010-03-30	2	3123.832	3132.576	3113.767	3128.468	.001495
000001	2010-03-31	3	3129.574	3130.112	3101.756	3109.105	-.006189
000001	2010-04-01	4	3111.935	3148.344	3111.935	3147.416	.012322
000001	2010-04-02	5	3154.770	3159.598	3141.866	3157.957	.003349
000001	2010-04-06	2	3170.612	3177.968	3141.930	3158.681	.000229
000001	2010-04-07	3	3156.314	3161.081	3132.236	3148.222	-.003311
000001	2010-04-08	4	3143.451	3143.827	3110.256	3118.709	-.009374
000001	2010-04-09	5	3118.926	3146.459	3114.788	3145.347	.008541
000001	2010-04-12	1	3151.888	3156.211	3111.899	3129.263	-.005114
000001	2010-04-13	2	3129.692	3173.634	3101.483	3161.251	.010222
000001	2010-04-14	3	3161.551	3167.658	3145.555	3166.183	.001560
000001	2010-04-15	4	3168.139	3181.663	3135.990	3164.966	-.000384
000001	2010-04-16	5	3159.672	3159.672	3121.366	3130.302	-.010952
000001	2010-04-19	1	3096.785	3096.785	2977.774	2980.297	-.047920
000001	2010-04-20	2	2980.081	2998.913	2941.350	2979.533	-.000256
000001	2010-04-21	3	2984.618	3034.327	2972.096	3033.278	.018038
000001	2010-04-22	4	3021.289	3023.641	2978.457	2999.484	-.011141
000001	2010-04-23	5	2995.568	3015.633	2966.785	2983.537	-.005317
000001	2010-04-26	1	2988.077	2996.828	2965.832	2969.503	-.004704
000001	2010-04-27	2	2962.145	2962.145	2866.342	2907.928	-.020736
000001	2010-04-28	3	2883.167	2916.676	2865.469	2900.331	-.002613
000001	2010-04-29	4	2912.196	2928.930	2867.938	2868.432	-.010998
000001	2010-04-30	5	2867.649	2875.806	2820.949	2870.611	.000760
000001	2010-05-04	2	2821.354	2862.555	2809.132	2835.277	-.012309
000001	2010-05-05	3	2804.514	2857.293	2770.328	2857.151	.007715
000001	2010-05-06	4	2838.951	2838.951	2734.999	2739.702	-.041107
000001	2010-05-07	5	2685.992	2732.183	2665.812	2688.383	-.018732
000001	2010-05-10	1	2690.859	2713.061	2646.589	2698.757	.003859
000001	2010-05-11	2	2745.604	2751.070	2638.533	2647.574	-.018965
000001	2010-05-12	3	2628.019	2668.118	2604.198	2655.714	.003075
000001	2010-05-13	4	2653.579	2711.066	2646.896	2710.507	.020632
000001	2010-05-14	5	2692.096	2712.863	2677.190	2696.629	-.005120
000001	2010-05-17	1	2663.882	2663.882	2557.239	2559.931	-.050692
000001	2010-05-18	2	2555.141	2603.320	2529.625	2594.783	.013614
000001	2010-05-19	3	2581.630	2623.959	2554.984	2587.807	-.002688
000001	2010-05-20	4	2571.540	2609.639	2551.452	2555.940	-.012314
000001	2010-05-21	5	2492.575	2584.452	2481.974	2583.522	.010791
000001	2010-05-24	1	2596.318	2680.493	2596.318	2673.423	.034798
000001	2010-05-25	2	2654.359	2659.740	2609.086	2622.630	-.018999
000001	2010-05-26	3	2620.853	2644.941	2610.510	2625.793	.001206
000001	2010-05-27	4	2615.105	2662.081	2583.548	2655.918	.011473
000001	2010-05-28	5	2680.403	2686.542	2641.405	2655.767	-.000057
000001	2010-05-31	1	2647.868	2665.390	2591.535	2592.147	-.023955
000001	2010-06-01	2	2577.763	2598.897	2534.267	2568.283	-.009206
000001	2010-06-02	3	2548.542	2572.343	2521.057	2571.423	.001223
000001	2010-06-03	4	2575.770	2596.137	2551.529	2552.656	-.007298
000001	2010-06-04	5	2536.231	2556.969	2527.873	2553.593	.000367
000001	2010-06-07	1	2508.329	2527.104	2491.661	2511.729	-.016394
000001	2010-06-08	2	2510.084	2531.882	2491.647	2513.947	.000883
000001	2010-06-09	3	2523.879	2589.473	2501.118	2583.870	.027814
000001	2010-06-10	4	2561.549	2581.047	2554.787	2562.580	-.008240
000001	2010-06-11	5	2574.899	2590.979	2566.616	2569.942	.002873
000001	2010-06-17	4	2588.965	2595.509	2559.723	2560.245	-.003773
000001	2010-06-18	5	2556.602	2568.861	2505.327	2513.222	-.018367
000001	2010-06-21	1	2517.292	2587.340	2504.315	2586.210	.029042
000001	2010-06-22	2	2579.631	2598.353	2572.962	2588.698	.000962
000001	2010-06-23	3	2576.343	2593.673	2546.520	2569.872	-.007272
000001	2010-06-24	4	2563.639	2586.898	2554.342	2566.745	-.001217
000001	2010-06-25	5	2556.540	2572.832	2534.269	2552.817	-.005426
000001	2010-06-28	1	2550.649	2561.485	2528.385	2535.278	-.006870
000001	2010-06-29	2	2534.496	2541.142	2425.927	2427.053	-.042688
000001	2010-06-30	3	2409.542	2411.441	2382.358	2398.370	-.011818
000001	2010-07-01	4	2393.947	2410.769	2371.778	2373.792	-.010248
000001	2010-07-02	5	2371.323	2386.400	2319.739	2382.901	.003837
000001	2010-07-05	1	2358.757	2378.088	2335.571	2363.947	-.007954
000001	2010-07-06	2	2358.284	2409.783	2356.553	2409.424	.019238
000001	2010-07-07	3	2407.665	2421.679	2392.567	2421.117	.004853
000001	2010-07-08	4	2429.676	2436.283	2402.002	2415.150	-.002465
000001	2010-07-09	5	2416.580	2485.600	2398.676	2470.923	.023093
000001	2010-07-12	1	2468.541	2501.024	2455.814	2490.718	.008011
000001	2010-07-13	2	2468.690	2468.690	2439.243	2450.286	-.016233
000001	2010-07-14	3	2456.103	2494.589	2456.103	2470.440	.008225
000001	2010-07-15	4	2465.989	2487.237	2423.649	2424.304	-.018675
000001	2010-07-16	5	2414.681	2428.464	2389.071	2424.271	-.000014
000001	2010-07-19	1	2399.580	2484.194	2392.273	2475.421	.021099
000001	2010-07-20	2	2477.753	2530.331	2477.460	2528.730	.021535
000001	2010-07-21	3	2529.619	2553.452	2520.149	2535.394	.002635
000001	2010-07-22	4	2525.976	2563.239	2522.201	2562.406	.010654
000001	2010-07-23	5	2566.851	2579.523	2549.237	2572.028	.003755
000001	2010-07-26	1	2576.372	2589.484	2556.466	2588.683	.006475
000001	2010-07-27	2	2581.590	2587.997	2565.636	2575.368	-.005144
