Date,Open,Close,High,Low,Volume
2018-01-02,4045.21,4087.4,4087.78,4045.21,146935435.0
2018-01-03,4091.46,4111.39,4140.05,4088.73,151852218.0
2018-01-04,4114.12,4128.81,4137.64,4105.89,134543794.0
2018-01-05,4133.34,4138.75,4151.28,4123.28,149009872.0
2018-01-08,4140.85,4160.16,4166.32,4127.31,173877666.0
2018-01-09,4157.54,4189.3,4191.28,4153.5,139034294.0
2018-01-10,4187.2,4207.81,4211.05,4175.14,151121666.0
2018-01-11,4197.11,4205.59,4211.8,4181.96,121578539.0
2018-01-12,4205.14,4225.0,4227.39,4199.02,111354794.0
2018-01-15,4229.84,4225.24,4262.93,4216.36,170907897.0
2018-01-16,4215.62,4258.47,4260.21,4213.13,161494963.0
2018-01-17,4261.78,4248.12,4283.34,4230.54,214311032.0
2018-01-18,4259.38,4271.42,4292.64,4246.68,172032846.0
2018-01-19,4281.94,4285.4,4316.57,4269.62,209490570.0
2018-01-22,4276.48,4336.6,4338.48,4275.9,174643195.0
2018-01-23,4346.89,4382.61,4383.57,4346.79,201867585.0
2018-01-24,4389.45,4389.89,4397.82,4349.09,219818889.0
2018-01-25,4381.98,4365.08,4392.2,4336.24,195374950.0
2018-01-26,4352.22,4381.3,4403.34,4351.49,177227237.0
2018-01-29,4387.06,4302.02,4395.91,4287.11,191100354.0
2018-01-30,4286.68,4256.1,4308.51,4251.57,139034730.0
2018-01-31,4234.11,4275.9,4287.86,4232.77,145210164.0
2018-02-01,4276.34,4245.9,4287.39,4214.29,190002934.0
2018-02-02,4213.94,4271.23,4271.76,4181.78,146066827.0
2018-02-05,4204.46,4274.15,4274.15,4200.14,161347799.0
2018-02-06,4182.33,4148.89,4211.52,4131.56,214910450.0
2018-02-07,4205.74,4050.5,4212.57,4048.42,203127493.0
2018-02-08,4022.88,4012.05,4071.67,3974.68,159269985.0
2018-02-09,3896.17,3840.65,3911.29,3759.15,206349828.0
2018-02-12,3846.27,3890.1,3907.84,3828.07,116182637.0
2018-02-13,3925.6,3935.63,3986.98,3925.6,112565885.0
2018-02-14,3945.09,3966.96,3971.4,3923.13,71081338.0
2018-02-22,4020.97,4052.73,4058.79,4009.92,105811571.0
2018-02-23,4061.75,4071.09,4085.2,4035.23,99458746.0
2018-02-26,4093.4,4118.42,4128.74,4048.98,137881001.0
2018-02-27,4120.87,4058.98,4120.87,4051.81,125934470.0
2018-02-28,4016.79,4023.64,4051.71,3991.71,109343593.0
2018-03-01,3994.87,4049.09,4061.03,3986.89,110199852.0
2018-03-02,4014.95,4016.46,4044.42,4006.94,96165000.0
2018-03-05,4021.66,4018.1,4042.83,3995.87,87952548.0
2018-03-06,4034.99,4066.56,4067.55,3998.93,138762444.0
2018-03-07,4063.5,4036.65,4089.7,4027.94,106952426.0
2018-03-08,4038.95,4077.6,4078.23,4029.71,91155810.0
2018-03-09,4088.07,4108.87,4110.67,4076.45,113701808.0
2018-03-12,4130.71,4127.67,4139.53,4112.77,140906739.0
2018-03-13,4124.33,4091.25,4130.28,4087.56,111766430.0
2018-03-14,4076.06,4073.34,4089.09,4066.49,99013409.0
2018-03-15,4058.71,4096.16,4098.99,4058.71,88161156.0
2018-03-16,4096.89,4056.42,4110.04,4055.82,84896188.0
2018-03-19,4054.62,4074.25,4074.52,4033.52,81502882.0
2018-03-20,4045.74,4077.7,4080.19,4040.31,80605280.0
2018-03-21,4097.02,4061.05,4110.12,4046.24,97609488.0
2018-03-22,4062.07,4020.35,4072.38,4003.72,89095259.0
2018-03-23,3896.74,3904.94,3928.51,3834.94,180080449.0
2018-03-26,3862.69,3879.89,3883.9,3829.92,115139128.0
2018-03-27,3927.49,3913.27,3936.78,3881.87,113700711.0
2018-03-28,3865.05,3842.72,3907.28,3835.88,101494908.0
2018-03-29,3854.59,3894.05,3913.96,3794.26,116629066.0
2018-03-30,3893.75,3898.5,3915.35,3879.21,97512270.0
2018-04-02,3897.01,3886.92,3937.02,3882.89,111242666.0
2018-04-03,3850.15,3862.48,3878.15,3839.93,95137369.0
2018-04-04,3873.63,3854.86,3898.61,3852.5,88730609.0
2018-04-09,3851.95,3852.93,3870.67,3827.41,84105462.0
2018-04-10,3860.72,3927.17,3927.42,3851.8,106173722.0
2018-04-11,3934.17,3938.34,3958.71,3924.96,111933021.0
2018-04-12,3935.67,3898.64,3937.78,3896.18,82699490.0
2018-04-13,3920.74,3871.14,3929.95,3866.19,71544203.0
2018-04-16,3862.47,3808.86,3869.16,3789.61,99217770.0
2018-04-17,3812.87,3748.64,3822.63,3745.44,90610790.0
2018-04-18,3785.31,3766.28,3789.66,3708.11,106676706.0
2018-04-19,3774.78,3811.84,3824.03,3767.8,99054060.0
2018-04-20,3801.21,3760.85,3815.44,3750.1,99282925.0
2018-04-23,3754.69,3766.33,3787.4,3735.18,90356291.0
2018-04-24,3769.88,3843.49,3854.43,3769.88,114219525.0
2018-04-25,3824.59,3828.7,3838.69,3817.03,78172612.0
2018-04-26,3823.39,3755.49,3828.71,3744.89,87150641.0
2018-04-27,3771.04,3756.88,3776.98,3714.64,89531726.0
2018-05-02,3769.93,3763.65,3787.3,3744.55,83301035.0
2018-05-03,3756.17,3793.0,3797.53,3732.37,93961118.0
2018-05-04,3784.32,3774.6,3801.52,3770.94,71554288.0
2018-05-07,3782.54,3834.19,3834.59,3776.03,87286195.0
2018-05-08,3834.61,3878.68,3892.07,3833.73,94215157.0
2018-05-09,3876.13,3871.62,3878.94,3855.74,66712966.0
2018-05-10,3882.84,3893.06,3894.49,3867.31,70667809.0
2018-05-11,3902.15,3872.84,3903.34,3871.95,73356604.0
2018-05-14,3886.87,3909.29,3919.3,3886.87,81975999.0
2018-05-15,3920.14,3924.1,3924.34,3892.92,76049555.0
2018-05-16,3909.82,3892.84,3923.34,3889.19,71913646.0
2018-05-17,3895.49,3864.05,3899.51,3858.85,59030123.0
2018-05-18,3860.16,3903.06,3903.06,3841.9,72613956.0
2018-05-21,3925.54,3921.24,3937.46,3913.6,92641737.0
2018-05-22,3918.82,3906.21,3918.82,3881.17,75368778.0
2018-05-23,3898.27,3854.58,3898.27,3854.58,83722319.0
2018-05-24,3853.29,3827.22,3859.1,3823.92,68345022.0
2018-05-25,3823.74,3816.5,3841.12,3804.14,70836386.0
2018-05-28,3816.26,3833.26,3846.55,3799.32,71521132.0
2018-05-29,3824.19,3804.01,3841.78,3800.67,81552662.0
2018-05-30,3755.18,3723.37,3767.89,3722.07,87913285.0
2018-05-31,3749.3,3802.38,3804.79,3742.53,92666894.0
2018-06-01,3789.67,3770.59,3802.54,3753.84,77821813.0
2018-06-04,3785.19,3807.58,3813.41,3776.62,76624341.0
2018-06-05,3811.29,3845.32,3845.56,3800.93,78687360.0
2018-06-06,3839.68,3837.35,3848.33,3830.9,73117237.0
2018-06-07,3846.94,3831.01,3859.85,3827.69,80256147.0
2018-06-08,3819.45,3779.62,3819.46,3759.27,83337335.0
2018-06-11,3770.21,3779.98,3792.55,3756.51,68709834.0
