,date,open,close,high,low,volume,amount,turnoverratio,code
53,2020-05-12 09:50,3.46,3.47,3.47,3.46,11720.0,{},0.0556,601988
54,2020-05-12 09:55,3.46,3.46,3.47,3.46,8889.0,{},0.0422,601988
55,2020-05-12 10:00,3.47,3.46,3.47,3.46,6226.0,{},0.0295,601988
56,2020-05-12 10:05,3.46,3.46,3.47,3.46,9601.0,{},0.0456,601988
57,2020-05-12 10:10,3.46,3.46,3.47,3.46,8441.0,{},0.0400,601988
58,2020-05-12 10:15,3.46,3.46,3.47,3.46,10949.0,{},0.0519,601988
59,2020-05-12 10:20,3.46,3.47,3.47,3.46,10225.0,{},0.0485,601988
60,2020-05-12 10:25,3.47,3.46,3.47,3.46,7701.0,{},0.0365,601988
61,2020-05-12 10:30,3.46,3.46,3.47,3.46,7435.0,{},0.0353,601988
62,2020-05-12 10:35,3.46,3.46,3.47,3.46,4944.0,{},0.0235,601988
63,2020-05-12 10:40,3.46,3.46,3.47,3.46,6653.0,{},0.0316,601988
64,2020-05-12 10:45,3.46,3.46,3.47,3.46,5800.0,{},0.0275,601988
65,2020-05-12 10:50,3.46,3.46,3.47,3.46,6984.0,{},0.0331,601988
66,2020-05-12 10:55,3.46,3.46,3.47,3.46,9539.0,{},0.0453,601988
67,2020-05-12 11:00,3.46,3.46,3.47,3.46,13910.0,{},0.0660,601988
68,2020-05-12 11:05,3.46,3.45,3.47,3.45,57080.0,{},0.2708,601988
69,2020-05-12 11:10,3.45,3.45,3.46,3.45,8014.0,{},0.0380,601988
70,2020-05-12 11:15,3.45,3.45,3.46,3.45,13194.0,{},0.0626,601988
71,2020-05-12 11:20,3.45,3.45,3.46,3.45,7614.0,{},0.0361,601988
72,2020-05-12 11:25,3.45,3.45,3.46,3.45,8315.0,{},0.0395,601988
73,2020-05-12 11:30,3.45,3.46,3.46,3.45,7208.0,{},0.0342,601988
74,2020-05-12 13:05,3.46,3.45,3.46,3.45,12153.0,{},0.0577,601988
75,2020-05-12 13:10,3.45,3.45,3.46,3.45,25117.0,{},0.1192,601988
76,2020-05-12 13:15,3.45,3.45,3.46,3.45,8379.0,{},0.0398,601988
77,2020-05-12 13:20,3.45,3.45,3.46,3.45,5608.0,{},0.0266,601988
78,2020-05-12 13:25,3.45,3.45,3.46,3.45,12688.0,{},0.0602,601988
79,2020-05-12 13:30,3.46,3.45,3.46,3.45,6874.0,{},0.0326,601988
80,2020-05-12 13:35,3.45,3.45,3.46,3.45,18827.0,{},0.0893,601988
81,2020-05-12 13:40,3.45,3.46,3.46,3.45,6212.0,{},0.0295,601988
82,2020-05-12 13:45,3.45,3.45,3.46,3.45,5394.0,{},0.0256,601988
83,2020-05-12 13:50,3.45,3.45,3.46,3.45,5498.0,{},0.0261,601988
84,2020-05-12 13:55,3.45,3.45,3.46,3.44,37029.0,{},0.1757,601988
85,2020-05-12 14:00,3.45,3.45,3.46,3.45,4848.0,{},0.0230,601988
86,2020-05-12 14:05,3.45,3.45,3.46,3.45,9215.0,{},0.0437,601988
87,2020-05-12 14:10,3.45,3.45,3.46,3.45,6650.0,{},0.0316,601988
88,2020-05-12 14:15,3.45,3.45,3.46,3.44,15855.0,{},0.0752,601988
89,2020-05-12 14:20,3.45,3.45,3.46,3.45,4510.0,{},0.0214,601988
90,2020-05-12 14:25,3.45,3.45,3.46,3.45,8602.0,{},0.0408,601988
91,2020-05-12 14:30,3.45,3.45,3.46,3.45,8762.0,{},0.0416,601988
92,2020-05-12 14:35,3.45,3.45,3.46,3.45,10189.0,{},0.0483,601988
93,2020-05-12 14:40,3.46,3.45,3.46,3.44,27878.0,{},0.1323,601988
94,2020-05-12 14:45,3.45,3.44,3.46,3.44,8950.0,{},0.0425,601988
95,2020-05-12 14:50,3.44,3.45,3.45,3.44,13075.0,{},0.0620,601988
96,2020-05-12 14:55,3.45,3.45,3.46,3.44,13100.0,{},0.0622,601988
97,2020-05-12 15:00,3.45,3.44,3.46,3.44,15614.0,{},0.0741,601988
98,2020-05-13 09:35,3.45,3.45,3.45,3.44,39146.0,{},0.1857,601988
99,2020-05-13 09:40,3.44,3.45,3.45,3.44,11487.0,{},0.0545,601988
100,2020-05-13 09:45,3.45,3.44,3.45,3.44,11616.0,{},0.0551,601988
101,2020-05-13 09:50,3.44,3.44,3.45,3.44,9906.0,{},0.0470,601988
102,2020-05-13 09:55,3.44,3.45,3.45,3.44,9500.0,{},0.0451,601988
103,2020-05-13 10:00,3.44,3.44,3.45,3.44,6653.0,{},0.0316,601988
104,2020-05-13 10:05,3.44,3.44,3.45,3.44,6508.0,{},0.0309,601988
105,2020-05-13 10:10,3.44,3.44,3.45,3.44,6833.0,{},0.0324,601988
106,2020-05-13 10:15,3.44,3.45,3.45,3.44,5095.0,{},0.0242,601988
107,2020-05-13 10:20,3.44,3.44,3.45,3.44,6142.0,{},0.0291,601988
108,2020-05-13 10:25,3.45,3.45,3.45,3.44,6044.0,{},0.0287,601988
109,2020-05-13 10:30,3.45,3.44,3.45,3.44,8439.0,{},0.0400,601988
110,2020-05-13 10:35,3.44,3.44,3.45,3.44,5708.0,{},0.0271,601988
111,2020-05-13 10:40,3.45,3.45,3.45,3.44,26293.0,{},0.1248,601988
112,2020-05-13 10:45,3.45,3.44,3.45,3.44,7124.0,{},0.0338,601988
113,2020-05-13 10:50,3.44,3.45,3.45,3.44,6165.0,{},0.0293,601988
114,2020-05-13 10:55,3.45,3.45,3.45,3.44,3382.0,{},0.0160,601988
115,2020-05-13 11:00,3.45,3.45,3.45,3.44,10541.0,{},0.0500,601988
116,2020-05-13 11:05,3.45,3.45,3.45,3.44,8870.0,{},0.0421,601988
117,2020-05-13 11:10,3.45,3.45,3.45,3.44,16523.0,{},0.0784,601988
118,2020-05-13 11:15,3.45,3.45,3.45,3.44,3452.0,{},0.0164,601988
119,2020-05-13 11:20,3.44,3.45,3.45,3.44,10760.0,{},0.0511,601988
120,2020-05-13 11:25,3.45,3.45,3.45,3.44,5728.0,{},0.0272,601988
121,2020-05-13 11:30,3.44,3.45,3.45,3.44,3019.0,{},0.0143,601988
122,2020-05-13 13:05,3.45,3.45,3.45,3.44,12301.0,{},0.0584,601988
123,2020-05-13 13:10,3.45,3.45,3.45,3.44,26288.0,{},0.1247,601988
124,2020-05-13 13:15,3.45,3.46,3.46,3.44,16730.0,{},0.0794,601988
125,2020-05-13 13:20,3.46,3.45,3.46,3.45,5778.0,{},0.0274,601988
126,2020-05-13 13:25,3.45,3.46,3.46,3.45,7335.0,{},0.0348,601988
127,2020-05-13 13:30,3.46,3.46,3.46,3.45,5707.0,{},0.0271,601988
128,2020-05-13 13:35,3.46,3.46,3.46,3.45,4979.0,{},0.0236,601988
129,2020-05-13 13:40,3.46,3.45,3.46,3.45,4782.0,{},0.0227,601988
130,2020-05-13 13:45,3.46,3.45,3.46,3.45,6572.0,{},0.0312,601988
131,2020-05-13 13:50,3.45,3.46,3.46,3.45,13003.0,{},0.0617,601988
132,2020-05-13 13:55,3.46,3.45,3.46,3.45,4227.0,{},0.0201,601988
133,2020-05-13 14:00,3.45,3.46,3.46,3.45,7252.0,{},0.0344,601988
134,2020-05-13 14:05,3.46,3.46,3.46,3.45,14076.0,{},0.0668,601988
135,2020-05-13 14:10,3.46,3.45,3.46,3.45,11098.0,{},0.0527,601988
136,2020-05-13 14:15,3.45,3.46,3.46,3.45,17153.0,{},0.0814,601988
137,2020-05-13 14:20,3.46,3.46,3.46,3.45,11577.0,{},0.0549,601988
138,2020-05-13 14:25,3.46,3.46,3.46,3.45,10092.0,{},0.0479,601988
139,2020-05-13 14:30,3.46,3.46,3.46,3.45,10522.0,{},0.0499,601988
140,2020-05-13 14:35,3.46,3.46,3.46,3.45,9915.0,{},0.0470,601988
141,2020-05-13 14:40,3.46,3.46,3.46,3.45,17754.0,{},0.0842,601988
142,2020-05-13 14:45,3.46,3.46,3.46,3.45,12643.0,{},0.0600,601988
143,2020-05-13 14:50,3.46,3.46,3.46,3.45,14626.0,{},0.0694,601988
144,2020-05-13 14:55,3.46,3.45,3.46,3.45,4786.0,{},0.0227,601988
145,2020-05-13 15:00,3.45,3.46,3.46,3.45,10252.0,{},0.0486,601988
146,2020-05-14 09:35,3.46,3.46,3.46,3.45,21358.0,{},0.1013,601988
147,2020-05-14 09:40,3.45,3.44,3.46,3.44,11901.0,{},0.0565,601988
148,2020-05-14 09:45,3.44,3.45,3.46,3.44,11106.0,{},0.0527,601988
149,2020-05-14 09:50,3.44,3.45,3.45,3.44,3209.0,{},0.0152,601988
150,2020-05-14 09:55,3.45,3.45,3.46,3.44,12420.0,{},0.0589,601988
151,2020-05-14 10:00,3.45,3.45,3.45,3.44,8947.0,{},0.0425,601988
152,2020-05-14 10:05,3.45,3.44,3.45,3.44,13204.0,{},0.0626,601988
153,2020-05-14 10:10,3.44,3.44,3.45,3.44,8747.0,{},0.0415,601988
154,2020-05-14 10:15,3.44,3.44,3.45,3.44,12567.0,{},0.0596,601988
155,2020-05-14 10:20,3.44,3.44,3.45,3.44,3171.0,{},0.0150,601988
156,2020-05-14 10:25,3.44,3.44,3.45,3.44,5814.0,{},0.0276,601988
157,2020-05-14 10:30,3.44,3.44,3.45,3.44,3789.0,{},0.0180,601988
158,2020-05-14 10:35,3.44,3.45,3.45,3.44,2738.0,{},0.0130,601988
159,2020-05-14 10:40,3.45,3.44,3.45,3.44,3605.0,{},0.0171,601988
160,2020-05-14 10:45,3.44,3.44,3.45,3.44,16225.0,{},0.0770,601988
161,2020-05-14 10:50,3.44,3.45,3.45,3.44,9469.0,{},0.0449,601988
162,2020-05-14 10:55,3.45,3.45,3.45,3.44,7169.0,{},0.0340,601988
163,2020-05-14 11:00,3.45,3.45,3.45,3.44,17231.0,{},0.0818,601988
164,2020-05-14 11:05,3.45,3.45,3.45,3.44,4362.0,{},0.0207,601988
165,2020-05-14 11:10,3.45,3.45,3.45,3.44,5901.0,{},0.0280,601988
166,2020-05-14 11:15,3.45,3.45,3.45,3.44,4709.0,{},0.0223,601988
167,2020-05-14 11:20,3.45,3.44,3.45,3.44,3179.0,{},0.0151,601988
168,2020-05-14 11:25,3.44,3.44,3.45,3.44,2100.0,{},0.0100,601988
169,2020-05-14 11:30,3.44,3.45,3.45,3.44,9254.0,{},0.0439,601988
170,2020-05-14 13:05,3.45,3.45,3.45,3.44,8383.0,{},0.0398,601988
171,2020-05-14 13:10,3.45,3.45,3.45,3.44,1709.0,{},0.0081,601988
172,2020-05-14 13:15,3.45,3.45,3.45,3.44,3627.0,{},0.0172,601988
173,2020-05-14 13:20,3.45,3.44,3.45,3.44,3458.0,{},0.0164,601988
174,2020-05-14 13:25,3.44,3.45,3.45,3.44,6212.0,{},0.0295,601988
175,2020-05-14 13:30,3.45,3.45,3.45,3.44,5344.0,{},0.0254,601988
176,2020-05-14 13:35,3.45,3.45,3.45,3.44,2685.0,{},0.0127,601988
177,2020-05-14 13:40,3.45,3.45,3.45,3.44,4399.0,{},0.0209,601988
178,2020-05-14 13:45,3.45,3.44,3.45,3.44,2986.0,{},0.0142,601988
179,2020-05-14 13:50,3.44,3.44,3.45,3.44,5058.0,{},0.0240,601988
180,2020-05-14 13:55,3.44,3.45,3.45,3.44,2098.0,{},0.0100,601988
181,2020-05-14 14:00,3.45,3.44,3.45,3.44,5933.0,{},0.0281,601988
182,2020-05-14 14:05,3.44,3.45,3.45,3.44,1653.0,{},0.0078,601988
183,2020-05-14 14:10,3.45,3.45,3.45,3.44,9628.0,{},0.0457,601988
184,2020-05-14 14:15,3.45,3.45,3.45,3.44,5395.0,{},0.0256,601988
185,2020-05-14 14:20,3.45,3.45,3.45,3.44,3891.0,{},0.0185,601988
186,2020-05-14 14:25,3.45,3.45,3.45,3.44,4323.0,{},0.0205,601988
187,2020-05-14 14:30,3.45,3.45,3.45,3.44,3324.0,{},0.0158,601988
188,2020-05-14 14:35,3.45,3.45,3.45,3.44,3302.0,{},0.0157,601988
189,2020-05-14 14:40,3.45,3.45,3.45,3.44,10079.0,{},0.0478,601988
190,2020-05-14 14:45,3.45,3.44,3.45,3.44,15675.0,{},0.0744,601988
191,2020-05-14 14:50,3.44,3.45,3.45,3.44,16243.0,{},0.0771,601988
192,2020-05-14 14:55,3.45,3.44,3.45,3.44,14709.0,{},0.0698,601988
193,2020-05-14 15:00,3.44,3.45,3.45,3.44,9223.0,{},0.0438,601988
194,2020-05-15 09:35,3.46,3.46,3.46,3.45,25670.0,{},0.1218,601988
195,2020-05-15 09:40,3.46,3.46,3.46,3.45,5415.0,{},0.0257,601988
196,2020-05-15 09:45,3.46,3.46,3.46,3.45,4695.0,{},0.0223,601988
197,2020-05-15 09:50,3.46,3.45,3.46,3.45,6133.0,{},0.0291,601988
198,2020-05-15 09:55,3.45,3.45,3.46,3.45,10175.0,{},0.0483,601988
199,2020-05-15 10:00,3.45,3.46,3.46,3.45,20607.0,{},0.0978,601988
200,2020-05-15 10:05,3.46,3.45,3.46,3.45,6313.0,{},0.0300,601988
201,2020-05-15 10:10,3.45,3.45,3.46,3.45,6819.0,{},0.0324,601988
202,2020-05-15 10:15,3.45,3.46,3.46,3.45,6293.0,{},0.0299,601988
203,2020-05-15 10:20,3.46,3.46,3.46,3.45,8911.0,{},0.0423,601988
204,2020-05-15 10:25,3.46,3.45,3.46,3.45,5104.0,{},0.0242,601988
205,2020-05-15 10:30,3.45,3.45,3.46,3.45,7953.0,{},0.0377,601988
206,2020-05-15 10:35,3.45,3.46,3.46,3.45,7296.0,{},0.0346,601988
207,2020-05-15 10:40,3.46,3.46,3.46,3.45,5103.0,{},0.0242,601988
208,2020-05-15 10:45,3.46,3.45,3.46,3.45,4111.0,{},0.0195,601988
209,2020-05-15 10:50,3.45,3.45,3.46,3.45,4639.0,{},0.0220,601988
210,2020-05-15 10:55,3.45,3.45,3.46,3.45,4008.0,{},0.0190,601988
211,2020-05-15 11:00,3.45,3.46,3.46,3.45,8195.0,{},0.0389,601988
212,2020-05-15 11:05,3.45,3.45,3.46,3.45,3056.0,{},0.0145,601988
213,2020-05-15 11:10,3.45,3.45,3.46,3.45,3333.0,{},0.0158,601988
214,2020-05-15 11:15,3.45,3.46,3.46,3.45,3712.0,{},0.0176,601988
215,2020-05-15 11:20,3.46,3.45,3.46,3.45,3776.0,{},0.0179,601988
216,2020-05-15 11:25,3.45,3.45,3.46,3.45,7510.0,{},0.0356,601988
217,2020-05-15 11:30,3.45,3.45,3.46,3.45,1932.0,{},0.0092,601988
218,2020-05-15 13:05,3.45,3.46,3.46,3.45,7490.0,{},0.0355,601988
219,2020-05-15 13:10,3.46,3.46,3.46,3.45,8879.0,{},0.0421,601988
220,2020-05-15 13:15,3.46,3.45,3.46,3.45,6925.0,{},0.0329,601988
221,2020-05-15 13:20,3.45,3.45,3.46,3.45,2576.0,{},0.0122,601988
222,2020-05-15 13:25,3.45,3.46,3.46,3.45,4354.0,{},0.0207,601988
223,2020-05-15 13:30,3.46,3.46,3.46,3.45,5865.0,{},0.0278,601988
224,2020-05-15 13:35,3.45,3.45,3.46,3.45,8247.0,{},0.0391,601988
225,2020-05-15 13:40,3.45,3.45,3.46,3.45,3261.0,{},0.0155,601988
226,2020-05-15 13:45,3.45,3.45,3.46,3.45,4989.0,{},0.0237,601988
227,2020-05-15 13:50,3.46,3.45,3.46,3.45,3863.0,{},0.0183,601988
228,2020-05-15 13:55,3.45,3.46,3.46,3.45,4263.0,{},0.0202,601988
229,2020-05-15 14:00,3.45,3.45,3.46,3.45,6612.0,{},0.0314,601988
230,2020-05-15 14:05,3.45,3.46,3.46,3.45,4300.0,{},0.0204,601988
231,2020-05-15 14:10,3.46,3.45,3.46,3.45,3068.0,{},0.0146,601988
232,2020-05-15 14:15,3.45,3.45,3.46,3.45,2773.0,{},0.0132,601988
233,2020-05-15 14:20,3.45,3.45,3.46,3.45,2964.0,{},0.0141,601988
234,2020-05-15 14:25,3.45,3.45,3.46,3.45,2406.0,{},0.0114,601988
235,2020-05-15 14:30,3.45,3.45,3.46,3.45,3690.0,{},0.0175,601988
236,2020-05-15 14:35,3.46,3.45,3.46,3.45,5992.0,{},0.0284,601988
237,2020-05-15 14:40,3.45,3.45,3.46,3.45,10633.0,{},0.0504,601988
238,2020-05-15 14:45,3.45,3.45,3.46,3.45,11866.0,{},0.0563,601988
239,2020-05-15 14:50,3.45,3.45,3.46,3.45,11498.0,{},0.0546,601988
240,2020-05-15 14:55,3.45,3.44,3.46,3.44,18150.0,{},0.0861,601988
241,2020-05-15 15:00,3.44,3.45,3.45,3.44,8902.0,{},0.0422,601988
242,2020-05-18 09:35,3.45,3.45,3.46,3.44,28137.0,{},0.1335,601988
243,2020-05-18 09:40,3.45,3.46,3.46,3.44,84900.0,{},0.4028,601988
244,2020-05-18 09:45,3.46,3.47,3.47,3.46,65814.0,{},0.3123,601988
245,2020-05-18 09:50,3.47,3.46,3.47,3.45,10753.0,{},0.0510,601988
246,2020-05-18 09:55,3.46,3.45,3.46,3.45,5466.0,{},0.0259,601988
247,2020-05-18 10:00,3.45,3.46,3.46,3.45,5441.0,{},0.0258,601988
248,2020-05-18 10:05,3.46,3.45,3.46,3.45,4853.0,{},0.0230,601988
249,2020-05-18 10:10,3.45,3.45,3.46,3.45,5303.0,{},0.0252,601988
250,2020-05-18 10:15,3.45,3.45,3.46,3.45,4699.0,{},0.0223,601988
251,2020-05-18 10:20,3.45,3.46,3.46,3.45,35133.0,{},0.1667,601988
252,2020-05-18 10:25,3.46,3.46,3.46,3.45,13158.0,{},0.0624,601988
253,2020-05-18 10:30,3.45,3.46,3.46,3.45,7458.0,{},0.0354,601988
254,2020-05-18 10:35,3.46,3.46,3.46,3.45,5870.0,{},0.0279,601988
255,2020-05-18 10:40,3.46,3.45,3.46,3.45,3157.0,{},0.0150,601988
256,2020-05-18 10:45,3.46,3.46,3.46,3.45,7705.0,{},0.0366,601988
257,2020-05-18 10:50,3.45,3.45,3.46,3.45,2110.0,{},0.0100,601988
258,2020-05-18 10:55,3.45,3.46,3.46,3.45,2830.0,{},0.0134,601988
259,2020-05-18 11:00,3.46,3.46,3.46,3.45,2430.0,{},0.0115,601988
260,2020-05-18 11:05,3.46,3.46,3.46,3.45,5414.0,{},0.0257,601988
261,2020-05-18 11:10,3.46,3.45,3.47,3.45,3276.0,{},0.0155,601988
262,2020-05-18 11:15,3.45,3.47,3.47,3.45,8749.0,{},0.0415,601988
263,2020-05-18 11:20,3.47,3.45,3.47,3.45,7893.0,{},0.0374,601988
264,2020-05-18 11:25,3.45,3.47,3.47,3.45,3552.0,{},0.0169,601988
265,2020-05-18 11:30,3.47,3.46,3.47,3.45,3214.0,{},0.0152,601988
266,2020-05-18 13:05,3.46,3.45,3.46,3.45,11148.0,{},0.0529,601988
267,2020-05-18 13:10,3.45,3.45,3.46,3.45,1827.0,{},0.0087,601988
268,2020-05-18 13:15,3.45,3.46,3.46,3.45,1871.0,{},0.0089,601988
269,2020-05-18 13:20,3.46,3.45,3.46,3.45,2948.0,{},0.0140,601988
270,2020-05-18 13:25,3.45,3.46,3.46,3.45,2988.0,{},0.0142,601988
271,2020-05-18 13:30,3.46,3.45,3.46,3.45,3325.0,{},0.0158,601988
272,2020-05-18 13:35,3.45,3.46,3.46,3.45,1194.0,{},0.0057,601988
273,2020-05-18 13:40,3.45,3.46,3.46,3.45,2733.0,{},0.0130,601988
274,2020-05-18 13:45,3.46,3.46,3.46,3.45,1945.0,{},0.0092,601988
275,2020-05-18 13:50,3.46,3.46,3.46,3.45,2691.0,{},0.0128,601988
276,2020-05-18 13:55,3.46,3.45,3.46,3.45,4451.0,{},0.0211,601988
277,2020-05-18 14:00,3.45,3.45,3.46,3.45,3538.0,{},0.0168,601988
278,2020-05-18 14:05,3.45,3.45,3.46,3.45,1810.0,{},0.0086,601988
279,2020-05-18 14:10,3.45,3.45,3.46,3.45,5182.0,{},0.0246,601988
280,2020-05-18 14:15,3.45,3.45,3.46,3.45,2228.0,{},0.0106,601988
281,2020-05-18 14:20,3.45,3.46,3.46,3.45,1527.0,{},0.0072,601988
282,2020-05-18 14:25,3.46,3.46,3.46,3.45,3490.0,{},0.0166,601988
283,2020-05-18 14:30,3.45,3.45,3.46,3.45,2547.0,{},0.0121,601988
284,2020-05-18 14:35,3.45,3.46,3.46,3.45,2542.0,{},0.0121,601988
285,2020-05-18 14:40,3.45,3.45,3.46,3.45,5692.0,{},0.0270,601988
286,2020-05-18 14:45,3.45,3.46,3.46,3.45,4196.0,{},0.0199,601988
287,2020-05-18 14:50,3.45,3.46,3.46,3.45,11852.0,{},0.0562,601988
288,2020-05-18 14:55,3.45,3.46,3.46,3.45,17940.0,{},0.0851,601988
289,2020-05-18 15:00,3.46,3.45,3.46,3.45,11407.0,{},0.0541,601988
290,2020-05-19 09:35,3.47,3.47,3.47,3.46,39236.0,{},0.1862,601988
291,2020-05-19 09:40,3.47,3.46,3.47,3.46,11507.0,{},0.0546,601988
292,2020-05-19 09:45,3.46,3.47,3.47,3.46,20203.0,{},0.0959,601988
293,2020-05-19 09:50,3.47,3.46,3.47,3.46,16003.0,{},0.0759,601988
294,2020-05-19 09:55,3.46,3.46,3.47,3.46,16469.0,{},0.0781,601988
295,2020-05-19 10:00,3.46,3.46,3.47,3.46,19776.0,{},0.0938,601988
296,2020-05-19 10:05,3.46,3.46,3.47,3.46,5680.0,{},0.0269,601988
297,2020-05-19 10:10,3.46,3.46,3.47,3.46,7288.0,{},0.0346,601988
298,2020-05-19 10:15,3.46,3.47,3.47,3.46,15117.0,{},0.0717,601988
299,2020-05-19 10:20,3.47,3.46,3.47,3.46,5298.0,{},0.0251,601988
300,2020-05-19 10:25,3.46,3.46,3.47,3.46,6331.0,{},0.0300,601988
301,2020-05-19 10:30,3.46,3.46,3.47,3.46,9912.0,{},0.0470,601988
302,2020-05-19 10:35,3.46,3.46,3.47,3.46,18874.0,{},0.0895,601988
303,2020-05-19 10:40,3.46,3.46,3.47,3.46,1612.0,{},0.0076,601988
304,2020-05-19 10:45,3.46,3.46,3.47,3.46,2942.0,{},0.0140,601988
305,2020-05-19 10:50,3.46,3.46,3.47,3.46,4142.0,{},0.0197,601988
306,2020-05-19 10:55,3.46,3.46,3.47,3.46,26316.0,{},0.1249,601988
307,2020-05-19 11:00,3.46,3.46,3.47,3.46,25035.0,{},0.1188,601988
308,2020-05-19 11:05,3.46,3.46,3.46,3.45,10361.0,{},0.0492,601988
309,2020-05-19 11:10,3.46,3.45,3.46,3.45,1832.0,{},0.0087,601988
310,2020-05-19 11:15,3.45,3.45,3.46,3.45,1570.0,{},0.0074,601988
311,2020-05-19 11:20,3.45,3.45,3.46,3.45,859.0,{},0.0041,601988
312,2020-05-19 11:25,3.45,3.46,3.46,3.45,814.0,{},0.0039,601988
313,2020-05-19 11:30,3.46,3.45,3.46,3.45,779.0,{},0.0037,601988
314,2020-05-19 13:05,3.45,3.45,3.46,3.45,24402.0,{},0.1158,601988
315,2020-05-19 13:10,3.45,3.46,3.46,3.45,1962.0,{},0.0093,601988
316,2020-05-19 13:15,3.46,3.47,3.47,3.45,14012.0,{},0.0665,601988
