Date Time,Open,High,Low,Close,Volume,Adj Close
2020-05-13 09:50,3.44,3.45,3.44,3.44,9906.0,3.44
2020-05-13 09:55,3.44,3.45,3.44,3.45,9500.0,3.45
2020-05-13 10:00,3.44,3.45,3.44,3.44,6653.0,3.44
2020-05-13 10:05,3.44,3.45,3.44,3.44,6508.0,3.44
2020-05-13 10:10,3.44,3.45,3.44,3.44,6833.0,3.44
2020-05-13 10:15,3.44,3.45,3.44,3.45,5095.0,3.45
2020-05-13 10:20,3.44,3.45,3.44,3.44,6142.0,3.44
2020-05-13 10:25,3.45,3.45,3.44,3.45,6044.0,3.45
2020-05-13 10:30,3.45,3.45,3.44,3.44,8439.0,3.44
2020-05-13 10:35,3.44,3.45,3.44,3.44,5708.0,3.44
2020-05-13 10:40,3.45,3.45,3.44,3.45,26293.0,3.45
2020-05-13 10:45,3.45,3.45,3.44,3.44,7124.0,3.44
2020-05-13 10:50,3.44,3.45,3.44,3.45,6165.0,3.45
2020-05-13 10:55,3.45,3.45,3.44,3.45,3382.0,3.45
2020-05-13 11:00,3.45,3.45,3.44,3.45,10541.0,3.45
2020-05-13 11:05,3.45,3.45,3.44,3.45,8870.0,3.45
2020-05-13 11:10,3.45,3.45,3.44,3.45,16523.0,3.45
2020-05-13 11:15,3.45,3.45,3.44,3.45,3452.0,3.45
2020-05-13 11:20,3.44,3.45,3.44,3.45,10760.0,3.45
2020-05-13 11:25,3.45,3.45,3.44,3.45,5728.0,3.45
2020-05-13 11:30,3.44,3.45,3.44,3.45,3019.0,3.45
2020-05-13 13:05,3.45,3.45,3.44,3.45,12301.0,3.45
2020-05-13 13:10,3.45,3.45,3.44,3.45,26288.0,3.45
2020-05-13 13:15,3.45,3.46,3.44,3.46,16730.0,3.46
2020-05-13 13:20,3.46,3.46,3.45,3.45,5778.0,3.45
2020-05-13 13:25,3.45,3.46,3.45,3.46,7335.0,3.46
2020-05-13 13:30,3.46,3.46,3.45,3.46,5707.0,3.46
2020-05-13 13:35,3.46,3.46,3.45,3.46,4979.0,3.46
2020-05-13 13:40,3.46,3.46,3.45,3.45,4782.0,3.45
2020-05-13 13:45,3.46,3.46,3.45,3.45,6572.0,3.45
2020-05-13 13:50,3.45,3.46,3.45,3.46,13003.0,3.46
2020-05-13 13:55,3.46,3.46,3.45,3.45,4227.0,3.45
2020-05-13 14:00,3.45,3.46,3.45,3.46,7252.0,3.46
2020-05-13 14:05,3.46,3.46,3.45,3.46,14076.0,3.46
2020-05-13 14:10,3.46,3.46,3.45,3.45,11098.0,3.45
2020-05-13 14:15,3.45,3.46,3.45,3.46,17153.0,3.46
2020-05-13 14:20,3.46,3.46,3.45,3.46,11577.0,3.46
2020-05-13 14:25,3.46,3.46,3.45,3.46,10092.0,3.46
2020-05-13 14:30,3.46,3.46,3.45,3.46,10522.0,3.46
2020-05-13 14:35,3.46,3.46,3.45,3.46,9915.0,3.46
2020-05-13 14:40,3.46,3.46,3.45,3.46,17754.0,3.46
2020-05-13 14:45,3.46,3.46,3.45,3.46,12643.0,3.46
2020-05-13 14:50,3.46,3.46,3.45,3.46,14626.0,3.46
2020-05-13 14:55,3.46,3.46,3.45,3.45,4786.0,3.45
2020-05-13 15:00,3.45,3.46,3.45,3.46,10252.0,3.46
2020-05-14 09:35,3.46,3.46,3.45,3.46,21358.0,3.46
2020-05-14 09:40,3.45,3.46,3.44,3.44,11901.0,3.44
2020-05-14 09:45,3.44,3.46,3.44,3.45,11106.0,3.45
2020-05-14 09:50,3.44,3.45,3.44,3.45,3209.0,3.45
2020-05-14 09:55,3.45,3.46,3.44,3.45,12420.0,3.45
2020-05-14 10:00,3.45,3.45,3.44,3.45,8947.0,3.45
2020-05-14 10:05,3.45,3.45,3.44,3.44,13204.0,3.44
2020-05-14 10:10,3.44,3.45,3.44,3.44,8747.0,3.44
2020-05-14 10:15,3.44,3.45,3.44,3.44,12567.0,3.44
2020-05-14 10:20,3.44,3.45,3.44,3.44,3171.0,3.44
2020-05-14 10:25,3.44,3.45,3.44,3.44,5814.0,3.44
2020-05-14 10:30,3.44,3.45,3.44,3.44,3789.0,3.44
2020-05-14 10:35,3.44,3.45,3.44,3.45,2738.0,3.45
2020-05-14 10:40,3.45,3.45,3.44,3.44,3605.0,3.44
2020-05-14 10:45,3.44,3.45,3.44,3.44,16225.0,3.44
2020-05-14 10:50,3.44,3.45,3.44,3.45,9469.0,3.45
2020-05-14 10:55,3.45,3.45,3.44,3.45,7169.0,3.45
2020-05-14 11:00,3.45,3.45,3.44,3.45,17231.0,3.45
2020-05-14 11:05,3.45,3.45,3.44,3.45,4362.0,3.45
2020-05-14 11:10,3.45,3.45,3.44,3.45,5901.0,3.45
2020-05-14 11:15,3.45,3.45,3.44,3.45,4709.0,3.45
2020-05-14 11:20,3.45,3.45,3.44,3.44,3179.0,3.44
2020-05-14 11:25,3.44,3.45,3.44,3.44,2100.0,3.44
2020-05-14 11:30,3.44,3.45,3.44,3.45,9254.0,3.45
2020-05-14 13:05,3.45,3.45,3.44,3.45,8383.0,3.45
2020-05-14 13:10,3.45,3.45,3.44,3.45,1709.0,3.45
2020-05-14 13:15,3.45,3.45,3.44,3.45,3627.0,3.45
2020-05-14 13:20,3.45,3.45,3.44,3.44,3458.0,3.44
2020-05-14 13:25,3.44,3.45,3.44,3.45,6212.0,3.45
2020-05-14 13:30,3.45,3.45,3.44,3.45,5344.0,3.45
2020-05-14 13:35,3.45,3.45,3.44,3.45,2685.0,3.45
2020-05-14 13:40,3.45,3.45,3.44,3.45,4399.0,3.45
2020-05-14 13:45,3.45,3.45,3.44,3.44,2986.0,3.44
2020-05-14 13:50,3.44,3.45,3.44,3.44,5058.0,3.44
2020-05-14 13:55,3.44,3.45,3.44,3.45,2098.0,3.45
2020-05-14 14:00,3.45,3.45,3.44,3.44,5933.0,3.44
2020-05-14 14:05,3.44,3.45,3.44,3.45,1653.0,3.45
2020-05-14 14:10,3.45,3.45,3.44,3.45,9628.0,3.45
2020-05-14 14:15,3.45,3.45,3.44,3.45,5395.0,3.45
2020-05-14 14:20,3.45,3.45,3.44,3.45,3891.0,3.45
2020-05-14 14:25,3.45,3.45,3.44,3.45,4323.0,3.45
2020-05-14 14:30,3.45,3.45,3.44,3.45,3324.0,3.45
2020-05-14 14:35,3.45,3.45,3.44,3.45,3302.0,3.45
2020-05-14 14:40,3.45,3.45,3.44,3.45,10079.0,3.45
2020-05-14 14:45,3.45,3.45,3.44,3.44,15675.0,3.44
2020-05-14 14:50,3.44,3.45,3.44,3.45,16243.0,3.45
2020-05-14 14:55,3.45,3.45,3.44,3.44,14709.0,3.44
2020-05-14 15:00,3.44,3.45,3.44,3.45,9223.0,3.45
2020-05-15 09:35,3.46,3.46,3.45,3.46,25670.0,3.46
2020-05-15 09:40,3.46,3.46,3.45,3.46,5415.0,3.46
2020-05-15 09:45,3.46,3.46,3.45,3.46,4695.0,3.46
2020-05-15 09:50,3.46,3.46,3.45,3.45,6133.0,3.45
2020-05-15 09:55,3.45,3.46,3.45,3.45,10175.0,3.45
2020-05-15 10:00,3.45,3.46,3.45,3.46,20607.0,3.46
2020-05-15 10:05,3.46,3.46,3.45,3.45,6313.0,3.45
2020-05-15 10:10,3.45,3.46,3.45,3.45,6819.0,3.45
2020-05-15 10:15,3.45,3.46,3.45,3.46,6293.0,3.46
2020-05-15 10:20,3.46,3.46,3.45,3.46,8911.0,3.46
2020-05-15 10:25,3.46,3.46,3.45,3.45,5104.0,3.45
2020-05-15 10:30,3.45,3.46,3.45,3.45,7953.0,3.45
2020-05-15 10:35,3.45,3.46,3.45,3.46,7296.0,3.46
2020-05-15 10:40,3.46,3.46,3.45,3.46,5103.0,3.46
2020-05-15 10:45,3.46,3.46,3.45,3.45,4111.0,3.45
2020-05-15 10:50,3.45,3.46,3.45,3.45,4639.0,3.45
2020-05-15 10:55,3.45,3.46,3.45,3.45,4008.0,3.45
2020-05-15 11:00,3.45,3.46,3.45,3.46,8195.0,3.46
2020-05-15 11:05,3.45,3.46,3.45,3.45,3056.0,3.45
2020-05-15 11:10,3.45,3.46,3.45,3.45,3333.0,3.45
2020-05-15 11:15,3.45,3.46,3.45,3.46,3712.0,3.46
2020-05-15 11:20,3.46,3.46,3.45,3.45,3776.0,3.45
2020-05-15 11:25,3.45,3.46,3.45,3.45,7510.0,3.45
2020-05-15 11:30,3.45,3.46,3.45,3.45,1932.0,3.45
2020-05-15 13:05,3.45,3.46,3.45,3.46,7490.0,3.46
2020-05-15 13:10,3.46,3.46,3.45,3.46,8879.0,3.46
2020-05-15 13:15,3.46,3.46,3.45,3.45,6925.0,3.45
2020-05-15 13:20,3.45,3.46,3.45,3.45,2576.0,3.45
2020-05-15 13:25,3.45,3.46,3.45,3.46,4354.0,3.46
2020-05-15 13:30,3.46,3.46,3.45,3.46,5865.0,3.46
2020-05-15 13:35,3.45,3.46,3.45,3.45,8247.0,3.45
2020-05-15 13:40,3.45,3.46,3.45,3.45,3261.0,3.45
2020-05-15 13:45,3.45,3.46,3.45,3.45,4989.0,3.45
2020-05-15 13:50,3.46,3.46,3.45,3.45,3863.0,3.45
2020-05-15 13:55,3.45,3.46,3.45,3.46,4263.0,3.46
2020-05-15 14:00,3.45,3.46,3.45,3.45,6612.0,3.45
2020-05-15 14:05,3.45,3.46,3.45,3.46,4300.0,3.46
2020-05-15 14:10,3.46,3.46,3.45,3.45,3068.0,3.45
2020-05-15 14:15,3.45,3.46,3.45,3.45,2773.0,3.45
2020-05-15 14:20,3.45,3.46,3.45,3.45,2964.0,3.45
2020-05-15 14:25,3.45,3.46,3.45,3.45,2406.0,3.45
2020-05-15 14:30,3.45,3.46,3.45,3.45,3690.0,3.45
2020-05-15 14:35,3.46,3.46,3.45,3.45,5992.0,3.45
2020-05-15 14:40,3.45,3.46,3.45,3.45,10633.0,3.45
2020-05-15 14:45,3.45,3.46,3.45,3.45,11866.0,3.45
2020-05-15 14:50,3.45,3.46,3.45,3.45,11498.0,3.45
2020-05-15 14:55,3.45,3.46,3.44,3.44,18150.0,3.44
2020-05-15 15:00,3.44,3.45,3.44,3.45,8902.0,3.45
2020-05-18 09:35,3.45,3.46,3.44,3.45,28137.0,3.45
2020-05-18 09:40,3.45,3.46,3.44,3.46,84900.0,3.46
2020-05-18 09:45,3.46,3.47,3.46,3.47,65814.0,3.47
2020-05-18 09:50,3.47,3.47,3.45,3.46,10753.0,3.46
2020-05-18 09:55,3.46,3.46,3.45,3.45,5466.0,3.45
2020-05-18 10:00,3.45,3.46,3.45,3.46,5441.0,3.46
2020-05-18 10:05,3.46,3.46,3.45,3.45,4853.0,3.45
2020-05-18 10:10,3.45,3.46,3.45,3.45,5303.0,3.45
2020-05-18 10:15,3.45,3.46,3.45,3.45,4699.0,3.45
2020-05-18 10:20,3.45,3.46,3.45,3.46,35133.0,3.46
2020-05-18 10:25,3.46,3.46,3.45,3.46,13158.0,3.46
2020-05-18 10:30,3.45,3.46,3.45,3.46,7458.0,3.46
2020-05-18 10:35,3.46,3.46,3.45,3.46,5870.0,3.46
2020-05-18 10:40,3.46,3.46,3.45,3.45,3157.0,3.45
2020-05-18 10:45,3.46,3.46,3.45,3.46,7705.0,3.46
2020-05-18 10:50,3.45,3.46,3.45,3.45,2110.0,3.45
2020-05-18 10:55,3.45,3.46,3.45,3.46,2830.0,3.46
2020-05-18 11:00,3.46,3.46,3.45,3.46,2430.0,3.46
2020-05-18 11:05,3.46,3.46,3.45,3.46,5414.0,3.46
2020-05-18 11:10,3.46,3.47,3.45,3.45,3276.0,3.45
2020-05-18 11:15,3.45,3.47,3.45,3.47,8749.0,3.47
2020-05-18 11:20,3.47,3.47,3.45,3.45,7893.0,3.45
2020-05-18 11:25,3.45,3.47,3.45,3.47,3552.0,3.47
2020-05-18 11:30,3.47,3.47,3.45,3.46,3214.0,3.46
2020-05-18 13:05,3.46,3.46,3.45,3.45,11148.0,3.45
2020-05-18 13:10,3.45,3.46,3.45,3.45,1827.0,3.45
2020-05-18 13:15,3.45,3.46,3.45,3.46,1871.0,3.46
2020-05-18 13:20,3.46,3.46,3.45,3.45,2948.0,3.45
2020-05-18 13:25,3.45,3.46,3.45,3.46,2988.0,3.46
2020-05-18 13:30,3.46,3.46,3.45,3.45,3325.0,3.45
2020-05-18 13:35,3.45,3.46,3.45,3.46,1194.0,3.46
2020-05-18 13:40,3.45,3.46,3.45,3.46,2733.0,3.46
2020-05-18 13:45,3.46,3.46,3.45,3.46,1945.0,3.46
2020-05-18 13:50,3.46,3.46,3.45,3.46,2691.0,3.46
2020-05-18 13:55,3.46,3.46,3.45,3.45,4451.0,3.45
2020-05-18 14:00,3.45,3.46,3.45,3.45,3538.0,3.45
2020-05-18 14:05,3.45,3.46,3.45,3.45,1810.0,3.45
2020-05-18 14:10,3.45,3.46,3.45,3.45,5182.0,3.45
2020-05-18 14:15,3.45,3.46,3.45,3.45,2228.0,3.45
2020-05-18 14:20,3.45,3.46,3.45,3.46,1527.0,3.46
2020-05-18 14:25,3.46,3.46,3.45,3.46,3490.0,3.46
2020-05-18 14:30,3.45,3.46,3.45,3.45,2547.0,3.45
2020-05-18 14:35,3.45,3.46,3.45,3.46,2542.0,3.46
2020-05-18 14:40,3.45,3.46,3.45,3.45,5692.0,3.45
2020-05-18 14:45,3.45,3.46,3.45,3.46,4196.0,3.46
2020-05-18 14:50,3.45,3.46,3.45,3.46,11852.0,3.46
2020-05-18 14:55,3.45,3.46,3.45,3.46,17940.0,3.46
2020-05-18 15:00,3.46,3.46,3.45,3.45,11407.0,3.45
2020-05-19 09:35,3.47,3.47,3.46,3.47,39236.0,3.47
2020-05-19 09:40,3.47,3.47,3.46,3.46,11507.0,3.46
2020-05-19 09:45,3.46,3.47,3.46,3.47,20203.0,3.47
2020-05-19 09:50,3.47,3.47,3.46,3.46,16003.0,3.46
2020-05-19 09:55,3.46,3.47,3.46,3.46,16469.0,3.46
2020-05-19 10:00,3.46,3.47,3.46,3.46,19776.0,3.46
2020-05-19 10:05,3.46,3.47,3.46,3.46,5680.0,3.46
2020-05-19 10:10,3.46,3.47,3.46,3.46,7288.0,3.46
2020-05-19 10:15,3.46,3.47,3.46,3.47,15117.0,3.47
2020-05-19 10:20,3.47,3.47,3.46,3.46,5298.0,3.46
2020-05-19 10:25,3.46,3.47,3.46,3.46,6331.0,3.46
2020-05-19 10:30,3.46,3.47,3.46,3.46,9912.0,3.46
2020-05-19 10:35,3.46,3.47,3.46,3.46,18874.0,3.46
2020-05-19 10:40,3.46,3.47,3.46,3.46,1612.0,3.46
2020-05-19 10:45,3.46,3.47,3.46,3.46,2942.0,3.46
2020-05-19 10:50,3.46,3.47,3.46,3.46,4142.0,3.46
2020-05-19 10:55,3.46,3.47,3.46,3.46,26316.0,3.46
2020-05-19 11:00,3.46,3.47,3.46,3.46,25035.0,3.46
2020-05-19 11:05,3.46,3.46,3.45,3.46,10361.0,3.46
2020-05-19 11:10,3.46,3.46,3.45,3.45,1832.0,3.45
2020-05-19 11:15,3.45,3.46,3.45,3.45,1570.0,3.45
2020-05-19 11:20,3.45,3.46,3.45,3.45,859.0,3.45
2020-05-19 11:25,3.45,3.46,3.45,3.46,814.0,3.46
2020-05-19 11:30,3.46,3.46,3.45,3.45,779.0,3.45
2020-05-19 13:05,3.45,3.46,3.45,3.45,24402.0,3.45
2020-05-19 13:10,3.45,3.46,3.45,3.46,1962.0,3.46
2020-05-19 13:15,3.46,3.47,3.45,3.47,14012.0,3.47
2020-05-19 13:20,3.47,3.47,3.46,3.46,6912.0,3.46
2020-05-19 13:25,3.46,3.47,3.46,3.47,2523.0,3.47
2020-05-19 13:30,3.47,3.47,3.46,3.46,4617.0,3.46
2020-05-19 13:35,3.46,3.47,3.46,3.46,3655.0,3.46
2020-05-19 13:40,3.46,3.47,3.46,3.46,5207.0,3.46
2020-05-19 13:45,3.46,3.47,3.46,3.47,2953.0,3.47
2020-05-19 13:50,3.47,3.47,3.46,3.46,2923.0,3.46
2020-05-19 13:55,3.46,3.47,3.46,3.47,3789.0,3.47
2020-05-19 14:00,3.47,3.47,3.46,3.47,3493.0,3.47
2020-05-19 14:05,3.46,3.47,3.46,3.47,2665.0,3.47
2020-05-19 14:10,3.47,3.47,3.46,3.46,2647.0,3.46
2020-05-19 14:15,3.46,3.47,3.46,3.46,6179.0,3.46
2020-05-19 14:20,3.46,3.47,3.46,3.46,3051.0,3.46
2020-05-19 14:25,3.46,3.47,3.46,3.46,7724.0,3.46
2020-05-19 14:30,3.46,3.47,3.46,3.47,3666.0,3.47
2020-05-19 14:35,3.47,3.47,3.46,3.46,9178.0,3.46
2020-05-19 14:40,3.45,3.47,3.45,3.45,10860.0,3.45
2020-05-19 14:45,3.45,3.46,3.45,3.45,17403.0,3.45
2020-05-19 14:50,3.45,3.46,3.45,3.45,3681.0,3.45
2020-05-19 14:55,3.45,3.46,3.45,3.45,3703.0,3.45
2020-05-19 15:00,3.45,3.46,3.45,3.46,7615.0,3.46
2020-05-20 09:35,3.46,3.46,3.45,3.45,37771.0,3.45
2020-05-20 09:40,3.46,3.46,3.45,3.46,9380.0,3.46
2020-05-20 09:45,3.46,3.46,3.45,3.46,17140.0,3.46
2020-05-20 09:50,3.46,3.46,3.45,3.46,21648.0,3.46
2020-05-20 09:55,3.46,3.46,3.45,3.46,3675.0,3.46
2020-05-20 10:00,3.46,3.46,3.45,3.46,5687.0,3.46
2020-05-20 10:05,3.46,3.46,3.45,3.46,9202.0,3.46
2020-05-20 10:10,3.45,3.46,3.45,3.45,3647.0,3.45
2020-05-20 10:15,3.45,3.46,3.45,3.46,13770.0,3.46
2020-05-20 10:20,3.46,3.46,3.45,3.46,14683.0,3.46
2020-05-20 10:25,3.46,3.46,3.45,3.46,5246.0,3.46
2020-05-20 10:30,3.46,3.46,3.45,3.45,4739.0,3.45
2020-05-20 10:35,3.45,3.46,3.45,3.46,5905.0,3.46
2020-05-20 10:40,3.46,3.46,3.45,3.45,2606.0,3.45
2020-05-20 10:45,3.45,3.46,3.45,3.46,57636.0,3.46
2020-05-20 10:50,3.46,3.46,3.45,3.45,2943.0,3.45
2020-05-20 10:55,3.45,3.46,3.45,3.45,4341.0,3.45
2020-05-20 11:00,3.45,3.46,3.45,3.45,2384.0,3.45
2020-05-20 11:05,3.45,3.46,3.45,3.46,2704.0,3.46
2020-05-20 11:10,3.46,3.46,3.45,3.46,2399.0,3.46
2020-05-20 11:15,3.46,3.46,3.45,3.46,2984.0,3.46
2020-05-20 11:20,3.46,3.46,3.45,3.45,7629.0,3.45
2020-05-20 11:25,3.45,3.46,3.45,3.45,5567.0,3.45
2020-05-20 11:30,3.45,3.46,3.45,3.45,1912.0,3.45
2020-05-20 13:05,3.45,3.46,3.45,3.45,7702.0,3.45
2020-05-20 13:10,3.45,3.46,3.45,3.46,2952.0,3.46
2020-05-20 13:15,3.46,3.46,3.45,3.46,2468.0,3.46
2020-05-20 13:20,3.46,3.46,3.45,3.46,2025.0,3.46
2020-05-20 13:25,3.46,3.47,3.45,3.46,50057.0,3.46
2020-05-20 13:30,3.46,3.47,3.46,3.47,3748.0,3.47
2020-05-20 13:35,3.47,3.47,3.46,3.47,6258.0,3.47
2020-05-20 13:40,3.47,3.47,3.46,3.47,4268.0,3.47
2020-05-20 13:45,3.47,3.47,3.46,3.47,2901.0,3.47
2020-05-20 13:50,3.47,3.47,3.46,3.47,6228.0,3.47
2020-05-20 13:55,3.47,3.47,3.46,3.47,2557.0,3.47
2020-05-20 14:00,3.47,3.47,3.46,3.47,3062.0,3.47
2020-05-20 14:05,3.47,3.47,3.46,3.46,3716.0,3.46
2020-05-20 14:10,3.46,3.47,3.46,3.47,4711.0,3.47
2020-05-20 14:15,3.47,3.47,3.46,3.47,5291.0,3.47
2020-05-20 14:20,3.47,3.47,3.46,3.47,1789.0,3.47
2020-05-20 14:25,3.47,3.47,3.46,3.46,2358.0,3.46
2020-05-20 14:30,3.46,3.47,3.46,3.47,5301.0,3.47
2020-05-20 14:35,3.47,3.47,3.46,3.47,7378.0,3.47
2020-05-20 14:40,3.47,3.47,3.46,3.47,6348.0,3.47
2020-05-20 14:45,3.47,3.47,3.46,3.47,8573.0,3.47
2020-05-20 14:50,3.47,3.47,3.46,3.46,7533.0,3.46
2020-05-20 14:55,3.46,3.47,3.46,3.47,11396.0,3.47
2020-05-20 15:00,3.47,3.47,3.46,3.47,4182.0,3.47
2020-05-21 09:35,3.47,3.47,3.46,3.46,48657.0,3.46
