,0
2018-01-02,0.0
2018-01-03,0.0
2018-01-04,0.0
2018-01-05,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,0.0
2018-01-12,0.0
2018-01-15,0.0
2018-01-16,0.0
2018-01-17,0.0
2018-01-18,0.0
2018-01-19,0.0
2018-01-22,0.0
2018-01-23,0.0
2018-01-24,0.0
2018-01-25,0.0
2018-01-26,0.0
2018-01-29,0.0
2018-01-30,0.0
2018-01-31,0.0
2018-02-01,0.0
2018-02-02,0.0
2018-02-05,0.0
2018-02-06,0.0
2018-02-07,0.0
2018-02-08,0.0
2018-02-09,0.0
2018-02-12,0.0
2018-02-13,0.0
2018-02-14,0.0
2018-02-22,0.0
2018-02-23,0.0
2018-02-26,0.0
2018-02-27,0.0
2018-02-28,0.0
2018-03-01,0.0
2018-03-02,0.0
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,0.0
2018-03-12,0.0
2018-03-13,0.0
2018-03-14,0.8852975000000001
2018-03-15,0.001485176742662464
2018-03-16,-0.0022774247622274757
2018-03-19,0.0006370111437135062
2018-03-20,-0.004350138395408876
2018-03-21,-0.0010123628148481778
2018-03-22,-0.002560139954317475
2018-03-23,-0.015346793415851323
2018-03-26,-0.002823942141770064
2018-03-27,0.010946534890718507
2018-03-28,0.5597722240104295
2018-03-29,0.0049043288396970475
2018-03-30,0.00013747588123136367
2018-04-02,-0.0020618547631704454
2018-04-03,-0.00523415747254774
2018-04-04,-0.00041539721278438524
2018-04-09,0.0012467095180122012
2018-04-10,0.008162696994931995
2018-04-11,0.00027446124903596214
2018-04-12,0.26478383217063217
2018-04-13,0.05779744012520904
2018-04-16,-0.0073319430653292494
2018-04-17,-0.004312861134489365
2018-04-18,0.0038646696339945663
2018-04-19,0.005632580796510078
2018-04-20,-0.007065522684720049
2018-04-23,-0.0009832741165554104
2018-04-24,0.28164841278263864
2018-04-25,-0.007659290770328453
2018-04-26,-0.007738773497225293
2018-04-27,0.008455897965536252
2018-05-02,0.0009768926564075464
2018-05-03,0.0010166034046905637
2018-05-04,-0.0009749481329116572
2018-05-07,0.011324501427184996
2018-05-08,0.0055083804651174795
2018-05-09,-0.001339560937469897
2018-05-10,0.006446525392183933
2018-05-11,0.19805024362138002
2018-05-14,0.0037192220470037007
2018-05-15,0.001273745237288626
2018-05-16,-0.006244976655599754
2018-05-17,-0.001512868132146017
2018-05-18,0.004778582705337042
2018-05-21,0.004059877458978622
2018-05-22,-0.002772659314817627
2018-05-23,-0.007993558945769474
2018-05-24,0.14000588148453286
2018-05-25,-0.0005268342097405343
2018-05-28,0.004129043297563584
2018-05-29,-0.004462027333726137
2018-05-30,-0.010545944135052165
2018-05-31,0.013130490710093312
2018-06-01,-0.004222695775879859
2018-06-04,0.010021908449458383
2018-06-05,0.007641606626931585
2018-06-06,-2.88351913164675e-05
2018-06-07,0.0023501358589028687
2018-06-08,0.14902140416541632
2018-06-11,0.1138437502367593
2018-06-12,0.005372314348727869
2018-06-13,-0.002325251500292169
2018-06-14,-0.0034735960473560867
2018-06-15,0.004992427628574436
2018-06-19,-0.019243960875582
2018-06-20,0.00255536560937375
2018-06-21,0.004073612253465697
2018-06-22,-0.0008839459507711256
2018-06-25,0.11622810830023078
2018-06-26,-0.010822107008772619
2018-06-27,-0.012635514363472655
2018-06-28,-0.00529575755644851
2018-06-29,0.01989421717562334
2018-07-02,-0.012696436863651628
2018-07-03,0.12325012297045146
2018-07-04,-0.0121329908071659
2018-07-05,-0.0029581666334663748
2018-07-06,0.01021529860996595
2018-07-09,0.025354356690041824
2018-07-10,0.006417524072658498
2018-07-11,-0.01527502418047122
2018-07-12,0.0931900954008833
2018-07-13,0.005254181377729372
2018-07-16,-0.005101877226570517
2018-07-17,-0.006993542120541818
2018-07-18,0.004919848071890387
2018-07-19,0.0024311145270596857
2018-07-20,0.0078359647407511
2018-07-23,0.0814694991183691
2018-07-24,0.014478402798644874
2018-07-25,0.0014521356167878086
2018-07-26,-0.004282119774686066
2018-07-27,-0.000675039913839659
2018-07-30,-0.004371748749524174
2018-07-31,-0.00938411999866251
2018-08-01,0.12991454861759832
2018-08-02,-0.008090978630542645
2018-08-03,0.006873008021953009
2018-08-06,0.006294188944202306
2018-08-07,0.008531764124110275
2018-08-08,-0.012511322116581791
2018-08-09,0.0035791273233902743
2018-08-10,-0.00024408567079703403
2018-08-13,0.05706883047766653
2018-08-14,0.0013152139173333577
2018-08-15,-0.004491482768868682
2018-08-16,-0.009345302339172856
2018-08-17,-0.004989599144849977
2018-08-20,0.0019914832384531067
2018-08-21,0.003916401948902415
2018-08-22,0.07229741697786385
2018-08-23,0.006065515235421426
2018-08-24,0.0007400802673489526
2018-08-27,0.011730315386009327
2018-08-28,0.0033635980136486054
2018-08-29,-0.0009654213964180869
2018-08-30,0.0028101346936211247
2018-08-31,-0.004244773534497481
2018-09-03,-0.000457159986511968
2018-09-04,0.03931801072002772
2018-09-05,-0.012058966131476723
2018-09-06,0.008758322864063528
2018-09-07,-0.001261630402227376
2018-09-10,-0.0024116096916306784
2018-09-11,0.05434182534993037
2018-09-12,0.0021454453629883297
2018-09-13,-0.0003649799054784575
2018-09-14,0.005160629354193258
2018-09-17,-0.005882297128716685
2018-09-18,0.0014724588828276541
2018-09-19,0.00927374285959992
2018-09-20,-0.0010737038325164816
2018-09-21,0.0840924215311365
2018-09-25,-0.005993731719495243
2018-09-26,0.0073832112775815695
2018-09-27,-0.002612204324785483
2018-09-28,0.009742850404162784
2018-10-08,-0.03235549099393098
2018-10-09,0.04520294844562378
2018-10-10,0.0014654729151610812
2018-10-11,-0.05085066353172418
2018-10-12,0.07683443141920376
2018-10-15,-0.007645389052761908
2018-10-16,-0.002015042496142594
2018-10-17,0.017121483784234615
2018-10-18,-0.013862695552265825
2018-10-19,0.006692480156771152
2018-10-22,0.01952876486198951
2018-10-23,0.0169777902778252
2018-10-24,0.0035165885516279527
2018-10-25,-0.012792403738745461
2018-10-26,-0.0019374531515872206
2018-10-29,-0.013914362430364369
2018-10-30,-0.001369054575008355
2018-10-31,0.011719100265231042
2018-11-01,0.008111618460501235
2018-11-02,0.02348551447835434
2018-11-05,-0.012870385261491868
2018-11-06,0.04575182250467047
2018-11-07,0.001908331939874497
2018-11-08,0.01065316817228279
2018-11-09,-0.007516817589366509
2018-11-12,0.003273954498022702
2018-11-13,0.030384613257130377
2018-11-14,-0.006688791375581871
2018-11-15,0.0021935969757909124
2018-11-16,0.003138970491894044
2018-11-19,0.006668468503488789
2018-11-20,-0.025400830353690562
2018-11-21,0.04282936917912905
2018-11-22,-0.0015705517506305888
2018-11-23,-0.014306223533308238
2018-11-26,0.004728764094865445
2018-11-27,0.0049823780540265705
2018-11-28,0.01117140982386311
2018-11-29,0.004869999274818904
2018-11-30,0.006205353329582497
2018-12-03,0.023098090486351364
2018-12-04,-0.007594457976657476
2018-12-05,-0.01464005735623497
2018-12-06,0.020461919580526233
2018-12-07,0.005793579032222551
2018-12-10,-0.017447008823857524
2018-12-11,0.007656718015817576
2018-12-12,0.00713838444597803
2018-12-13,0.010043683184360441
2018-12-14,-0.0135390017521958
2018-12-17,0.04349630440083829
2018-12-18,-0.014826432663658129
2018-12-19,-0.004922138332491666
2018-12-20,-0.01529161787487121
2018-12-21,-0.006662107096291003
2018-12-24,0.020783047023477108
2018-12-25,-0.016474395705589617
2018-12-26,-0.0032151141050209553
2018-12-27,0.0215470322441631
2018-12-28,0.002401221776878737
2019-01-02,-0.008275259042450078
2019-01-03,-0.0015371098054257626
2019-01-04,0.011601052410872725
2019-01-07,0.05337242325240954
2019-01-08,0.006132661624969504
2019-01-09,0.005846195311311364
2019-01-10,-0.003161029733506293
2019-01-11,0.00450085016876689
2019-01-14,-0.008844985185280985
2019-01-15,0.012475870945476863
