code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
603983,丸美股份,日用化工,广东,63.91,0.77,4.01,34.13,30.85,2.47,7.54,1.88,0.29600000000000004,6.96,10.89,20190725,14.38,3.59,1.53,-1.14,65.51,32.09,13866.0
300015,爱尔眼科,医疗保健,湖南,588.13,34.17,41.22,124.84,45.64,17.05,5.77,0.14,0.02,1.66,27.31,20091030,26.87,0.65,-26.86,-73.41,29.88,4.83,83033.0
002096,南岭民爆,化工原料,湖南,99.24,3.71,3.71,33.83,15.48,10.04,5.55,1.5,0.044000000000000004,5.44,1.62,20061222,9.78,2.63,-18.4,20.26,28.45,1.78,16023.0
300653,正海生物,医疗保健,山东,76.63,1.2,1.2,7.03,4.91,0.29,2.29,1.91,0.45799999999999996,4.86,14.45,20170516,2.01,1.68,1.35,7.89,92.61,40.92,15104.0
002235,安妮股份,互联网,福建,0.0,5.33,5.81,22.2,12.27,1.6,14.21,2.45,-0.006999999999999999,3.2,3.26,20080516,-1.58,-0.27,-26.78,-104.12,21.0,-5.09,49482.0
688561,奇安信,软件服务,北京,0.0,0.69,6.8,64.81,32.48,12.36,66.09,9.72,-1.0190000000000001,14.31,7.38,20200722,-28.57,-4.2,0.0,0.0,60.8,-68.75,47785.0
300162,雷曼光电,元器件,深圳,168.3,2.29,3.5,13.32,8.57,1.97,6.34,1.82,0.013999999999999999,2.62,3.68,20110113,0.65,0.19,-22.76,-58.72,26.95,2.99,27149.0
000716,黑芝麻,食品,广西,0.0,6.65,7.46,51.8,22.27,11.77,15.83,2.12,-0.036000000000000004,3.65,1.21,19970418,3.56,0.48,-40.68,-454.55,18.51,-4.75,57401.0
300785,值得买,互联网,北京,111.96,0.23,0.81,9.93,6.81,2.96,4.09,5.08,0.23600000000000002,9.55,11.04,20190715,2.81,3.48,22.42,4.65,71.89,15.01,7420.0
300517,海波重科,建筑工程,湖北,85.27,0.62,1.07,14.99,11.75,2.31,3.42,3.21,0.052000000000000005,6.82,2.61,20160719,2.62,2.45,-56.76,-59.42,17.27,8.44,9185.0
300056,中创环保,环境保护,福建,334.49,3.27,3.85,18.76,10.61,3.98,9.43,2.45,0.005,2.47,2.63,20100226,-3.7,-0.96,30.57,108.85,8.55,0.66,15007.0
300807,天迈科技,软件服务,河南,267.13,0.17,0.68,7.28,5.29,0.38,3.57,5.26,0.07400000000000001,9.41,4.23,20191219,1.89,2.78,-63.14,-79.27,51.46,7.86,11593.0
002494,华斯股份,服饰,河北,0.0,2.95,3.86,25.57,12.63,3.92,12.5,3.24,-0.019,4.89,1.08,20101102,2.45,0.64,-51.33,-379.23,27.63,-14.92,45319.0
600573,惠泉啤酒,啤酒,福建,0.0,2.5,2.5,12.42,8.1,3.63,5.06,2.02,-0.027999999999999997,4.52,1.62,20030226,2.43,0.97,-12.4,-25.16,25.14,-6.46,15486.0
002504,弘高创意,装修装饰,北京,0.0,4.15,10.26,38.19,35.38,0.06,1.87,0.18,-0.015,0.6,4.78,20101118,3.08,0.3,-95.06,-383.61,9.66,-122.41,41175.0
002157,正邦科技,饲料,江西,16.68,22.33,25.04,362.72,153.61,99.62,38.06,1.52,0.36,4.13,5.84,20070817,42.77,1.71,37.37,318.63,25.36,12.69,114600.0
002036,联创电子,元器件,江西,122.83,9.25,9.29,95.72,58.11,22.94,3.37,0.36,0.026000000000000002,2.56,4.99,20040903,12.08,1.3,-6.69,-40.4,12.44,2.48,98658.0
603583,捷昌驱动,电气设备,浙江,77.06,1.48,2.48,22.52,16.18,3.66,9.43,3.8,0.21899999999999997,7.54,8.98,20180921,6.88,2.77,21.15,-8.49,34.42,15.98,11584.0
300115,长盈精密,元器件,深圳,49.17,9.06,9.1,100.81,56.84,33.35,12.89,1.42,0.252,4.97,4.98,20100902,21.02,2.31,1.2,91.1,25.67,5.72,73391.0
600409,三友化工,化工原料,河北,0.0,20.64,20.64,256.71,82.65,153.55,35.45,1.72,-0.10300000000000001,5.35,1.08,20030618,49.1,2.38,-22.37,-210.81,15.88,-5.29,87775.0
002132,恒星科技,钢加工,河南,40.95,12.53,12.56,47.34,22.96,13.79,11.82,0.94,0.035,2.15,1.35,20070427,2.75,0.22,-20.2,-14.52,15.64,3.42,46600.0
002621,美吉姆,文教休闲,辽宁,0.0,7.64,8.27,41.69,6.86,0.69,2.61,0.32,-0.006,1.62,4.6,20110929,5.0,0.6,-53.52,-127.9,66.97,-8.2,9795.0
002499,*ST科林,环境保护,江苏,0.0,1.89,1.89,8.82,6.57,1.73,3.51,1.86,-0.086,0.19,19.63,20101109,-5.29,-2.8,-34.28,-23.72,50.57,-247.42,12325.0
002184,海得控制,软件服务,上海,52.59,1.57,2.39,22.58,16.76,2.34,5.5,2.3,0.158,4.3,3.87,20071116,1.49,0.62,7.78,621.71,19.06,4.17,26578.0
002487,大金重工,钢加工,辽宁,20.56,5.42,5.55,39.06,28.64,4.86,8.11,1.46,0.091,3.71,2.03,20101015,6.64,1.2,84.85,338.37,23.58,12.71,34469.0
603060,国检集团,建筑工程,北京,132.45,4.31,4.31,18.38,7.54,5.05,2.8,0.65,0.08800000000000001,2.86,8.18,20161109,4.03,0.93,5.45,-55.34,37.74,7.97,13093.0
300168,万达信息,软件服务,上海,0.0,11.79,11.88,82.81,47.06,4.19,20.17,1.7,-0.115,2.31,11.21,20110125,-5.98,-0.5,-22.83,-856.06,24.8,-46.41,36474.0
601992,金隅集团,水泥,北京,11.74,83.34,106.78,2964.74,1890.2,438.58,64.21,0.6,0.14300000000000002,4.31,0.78,20110301,263.37,2.47,-8.26,-49.97,23.0,3.72,150674.0
688288,鸿泉物联,汽车配件,浙江,108.74,0.21,1.0,9.48,8.43,0.7,6.44,6.44,0.109,8.61,5.5,20191106,1.04,1.04,0.0,0.0,46.17,16.52,6129.0
300660,江苏雷利,电气设备,江苏,25.53,1.23,2.59,32.27,26.18,3.21,14.14,5.45,0.18899999999999997,9.12,2.11,20170602,6.43,2.48,-13.25,10.85,25.86,10.08,16589.0
300680,隆盛科技,汽车配件,江苏,379.93,0.87,1.34,10.24,3.87,2.31,3.61,2.7,0.019,4.11,7.05,20170725,1.01,0.75,1.77,-31.05,25.68,3.05,10234.0
600698,ST天雁,汽车配件,湖南,314.05,7.38,10.64,12.78,9.96,1.72,5.27,0.5,0.004,0.72,3.5,19931206,-9.26,-0.87,10.71,12.32,17.27,1.52,92014.0
300004,南风股份,电气设备,广东,0.0,4.07,4.8,27.33,14.92,8.57,20.43,4.26,-0.051,4.08,1.44,20091030,-6.25,-1.3,-65.16,-224.24,22.5,-37.52,19744.0
600356,恒丰纸业,造纸,黑龙江,39.47,2.99,2.99,31.09,15.68,11.62,8.83,2.96,0.053,7.2,1.17,20010419,7.99,2.68,-19.56,-35.66,28.01,4.16,17540.0
600694,大商股份,百货,辽宁,35.23,2.94,2.94,182.66,120.32,45.29,11.95,4.07,0.185,30.81,0.85,19931122,66.03,22.48,-68.18,-85.96,49.94,2.63,25056.0
603023,威帝股份,汽车配件,黑龙江,158.25,5.4,5.4,7.85,6.42,1.26,0.08,0.01,0.016,1.26,4.03,20150527,0.4,0.07,-36.76,-35.09,39.56,22.61,27585.0
300572,安车检测,电器仪表,深圳,218.53,1.39,1.94,13.25,11.25,0.62,1.57,0.81,0.079,4.46,15.54,20161206,4.51,2.33,-13.31,-50.4,39.05,14.47,9421.0
603825,华扬联众,互联网,北京,140.88,2.26,2.29,59.12,54.16,0.32,6.3,2.76,0.055999999999999994,7.32,4.3,20170802,7.44,3.25,0.52,3231.04,11.3,0.59,12549.0
600887,伊利股份,乳制品,内蒙,46.43,59.0,60.83,701.58,337.5,190.33,1.82,0.03,0.19,4.43,7.88,19960312,194.7,3.2,-10.98,-49.78,37.46,5.56,266664.0
300640,德艺文创,文教休闲,福建,42.21,1.15,2.21,3.91,2.61,0.16,0.22,0.1,0.106,1.44,6.2,20170417,0.57,0.26,-15.2,5.24,22.86,9.88,5297.0
688198,佰仁医疗,医疗保健,北京,138.93,0.2,0.96,8.22,7.7,0.38,5.8,6.04,0.34600000000000003,8.12,11.83,20191209,0.94,0.97,-3.25,2.96,89.0,49.62,5135.0
002387,维信诺,元器件,广东,0.0,10.68,13.68,367.97,62.37,81.54,137.52,10.05,-0.188,10.76,1.43,20100413,-4.21,-0.31,99.49,33.6,42.81,-62.44,45140.0
300726,宏达电子,元器件,湖南,102.8,1.1,4.0,19.87,16.61,2.14,6.7,1.67,0.10300000000000001,4.49,9.44,20171121,6.35,1.59,-22.46,-25.26,67.49,28.48,23200.0
600103,青山纸业,造纸,福建,0.0,13.8,23.06,53.51,32.26,13.91,8.15,0.35,-0.008,1.55,1.38,19970703,2.39,0.1,-42.2,-132.32,18.47,-4.34,109583.0
300117,嘉寓股份,装修装饰,北京,0.0,7.14,7.17,60.67,52.31,4.91,0.0,0.0,-0.057999999999999996,1.88,1.83,20100902,5.82,0.81,-68.83,-333.49,8.66,-19.63,26193.0
002946,新乳业,乳制品,四川,0.0,1.59,8.54,53.2,14.62,19.91,5.39,0.63,-0.031,2.0,11.18,20190125,6.02,0.7,-13.66,-216.79,31.86,-2.51,26856.0
603298,杭叉集团,专用机械,浙江,17.31,8.66,8.66,73.66,43.51,12.29,7.13,0.82,0.473,5.19,3.16,20161227,25.32,2.92,11.04,17.72,20.75,8.01,25395.0
300760,迈瑞医疗,医疗保健,深圳,73.53,4.99,12.16,277.15,207.08,26.59,81.71,6.72,1.08,16.37,19.41,20181016,99.03,8.15,21.39,30.58,64.52,27.7,49615.0
603757,大元泵业,专用机械,浙江,26.95,1.64,1.64,14.46,11.1,3.0,4.12,2.51,0.165,7.02,2.53,20170711,5.33,3.24,-8.95,1.19,27.0,14.05,7239.0
002785,万里石,其他建材,福建,560.47,1.55,2.0,11.75,8.86,0.89,1.73,0.87,0.01,3.1,6.99,20151223,2.32,1.16,-34.61,-8.24,16.06,1.58,18560.0
603886,元祖股份,食品,上海,0.0,2.4,2.4,24.88,14.66,3.41,5.15,2.15,-0.129,6.08,3.22,20161228,5.49,2.29,-7.85,-352.37,61.21,-9.83,19362.0
603533,掌阅科技,互联网,北京,56.1,1.63,4.01,20.33,16.49,0.33,3.78,0.94,0.138,3.23,9.57,20170921,4.68,1.17,9.25,78.24,42.99,11.24,28953.0
300382,斯莱克,专用机械,江苏,54.61,5.64,5.65,19.05,14.2,2.99,0.92,0.16,0.076,1.76,4.7,20140129,2.99,0.53,0.5,-28.76,37.87,11.2,12734.0
603668,天马科技,饲料,福建,34.12,3.39,3.41,31.55,20.58,7.16,4.37,1.28,0.166,3.52,3.22,20170117,4.07,1.2,103.96,7.83,12.36,3.25,16804.0
002666,德联集团,化工原料,广东,65.37,4.42,7.54,39.28,27.33,5.68,9.82,1.3,0.025,3.99,1.65,20120327,11.83,1.57,-31.55,-11.79,15.37,3.52,34486.0
002911,佛燃能源,供气供热,广东,20.38,2.71,5.56,74.99,25.15,31.88,6.59,1.19,0.419,5.59,3.06,20171122,12.58,2.26,-1.15,3.28,17.01,7.84,18100.0
300629,新劲刚,矿物制品,广东,68.65,0.66,1.32,11.64,5.42,1.12,4.07,3.09,0.13,5.43,6.21,20170324,1.12,0.85,89.93,29724.72,50.89,21.65,5345.0
600071,凤凰光学,元器件,江西,0.0,2.37,2.82,15.41,9.85,3.98,0.66,0.23,-0.013999999999999999,1.74,7.05,19970528,0.73,0.26,-2.18,45.58,12.01,-0.79,14161.0
600119,ST长投,仓储物流,上海,0.0,3.07,3.07,12.4,7.35,1.31,3.32,1.08,-0.042,0.61,16.43,19980115,-5.14,-1.67,-47.5,-220.97,6.49,-15.91,26834.0
300369,绿盟科技,软件服务,北京,0.0,7.26,7.98,38.93,27.88,1.01,13.89,1.74,-0.076,4.17,4.74,20140129,10.29,1.29,-13.74,-149.22,75.64,-36.77,18327.0
000005,世纪星源,环境保护,深圳,0.0,10.58,10.59,27.89,15.36,0.31,6.88,0.65,-0.02,1.45,2.13,19901210,-2.51,-0.24,-45.41,-18.23,31.52,-45.92,117171.0
603520,司太立,化学制药,浙江,114.32,2.35,2.44,35.68,12.98,10.77,3.88,1.59,0.19,4.44,19.24,20160309,4.11,1.68,-0.95,11.83,45.27,15.66,7359.0
002607,中公教育,文教休闲,安徽,473.28,8.2,61.67,133.59,77.43,8.42,12.12,0.2,0.019,0.34,105.8,20110810,6.83,0.11,-6.22,9.52,57.66,9.45,24555.0
600681,百川能源,供气供热,湖北,12.52,14.02,14.43,79.35,18.44,29.61,9.11,0.63,0.24,2.83,2.03,19931018,21.81,1.51,-20.21,-35.67,25.15,14.82,26075.0
300255,常山药业,生物制药,河北,33.88,6.82,9.35,40.76,26.51,7.65,5.27,0.56,0.052000000000000005,2.96,2.39,20110819,12.33,1.32,-13.17,-13.9,77.06,12.25,29183.0
688363,华熙生物,生物制药,山东,151.9,0.48,4.8,50.32,37.24,4.52,34.52,7.19,0.225,9.7,14.1,20191106,6.37,1.33,3.5,0.77,77.09,29.37,10811.0
600382,广东明珠,商贸代理,广东,10.42,7.89,7.89,81.42,45.75,0.38,18.09,2.29,0.276,7.83,0.74,20010118,32.96,4.18,-3.65,1.69,92.88,61.71,27372.0
002797,第一创业,证券,深圳,49.66,35.02,42.02,378.71,0.0,1.39,26.08,0.62,0.07,2.65,4.19,20160511,18.5,0.44,-11.51,-17.84,0.0,32.73,235042.0
002625,光启技术,汽车配件,深圳,474.48,11.65,21.55,81.16,68.96,3.07,50.43,2.34,0.011000000000000001,3.59,5.99,20111103,4.99,0.23,9.41,184.5,33.75,27.55,58307.0
002933,新兴装备,航空,北京,49.72,0.48,1.17,16.7,15.73,0.23,6.5,5.53,0.433,13.13,3.28,20180828,6.9,5.88,-28.89,-13.72,78.26,36.55,16933.0
600433,冠豪高新,造纸,广东,48.34,11.9,12.71,39.2,14.69,21.37,6.96,0.55,0.019,2.11,1.7,20030619,6.99,0.55,-23.48,48.22,21.75,5.07,48075.0
000488,晨鸣纸业,造纸,山东,15.58,16.59,29.84,990.34,471.49,382.16,52.64,1.76,0.05,5.84,0.92,20001120,91.14,3.05,1.88,1.28,25.11,3.8,109060.0
300778,新城市,建筑工程,深圳,75.66,0.46,1.0,11.86,11.25,0.11,5.76,5.76,0.20800000000000002,9.37,6.72,20190510,2.51,2.51,-37.93,-27.48,36.38,26.2,11471.0
600416,*ST湘电,电气设备,湖南,0.0,9.46,9.46,175.85,116.3,20.94,48.47,5.12,-0.076,2.72,7.62,20020718,-33.32,-3.52,-43.55,45.35,17.11,-8.45,24323.0
603655,朗博科技,汽车配件,江苏,393.98,0.34,1.06,5.17,3.39,1.49,2.84,2.68,0.023,4.68,7.9,20171229,0.93,0.88,-25.14,-48.84,44.05,8.78,5008.0
600837,海通证券,证券,上海,21.92,80.92,130.64,6818.16,0.0,73.6,565.26,4.33,0.2,11.11,1.38,19940224,391.14,2.99,-29.81,-39.45,0.0,32.67,292766.0
000639,西王食品,食品,山东,26.64,10.76,10.79,80.8,34.11,6.49,16.75,1.55,0.07200000000000001,3.41,2.25,19961126,6.44,0.6,-12.68,-15.44,32.83,6.42,34526.0
300741,华宝股份,食品,西藏,30.9,1.16,6.16,86.83,69.18,2.94,46.08,7.48,0.43700000000000006,13.06,4.13,20180301,24.69,4.01,0.34,-8.28,77.74,60.42,29139.0
002702,海欣食品,食品,福建,66.59,3.19,4.81,11.28,6.75,2.84,1.03,0.21,0.08900000000000001,1.68,7.03,20121011,1.91,0.4,23.28,507.21,25.22,6.38,52588.0
600917,重庆燃气,供气供热,重庆,56.5,15.56,15.56,89.6,25.9,43.57,10.1,0.65,0.034,2.74,2.82,20140930,13.59,0.87,-20.4,-41.13,8.82,3.59,33783.0
300635,中达安,建筑工程,广东,0.0,0.86,1.36,11.58,8.29,0.42,1.72,1.26,-0.12,4.64,5.2,20170331,2.92,2.15,-18.04,-302.27,9.04,-21.29,8858.0
002088,鲁阳节能,矿物制品,山东,23.24,3.16,3.62,29.12,18.77,7.94,5.64,1.56,0.12,6.22,1.68,20061130,11.64,3.22,-26.45,-43.03,39.94,12.13,14451.0
600319,ST亚星,化工原料,山东,0.0,3.16,3.16,16.21,7.09,0.84,8.54,2.71,-0.024,0.18,25.21,20010326,-11.62,-3.68,-95.67,-158.88,13.94,-33.16,15374.0
002713,东易日盛,装修装饰,北京,0.0,4.01,4.2,27.47,14.06,5.27,4.25,1.01,-0.556,1.16,7.87,20140219,-4.91,-1.17,-75.69,-192.68,34.17,-120.43,17824.0
300370,安控科技,电器仪表,北京,0.0,7.22,9.57,31.63,16.72,3.07,1.45,0.15,-0.047,0.88,3.66,20140123,-2.59,-0.27,-76.79,-4491.92,8.3,-95.95,55500.0
603738,泰晶科技,元器件,湖北,386.88,1.7,1.7,12.3,5.67,5.04,3.59,2.11,0.031,4.57,5.2,20160928,2.21,1.3,-5.0,21.31,20.33,2.15,32679.0
603790,雅运股份,染料涂料,上海,36.12,0.62,1.91,13.61,10.73,0.69,3.09,1.62,0.098,5.96,2.38,20180912,5.84,3.05,-28.82,-56.12,28.61,9.16,14004.0
300336,新文化,影视音像,上海,133.02,7.37,8.06,33.02,9.58,0.47,12.21,1.51,0.009000000000000001,2.49,2.02,20120710,-0.97,-0.12,12.67,-79.35,37.23,7.24,42000.0
300001,特锐德,电气设备,山东,0.0,9.4,9.98,155.79,96.8,27.88,18.44,1.85,-0.073,4.31,4.68,20091030,12.85,1.29,-26.69,-300.32,16.29,-9.25,53267.0
000719,中原传媒,出版业,河南,23.47,6.67,10.23,125.24,77.9,14.36,27.63,2.7,0.083,8.17,0.96,19970331,43.29,4.23,-13.53,-4.93,29.72,5.81,18708.0
603959,百利科技,建筑工程,湖南,253.29,4.39,4.9,28.48,21.35,0.41,2.81,0.57,0.022000000000000002,1.36,8.13,20160517,-1.64,-0.34,43.23,-73.57,11.23,1.36,13704.0
300264,佳创视讯,通信设备,深圳,0.0,3.22,4.13,4.58,3.37,0.09,0.96,0.23,-0.019,0.73,6.99,20110916,-1.53,-0.37,-13.34,32.17,23.45,-28.11,24433.0
000607,华媒控股,广告包装,浙江,0.0,8.85,10.18,35.26,15.21,1.7,-2.32,-0.23,-0.037000000000000005,1.59,2.89,19960830,8.41,0.83,-17.05,-278.23,11.13,-12.72,36883.0
688556,高测股份,专用机械,山东,78.22,0.37,1.62,13.33,10.17,1.72,1.38,0.85,0.20600000000000002,5.92,5.46,20200807,1.54,0.95,0.0,0.0,37.65,9.37,34814.0
002768,国恩股份,塑料,山东,24.61,1.77,2.71,49.56,36.98,8.46,9.36,3.45,0.376,9.16,4.04,20150630,11.55,4.26,28.23,28.18,18.44,8.83,51749.0
002981,朝阳科技,元器件,广东,241.01,0.24,0.96,6.82,4.54,1.12,1.2,1.25,0.05,8.43,4.72,20200417,2.3,2.4,0.0,0.0,13.09,2.79,50265.0
600009,上海机场,机场,上海,464.48,10.93,19.27,363.22,117.64,195.49,25.75,1.34,0.042,16.65,4.67,19980218,262.73,13.63,-41.02,-94.21,0.95,4.92,99164.0
002286,保龄宝,食品,山东,137.26,3.69,3.69,26.21,10.49,11.68,8.01,2.17,0.038,4.29,4.86,20090828,3.51,0.95,1.15,36.72,10.84,3.5,32304.0
300837,浙矿股份,专用机械,浙江,55.25,0.25,1.0,11.59,9.27,0.84,3.86,3.86,0.617,8.83,7.72,20200605,3.63,3.63,0.0,0.0,44.9,29.32,25227.0
600692,亚通股份,房产服务,上海,0.0,2.55,3.52,26.47,21.55,0.43,0.61,0.17,-0.037000000000000005,2.3,3.24,19931119,3.11,0.88,-81.95,-341.22,2.55,-44.48,36189.0
300199,翰宇药业,化学制药,深圳,76.9,6.29,9.17,47.05,17.88,7.41,17.45,1.9,0.051,2.5,3.16,20110407,-1.71,-0.19,-2.34,-38.57,80.26,10.7,24333.0
000965,天保基建,区域地产,天津,11.35,11.1,11.1,88.77,72.19,0.86,18.34,1.65,0.08199999999999999,4.87,0.76,20000406,22.17,2.0,645.96,562.8,66.12,24.07,43277.0
688277,天智航,医疗保健,北京,0.0,0.35,4.18,6.75,4.13,0.19,2.75,0.66,-0.032,2.45,36.02,20200707,-0.83,-0.2,0.0,0.0,63.5,-62.27,24800.0
603127,昭衍新药,医疗保健,北京,255.38,1.11,2.27,16.01,8.03,4.18,2.41,1.06,0.08,3.78,22.8,20170825,4.29,1.89,107.9,59.03,49.15,12.38,13352.0
002569,ST步森,服饰,浙江,0.0,1.4,1.4,5.71,2.62,0.41,3.19,2.28,-0.276,2.14,7.61,20110412,-1.88,-1.34,-19.93,-796.14,26.17,-26.74,4732.0
300594,朗进科技,运输设备,山东,55.41,0.68,0.89,11.67,10.59,0.52,5.06,5.69,0.122,9.3,2.91,20190621,2.02,2.27,-5.47,-43.04,39.34,10.05,12366.0
002213,特 尔 佳,汽车配件,深圳,2289.19,2.06,2.06,4.69,3.78,0.21,0.01,0.0,0.002,1.79,9.41,20080201,1.36,0.66,220.54,113.78,13.07,0.7,7425.0
002863,今飞凯达,汽车配件,浙江,51.04,3.77,3.77,48.12,22.62,14.95,1.4,0.37,0.03,2.83,2.48,20170418,4.53,1.2,13.82,47.8,14.67,2.16,21901.0
002571,德力股份,玻璃,安徽,0.0,2.84,3.92,19.58,7.81,4.71,9.12,2.33,-0.008,3.66,1.67,20110412,0.37,0.09,-24.81,-192.12,22.89,-2.14,24685.0
600222,太龙药业,中成药,河南,25.21,5.74,5.74,28.16,17.76,4.38,6.53,1.14,0.065,2.35,2.8,19991105,1.94,0.34,49.39,190.28,38.58,9.2,67472.0
002951,金时科技,广告包装,四川,43.48,0.72,4.05,15.26,8.41,3.37,5.37,1.33,0.184,3.2,4.99,20190315,3.14,0.78,15.97,26.37,40.83,27.08,19222.0
000802,北京文化,影视音像,北京,0.0,7.11,7.16,49.57,36.6,0.02,31.76,4.44,-0.027000000000000003,3.47,2.44,19980108,-14.55,-2.03,-96.62,-9.93,32.36,-1633.59,68595.0
688157,松井股份,染料涂料,湖南,113.42,0.18,0.8,11.73,9.93,1.04,7.98,10.03,0.66,13.19,8.49,20200609,1.5,1.89,0.0,0.0,51.02,19.63,7772.0
601126,四方股份,电气设备,北京,0.0,7.88,8.13,58.53,47.9,4.68,14.09,1.73,-0.075,4.71,1.4,20101231,15.01,1.85,-39.21,-161.0,40.7,-18.16,25610.0
300207,欣旺达,元器件,深圳,3265.09,13.86,15.69,237.11,138.42,44.63,20.03,1.28,0.004,3.7,6.62,20110421,21.23,1.35,6.02,-97.43,14.88,0.05,67141.0
002591,恒大高新,化工原料,江西,39.27,2.17,3.04,15.01,6.28,1.65,8.58,2.82,0.051,4.23,1.89,20110621,1.34,0.44,-6.23,-46.08,41.76,16.73,21982.0
002931,锋龙股份,汽车配件,浙江,42.88,0.43,1.42,8.07,5.08,1.76,2.08,1.46,0.214,3.89,4.73,20180403,1.88,1.32,34.57,1.32,30.99,12.99,11700.0
300417,南华仪器,电器仪表,广东,51.65,0.76,1.37,6.69,4.82,1.53,1.2,0.88,0.08900000000000001,3.86,4.78,20150123,3.42,2.49,-5.38,-15.92,52.71,22.59,8679.0
300347,泰格医药,医疗保健,浙江,86.66,5.41,8.57,82.42,35.01,2.62,17.23,2.01,0.34,6.03,17.11,20120817,20.51,2.39,6.77,75.22,46.24,39.22,41513.0
002322,理工环科,软件服务,浙江,52.95,3.51,3.97,36.25,12.35,2.79,18.94,4.77,0.076,7.59,2.12,20091218,8.98,2.26,1.33,-17.99,67.61,21.76,19602.0
300622,博士眼镜,其他商业,深圳,0.0,1.04,1.71,7.19,5.78,0.51,2.47,1.44,-0.03,3.31,3.73,20170315,1.69,0.99,-33.26,-142.53,63.69,-5.08,8028.0
000612,焦作万方,铝,河南,26.95,11.91,11.92,73.18,16.01,26.04,16.4,1.38,0.07,3.69,2.06,19960926,11.62,0.97,-15.92,220.6,10.19,8.4,95888.0
603829,洛凯股份,电气设备,江苏,232.3,0.72,1.6,10.02,7.01,1.28,3.39,2.12,0.013000000000000001,4.29,2.78,20171017,1.63,1.02,-7.96,-75.93,22.27,2.27,10568.0
300014,亿纬锂能,电气设备,广东,90.43,17.77,18.4,164.23,73.69,42.83,33.76,1.83,0.13699999999999998,4.24,11.7,20091030,32.13,1.75,19.2,26.05,29.75,19.29,110004.0
600004,白云机场,机场,广东,0.0,20.69,20.69,261.0,29.68,213.95,70.43,3.4,-0.03,8.0,1.92,20030428,65.11,3.15,-34.58,-125.88,4.71,-4.79,62931.0
300559,佳发教育,软件服务,四川,38.15,2.96,4.0,13.02,10.31,1.37,0.18,0.04,0.29600000000000004,2.55,8.87,20161101,5.42,1.36,4.4,23.55,54.5,38.81,14549.0
600616,金枫酒业,红黄酒,上海,0.0,6.69,6.69,22.38,15.04,5.44,5.3,0.79,-0.003,2.92,1.81,19920929,8.43,1.26,-35.45,-105.05,41.55,-1.37,32501.0
601919,中远海控,水运,天津,55.62,86.57,122.6,2495.32,599.22,1027.33,334.35,2.73,0.024,2.92,1.81,20070626,-99.9,-0.81,2.95,-57.59,8.91,0.81,258512.0
300068,南都电源,电气设备,浙江,58.49,8.24,8.6,135.09,72.56,37.74,39.23,4.56,0.064,7.6,1.96,20100421,16.3,1.9,-17.6,-73.27,16.05,3.72,45250.0
300366,创意信息,软件服务,四川,0.0,3.32,5.26,38.23,25.29,0.71,17.39,3.31,-0.075,4.61,3.04,20140127,1.6,0.3,-49.67,-244.3,17.95,-31.46,35896.0
300230,永利股份,塑料,上海,0.0,5.43,8.16,45.48,24.41,7.67,12.33,1.51,-0.003,3.91,1.23,20110615,10.06,1.23,-34.19,-104.06,22.11,-0.44,27083.0
601208,东材科技,化工原料,四川,56.29,6.13,6.27,33.98,13.24,12.96,12.6,2.01,0.039,3.75,2.32,20110520,4.69,0.75,1.59,891.77,24.04,6.17,37063.0
300279,和晶科技,元器件,江苏,430.82,4.37,4.49,23.41,12.62,2.43,9.97,2.22,0.003,2.0,2.9,20111229,-5.16,-1.15,-25.71,-86.73,16.67,0.56,25912.0
300211,亿通科技,通信设备,江苏,408.14,2.97,3.03,5.18,3.5,1.21,0.37,0.12,0.004,1.59,4.58,20110505,1.19,0.39,-30.59,9.44,30.73,7.65,14547.0
300840,酷特智能,服饰,山东,61.82,0.6,2.4,7.84,3.35,2.44,1.51,0.63,0.078,3.83,5.07,20200708,2.51,1.04,0.0,0.0,43.02,16.63,32000.0
300533,冰川网络,软件服务,深圳,34.55,0.98,1.51,19.58,18.82,0.03,9.04,5.98,0.239,11.51,2.87,20160818,7.01,4.64,4.49,24.76,93.58,33.75,17483.0
300283,温州宏丰,电气设备,浙江,0.0,2.37,4.14,14.53,6.7,4.58,0.18,0.04,-0.019,1.46,3.31,20120110,1.44,0.35,-29.49,-363.29,11.16,-3.12,12218.0
002857,三晖电气,电器仪表,河南,306.51,0.91,1.28,5.65,4.62,0.1,1.16,0.91,0.022000000000000002,3.71,3.67,20170323,2.02,1.58,-33.03,15.86,32.29,6.2,7695.0
300808,久量股份,家用电器,广东,61.28,0.4,1.6,13.63,8.14,2.83,5.5,3.44,0.083,6.64,3.07,20191129,3.17,1.98,0.0,0.0,26.38,8.67,18599.0
603187,海容冷链,机械基件,山东,25.03,1.18,1.58,24.67,19.19,4.43,6.78,4.28,1.02,9.85,5.13,20181129,6.63,4.18,16.98,10.13,34.63,15.81,10678.0
002234,民和股份,农业综合,山东,16.45,2.06,3.02,34.57,14.89,12.36,8.68,2.87,0.769,9.23,2.74,20080516,13.57,4.49,-42.29,-73.26,32.38,25.76,50412.0
600131,国网信通,通信设备,四川,163.97,4.08,11.95,87.4,73.62,2.69,0.77,0.06,0.04,3.64,6.31,19980402,14.11,1.18,-15.6,-19.16,20.65,4.49,33012.0
