nohup: ignoring input
/opt/conda/envs/tensorflow/lib/python3.7/site-packages/pandas_datareader/compat/__init__.py:7: FutureWarning: pandas.util.testing is deprecated. Use the functions in the public API at pandas.testing instead.
  from pandas.util.testing import assert_frame_equal
/opt/conda/envs/tensorflow/lib/python3.7/site-packages/sklearn/externals/joblib/__init__.py:15: FutureWarning: sklearn.externals.joblib is deprecated in 0.21 and will be removed in 0.23. Please import this functionality directly from joblib, which can be installed with: pip install joblib. If this warning is raised when loading pickled models, you may need to re-serialize those models with scikit-learn 0.21+.
  warnings.warn(msg, category=FutureWarning)
第1次尝试:a1 = 4509, a2 = 2611, a3 = 840, a4 = 8327, a5 = 4854, 年化收益率: 0.20529001068966277

第2780次尝试:a1 = 8672, a2 = 998, a3 = 5743, a4 = 9700, a5 = 1507, 年化收益率: 0.382097505853711

第2781次尝试:a1 = 1484, a2 = 1738, a3 = 4124, a4 = 1589, a5 = 847, 年化收益率: 0.13178554618743804

第2782次尝试:a1 = 8272, a2 = 6998, a3 = 6379, a4 = 4568, a5 = 4453, 年化收益率: 0.13382638318656995

第2783次尝试:a1 = 9079, a2 = 9228, a3 = 4919, a4 = 4849, a5 = 4413, 年化收益率: 0.12270861340298482

第2784次尝试:a1 = 8480, a2 = 5041, a3 = 8882, a4 = 4246, a5 = 1922, 年化收益率: 0.12318816936113525

第2785次尝试:a1 = 4383, a2 = 7536, a3 = 7074, a4 = 6807, a5 = 9794, 年化收益率: 0.15836815832849596

第2786次尝试:a1 = 3606, a2 = 8513, a3 = 2797, a4 = 7525, a5 = 1338, 年化收益率: 0.3291337756898447

第2787次尝试:a1 = 1138, a2 = 9626, a3 = 1838, a4 = 3000, a5 = 620, 年化收益率: 0.19463868117829

第2788次尝试:a1 = 5179, a2 = 4902, a3 = 8735, a4 = 2054, a5 = 2650, 年化收益率: 0.13178554618743804

第2789次尝试:a1 = 5491, a2 = 7010, a3 = 6738, a4 = 1158, a5 = 4119, 年化收益率: 0.12270861340298482

第2790次尝试:a1 = 9671, a2 = 5396, a3 = 3795, a4 = 6772, a5 = 7215, 年化收益率: 0.15836815832849596

第2791次尝试:a1 = 4262, a2 = 1926, a3 = 8672, a4 = 3643, a5 = 3916, 年化收益率: 0.14799967941832176

第2792次尝试:a1 = 7347, a2 = 5833, a3 = 475, a4 = 1199, a5 = 6694, 年化收益率: 0.15836815832849596

第2793次尝试:a1 = 9271, a2 = 3739, a3 = 9578, a4 = 7687, a5 = 3725, 年化收益率: 0.1263111611670054

第2794次尝试:a1 = 7714, a2 = 1982, a3 = 7002, a4 = 2757, a5 = 2784, 年化收益率: 0.14799967941832176

第2795次尝试:a1 = 9149, a2 = 4321, a3 = 408, a4 = 7656, a5 = 5141, 年化收益率: 0.1373794553092869

第2796次尝试:a1 = 5339, a2 = 6345, a3 = 2330, a4 = 9681, a5 = 6861, 年化收益率: 0.1373794553092869

第2797次尝试:a1 = 2916, a2 = 2046, a3 = 6715, a4 = 509, a5 = 8226, 年化收益率: 0.11520264925873801

第2798次尝试:a1 = 2092, a2 = 6949, a3 = 395, a4 = 4214, a5 = 3442, 年化收益率: 0.13382638318656995

第2799次尝试:a1 = 5260, a2 = 5320, a3 = 8647, a4 = 6675, a5 = 5536, 年化收益率: 0.14799967941832176

第2800次尝试:a1 = 4237, a2 = 3093, a3 = 766, a4 = 6718, a5 = 5788, 年化收益率: 0.1373794553092869

第2801次尝试:a1 = 8450, a2 = 3701, a3 = 7778, a4 = 8676, a5 = 8703, 年化收益率: 0.1583681583284961

第2802次尝试:a1 = 2850, a2 = 6169, a3 = 6264, a4 = 7304, a5 = 2836, 年化收益率: 0.1905196109583225

第2803次尝试:a1 = 2315, a2 = 8129, a3 = 2615, a4 = 6016, a5 = 514, 年化收益率: 0.28049784257908505

第2804次尝试:a1 = 7497, a2 = 5301, a3 = 4278, a4 = 9556, a5 = 1256, 年化收益率: 0.3291337756898447

第2805次尝试:a1 = 1364, a2 = 4143, a3 = 238, a4 = 602, a5 = 9721, 年化收益率: 0.15836815832849596

第2806次尝试:a1 = 2851, a2 = 1554, a3 = 6778, a4 = 9075, a5 = 4152, 年化收益率: 0.28496325703309927

第2807次尝试:a1 = 2758, a2 = 1158, a3 = 709, a4 = 2941, a5 = 4699, 年化收益率: 0.1490343513874224

第2808次尝试:a1 = 5301, a2 = 5905, a3 = 5652, a4 = 1196, a5 = 7833, 年化收益率: 0.15836815832849596

第2809次尝试:a1 = 8073, a2 = 2142, a3 = 131, a4 = 893, a5 = 7725, 年化收益率: 0.11520264925873801

第2810次尝试:a1 = 7925, a2 = 5100, a3 = 6641, a4 = 2695, a5 = 9809, 年化收益率: 0.1583681583284961

第2811次尝试:a1 = 3289, a2 = 8481, a3 = 6494, a4 = 3908, a5 = 3133, 年化收益率: 0.12318816936113525

第2812次尝试:a1 = 6498, a2 = 2486, a3 = 8025, a4 = 5941, a5 = 564, 年化收益率: 0.26516611021149

第2813次尝试:a1 = 9570, a2 = 4868, a3 = 8524, a4 = 1280, a5 = 2086, 年化收益率: 0.13178554618743804

第2814次尝试:a1 = 4186, a2 = 2204, a3 = 3048, a4 = 2719, a5 = 8603, 年化收益率: 0.11520264925873794

第2815次尝试:a1 = 2724, a2 = 4546, a3 = 9069, a4 = 565, a5 = 6957, 年化收益率: 0.15836815832849596

第2816次尝试:a1 = 9796, a2 = 5590, a3 = 7278, a4 = 8265, a5 = 2044, 年化收益率: 0.25462813935187123

第2817次尝试:a1 = 4318, a2 = 6671, a3 = 6678, a4 = 2453, a5 = 1428, 年化收益率: 0.1294917268415062

第2818次尝试:a1 = 2776, a2 = 1338, a3 = 5191, a4 = 4977, a5 = 3632, 年化收益率: 0.1202715399278403

第2819次尝试:a1 = 554, a2 = 4954, a3 = 9179, a4 = 7507, a5 = 3388, 年化收益率: 0.1967233528739258

第2820次尝试:a1 = 2562, a2 = 1548, a3 = 9273, a4 = 40, a5 = 9024, 年化收益率: 0.11520264925873801

第2821次尝试:a1 = 9904, a2 = 325, a3 = 4668, a4 = 3466, a5 = 3032, 年化收益率: 0.1202715399278403

第2822次尝试:a1 = 92, a2 = 8227, a3 = 557, a4 = 7143, a5 = 8134, 年化收益率: 0.15836815832849596

第2823次尝试:a1 = 4366, a2 = 5277, a3 = 49, a4 = 4787, a5 = 3805, 年化收益率: 0.13382638318656995

第2824次尝试:a1 = 8191, a2 = 8627, a3 = 5951, a4 = 738, a5 = 4767, 年化收益率: 0.12270861340298482

第2825次尝试:a1 = 5150, a2 = 1048, a3 = 4794, a4 = 103, a5 = 5382, 年化收益率: 0.11520264925873801

第2826次尝试:a1 = 7874, a2 = 2069, a3 = 7567, a4 = 7763, a5 = 2770, 年化收益率: 0.260227803907482

第2827次尝试:a1 = 710, a2 = 3239, a3 = 6908, a4 = 6449, a5 = 3849, 年化收益率: 0.1373794553092869

第2828次尝试:a1 = 2618, a2 = 4833, a3 = 1695, a4 = 6113, a5 = 6334, 年化收益率: 0.15836815832849596

第2829次尝试:a1 = 2568, a2 = 3101, a3 = 1224, a4 = 8809, a5 = 6440, 年化收益率: 0.1373794553092869

第2830次尝试:a1 = 2700, a2 = 4035, a3 = 5203, a4 = 7359, a5 = 747, 年化收益率: 0.3404954105743088

第2831次尝试:a1 = 5780, a2 = 5517, a3 = 5580, a4 = 5339, a5 = 8013, 年化收益率: 0.1583681583284961

第2832次尝试:a1 = 7107, a2 = 6734, a3 = 2231, a4 = 4928, a5 = 2978, 年化收益率: 0.18387198584947373

第2833次尝试:a1 = 3442, a2 = 3221, a3 = 8796, a4 = 6785, a5 = 9414, 年化收益率: 0.1583681583284961

第2834次尝试:a1 = 7891, a2 = 1228, a3 = 5661, a4 = 6496, a5 = 336, 年化收益率: 0.3812716637443264

第2835次尝试:a1 = 8941, a2 = 446, a3 = 1891, a4 = 8788, a5 = 3696, 年化收益率: 0.2962124492879263

第2836次尝试:a1 = 6792, a2 = 6473, a3 = 2308, a4 = 1124, a5 = 7984, 年化收益率: 0.15836815832849596

第2837次尝试:a1 = 7737, a2 = 3719, a3 = 9369, a4 = 8683, a5 = 403, 年化收益率: 0.30712291043896756

第2838次尝试:a1 = 3581, a2 = 5904, a3 = 3093, a4 = 2204, a5 = 4991, 年化收益率: 0.13382638318657

第2839次尝试:a1 = 7446, a2 = 8168, a3 = 2687, a4 = 6257, a5 = 5209, 年化收益率: 0.13382638318656995

第2840次尝试:a1 = 3359, a2 = 3189, a3 = 3546, a4 = 1751, a5 = 9839, 年化收益率: 0.15836815832849596

第2841次尝试:a1 = 4155, a2 = 7897, a3 = 4231, a4 = 9029, a5 = 1625, 年化收益率: 0.2922775362888511

第2842次尝试:a1 = 9457, a2 = 9411, a3 = 1844, a4 = 7798, a5 = 2415, 年化收益率: 0.20685564301235038

第2843次尝试:a1 = 3156, a2 = 2760, a3 = 1723, a4 = 2153, a5 = 8958, 年化收益率: 0.11520264925873794

第2844次尝试:a1 = 3838, a2 = 8350, a3 = 673, a4 = 1754, a5 = 6705, 年化收益率: 0.13382638318657

第2845次尝试:a1 = 6757, a2 = 6066, a3 = 9177, a4 = 9433, a5 = 8077, 年化收益率: 0.15836815832849596

第2846次尝试:a1 = 8009, a2 = 8714, a3 = 1830, a4 = 6702, a5 = 8873, 年化收益率: 0.15836815832849596

第2847次尝试:a1 = 2125, a2 = 5765, a3 = 777, a4 = 9409, a5 = 858, 年化收益率: 0.3291337756898447

第2848次尝试:a1 = 5661, a2 = 7698, a3 = 1544, a4 = 391, a5 = 1391, 年化收益率: 0.1515496253656034

第2849次尝试:a1 = 918, a2 = 7283, a3 = 3004, a4 = 6092, a5 = 1263, 年化收益率: 0.2795293171779838

第2850次尝试:a1 = 9894, a2 = 5552, a3 = 6447, a4 = 5101, a5 = 9903, 年化收益率: 0.1583681583284961

第2851次尝试:a1 = 4226, a2 = 3239, a3 = 549, a4 = 8966, a5 = 9146, 年化收益率: 0.1202715399278403

第2852次尝试:a1 = 558, a2 = 1944, a3 = 4834, a4 = 2882, a5 = 2783, 年化收益率: 0.15836815832849596

第2853次尝试:a1 = 3847, a2 = 2493, a3 = 4306, a4 = 6421, a5 = 383, 年化收益率: 0.43727176292925185

第2854次尝试:a1 = 2191, a2 = 1106, a3 = 7421, a4 = 1180, a5 = 7947, 年化收益率: 0.11520264925873794

第2855次尝试:a1 = 6284, a2 = 6772, a3 = 8056, a4 = 3902, a5 = 829, 年化收益率: 0.16490339585460448

第2856次尝试:a1 = 4494, a2 = 2396, a3 = 890, a4 = 3983, a5 = 8732, 年化收益率: 0.1490343513874224

第2857次尝试:a1 = 4338, a2 = 9120, a3 = 6655, a4 = 2310, a5 = 3526, 年化收益率: 0.12318816936113525

第2858次尝试:a1 = 3020, a2 = 5394, a3 = 6206, a4 = 63, a5 = 3027, 年化收益率: 0.12270861340298482

第2859次尝试:a1 = 2143, a2 = 1636, a3 = 8962, a4 = 9719, a5 = 4079, 年化收益率: 0.2849632570330993

第2860次尝试:a1 = 8603, a2 = 1788, a3 = 5066, a4 = 5583, a5 = 4642, 年化收益率: 0.1202715399278403

第2861次尝试:a1 = 3901, a2 = 912, a3 = 1449, a4 = 3274, a5 = 1586, 年化收益率: 0.20529001068966277

第2862次尝试:a1 = 2202, a2 = 1253, a3 = 4320, a4 = 2410, a5 = 6586, 年化收益率: 0.11520264925873794

第2863次尝试:a1 = 4909, a2 = 8869, a3 = 9119, a4 = 6272, a5 = 3293, 年化收益率: 0.12318816936113525

第2864次尝试:a1 = 4733, a2 = 3110, a3 = 3624, a4 = 1333, a5 = 5810, 年化收益率: 0.1583681583284961

第2865次尝试:a1 = 3017, a2 = 4182, a3 = 4257, a4 = 3502, a5 = 1551, 年化收益率: 0.12318816936113525

第2866次尝试:a1 = 6417, a2 = 4878, a3 = 9787, a4 = 7291, a5 = 3739, 年化收益率: 0.1263111611670054

第2867次尝试:a1 = 7167, a2 = 2670, a3 = 437, a4 = 9233, a5 = 2409, 年化收益率: 0.2976499102585559

第2868次尝试:a1 = 838, a2 = 1445, a3 = 9648, a4 = 7175, a5 = 7859, 年化收益率: 0.1202715399278403

第2869次尝试:a1 = 1041, a2 = 9835, a3 = 4125, a4 = 1029, a5 = 2830, 年化收益率: 0.12318816936113525

第2870次尝试:a1 = 4488, a2 = 1617, a3 = 5594, a4 = 2907, a5 = 5712, 年化收益率: 0.11520264925873801

第2871次尝试:a1 = 7597, a2 = 8662, a3 = 9822, a4 = 8553, a5 = 1406, 年化收益率: 0.1689715550999663

第2872次尝试:a1 = 9920, a2 = 3094, a3 = 1902, a4 = 9670, a5 = 5659, 年化收益率: 0.1373794553092869

第2873次尝试:a1 = 294, a2 = 2491, a3 = 976, a4 = 2641, a5 = 3390, 年化收益率: 0.1583681583284961

第2874次尝试:a1 = 913, a2 = 7458, a3 = 652, a4 = 6457, a5 = 2824, 年化收益率: 0.18336736742042417

第2875次尝试:a1 = 4986, a2 = 5144, a3 = 4154, a4 = 8192, a5 = 1236, 年化收益率: 0.2922775362888511

第2876次尝试:a1 = 8161, a2 = 4360, a3 = 5493, a4 = 4467, a5 = 7773, 年化收益率: 0.1583681583284961

第2877次尝试:a1 = 7678, a2 = 3182, a3 = 3197, a4 = 7392, a5 = 8957, 年化收益率: 0.15836815832849596

第2878次尝试:a1 = 1100, a2 = 3607, a3 = 4137, a4 = 5362, a5 = 3255, 年化收益率: 0.13737945530928686

第2879次尝试:a1 = 1167, a2 = 142, a3 = 4205, a4 = 1589, a5 = 6832, 年化收益率: 0.0689196889801249

第2880次尝试:a1 = 3986, a2 = 5817, a3 = 9417, a4 = 1249, a5 = 8840, 年化收益率: 0.1583681583284961

第2881次尝试:a1 = 3319, a2 = 1897, a3 = 3271, a4 = 8563, a5 = 7430, 年化收益率: 0.1202715399278403

第2882次尝试:a1 = 8300, a2 = 7867, a3 = 8510, a4 = 8751, a5 = 1497, 年化收益率: 0.1689715550999662

第2883次尝试:a1 = 8381, a2 = 3484, a3 = 9997, a4 = 4821, a5 = 1558, 年化收益率: 0.13178554618743804

第2884次尝试:a1 = 3528, a2 = 8220, a3 = 6966, a4 = 7652, a5 = 69, 年化收益率: 0.23647570526622147

第2885次尝试:a1 = 1688, a2 = 1730, a3 = 7229, a4 = 3023, a5 = 4121, 年化收益率: 0.1583681583284961

第2886次尝试:a1 = 9706, a2 = 751, a3 = 1740, a4 = 3155, a5 = 3937, 年化收益率: 0.1490343513874224

第2887次尝试:a1 = 3417, a2 = 4666, a3 = 6826, a4 = 4352, a5 = 825, 年化收益率: 0.16490339585460448

第2888次尝试:a1 = 5019, a2 = 1766, a3 = 9384, a4 = 9780, a5 = 2121, 年化收益率: 0.3039363634614023

第2889次尝试:a1 = 8952, a2 = 1604, a3 = 5465, a4 = 4859, a5 = 9665, 年化收益率: 0.1490343513874224

第2890次尝试:a1 = 2341, a2 = 3948, a3 = 3925, a4 = 5882, a5 = 9093, 年化收益率: 0.1583681583284961

第2891次尝试:a1 = 9062, a2 = 4268, a3 = 9396, a4 = 3114, a5 = 5942, 年化收益率: 0.15836815832849596

第2892次尝试:a1 = 9500, a2 = 7042, a3 = 2647, a4 = 123, a5 = 126, 年化收益率: 0.16832369587909657

第2893次尝试:a1 = 9503, a2 = 8566, a3 = 5329, a4 = 5737, a5 = 8314, 年化收益率: 0.15836815832849596

第2894次尝试:a1 = 181, a2 = 3688, a3 = 5769, a4 = 3781, a5 = 9556, 年化收益率: 0.1583681583284961

第2895次尝试:a1 = 3423, a2 = 8480, a3 = 8771, a4 = 1186, a5 = 8061, 年化收益率: 0.15836815832849596

第2896次尝试:a1 = 1448, a2 = 8607, a3 = 5316, a4 = 6716, a5 = 4623, 年化收益率: 0.13382638318656995

第2897次尝试:a1 = 8351, a2 = 6380, a3 = 7044, a4 = 163, a5 = 6232, 年化收益率: 0.15836815832849596

第2898次尝试:a1 = 1488, a2 = 8230, a3 = 6852, a4 = 7866, a5 = 173, 年化收益率: 0.23647570526622147

第2899次尝试:a1 = 3702, a2 = 8705, a3 = 1721, a4 = 5554, a5 = 9726, 年化收益率: 0.15836815832849596

第2900次尝试:a1 = 4520, a2 = 7241, a3 = 983, a4 = 9210, a5 = 9393, 年化收益率: 0.15836815832849596

第2901次尝试:a1 = 4483, a2 = 8599, a3 = 4182, a4 = 6526, a5 = 9952, 年化收益率: 0.15836815832849596

第2902次尝试:a1 = 1293, a2 = 2611, a3 = 3309, a4 = 255, a5 = 6030, 年化收益率: 0.1583681583284961

第2903次尝试:a1 = 8251, a2 = 2031, a3 = 8640, a4 = 3927, a5 = 5032, 年化收益率: 0.1583681583284961

第2904次尝试:a1 = 6238, a2 = 5178, a3 = 7165, a4 = 705, a5 = 1225, 年化收益率: 0.1294917268415062

第2905次尝试:a1 = 6630, a2 = 4090, a3 = 9801, a4 = 154, a5 = 1758, 年化收益率: 0.13178554618743804

第2906次尝试:a1 = 4907, a2 = 9438, a3 = 2053, a4 = 6221, a5 = 2362, 年化收益率: 0.23142250399516473

第2907次尝试:a1 = 591, a2 = 3310, a3 = 5151, a4 = 1985, a5 = 5519, 年化收益率: 0.1583681583284961

第2908次尝试:a1 = 5783, a2 = 7380, a3 = 9940, a4 = 369, a5 = 5725, 年化收益率: 0.14799967941832176

第2909次尝试:a1 = 8862, a2 = 7146, a3 = 3381, a4 = 3465, a5 = 7780, 年化收益率: 0.15836815832849596

第2910次尝试:a1 = 6994, a2 = 1056, a3 = 401, a4 = 3135, a5 = 3706, 年化收益率: 0.12027153992784023

第2911次尝试:a1 = 1315, a2 = 2066, a3 = 9111, a4 = 1605, a5 = 2316, 年化收益率: 0.1308034363606015

第2912次尝试:a1 = 3775, a2 = 2578, a3 = 4889, a4 = 3116, a5 = 7765, 年化收益率: 0.15836815832849596

第2913次尝试:a1 = 322, a2 = 2030, a3 = 1295, a4 = 9277, a5 = 3001, 年化收益率: 0.33339180270783336

第2914次尝试:a1 = 7877, a2 = 4753, a3 = 7027, a4 = 1889, a5 = 58, 年化收益率: 0.14672081660026004

第2915次尝试:a1 = 2334, a2 = 8549, a3 = 893, a4 = 6147, a5 = 3196, 年化收益率: 0.18387198584947373

第2916次尝试:a1 = 5492, a2 = 230, a3 = 7061, a4 = 5155, a5 = 7041, 年化收益率: 0.1490343513874224

第2917次尝试:a1 = 9577, a2 = 9388, a3 = 2551, a4 = 5285, a5 = 9556, 年化收益率: 0.15836815832849596

第2918次尝试:a1 = 6297, a2 = 2726, a3 = 2635, a4 = 443, a5 = 5843, 年化收益率: 0.1583681583284961

第2919次尝试:a1 = 7828, a2 = 1958, a3 = 3265, a4 = 7392, a5 = 8828, 年化收益率: 0.12027153992784023

第2920次尝试:a1 = 6639, a2 = 1750, a3 = 7099, a4 = 2801, a5 = 9817, 年化收益率: 0.11520264925873794

第2921次尝试:a1 = 520, a2 = 5358, a3 = 1928, a4 = 6141, a5 = 2817, 年化收益率: 0.18336736742042423

第2922次尝试:a1 = 7867, a2 = 5211, a3 = 2105, a4 = 4233, a5 = 3978, 年化收益率: 0.13382638318656995

第2923次尝试:a1 = 1746, a2 = 540, a3 = 2584, a4 = 5851, a5 = 1365, 年化收益率: 0.3834988484503032

第2924次尝试:a1 = 6105, a2 = 4337, a3 = 6294, a4 = 884, a5 = 8725, 年化收益率: 0.1583681583284961

第2925次尝试:a1 = 5706, a2 = 5191, a3 = 4108, a4 = 5494, a5 = 8061, 年化收益率: 0.1583681583284961

第2926次尝试:a1 = 7183, a2 = 5004, a3 = 1417, a4 = 7510, a5 = 8126, 年化收益率: 0.1583681583284961

第2927次尝试:a1 = 7532, a2 = 7148, a3 = 1947, a4 = 7940, a5 = 6845, 年化收益率: 0.15836815832849596

第2928次尝试:a1 = 1743, a2 = 1672, a3 = 3672, a4 = 2594, a5 = 56, 年化收益率: 0.26516611021149

第2929次尝试:a1 = 1069, a2 = 5966, a3 = 3155, a4 = 6883, a5 = 2093, 年化收益率: 0.24414982241651575

第2930次尝试:a1 = 1178, a2 = 5369, a3 = 9943, a4 = 5653, a5 = 123, 年化收益率: 0.16490339585460448

第2931次尝试:a1 = 9940, a2 = 9226, a3 = 5600, a4 = 6093, a5 = 8226, 年化收益率: 0.13382638318657

第2932次尝试:a1 = 4867, a2 = 1323, a3 = 8221, a4 = 211, a5 = 7331, 年化收益率: 0.11520264925873801

第2933次尝试:a1 = 9901, a2 = 9565, a3 = 5985, a4 = 9693, a5 = 6304, 年化收益率: 0.13382638318656995

第2934次尝试:a1 = 8008, a2 = 5560, a3 = 3541, a4 = 6407, a5 = 5667, 年化收益率: 0.15836815832849596

第2935次尝试:a1 = 7251, a2 = 7396, a3 = 5265, a4 = 4899, a5 = 7494, 年化收益率: 0.15836815832849596

第2936次尝试:a1 = 2979, a2 = 9396, a3 = 6152, a4 = 9441, a5 = 1819, 年化收益率: 0.2795293171779838

第2937次尝试:a1 = 3216, a2 = 387, a3 = 7893, a4 = 3881, a5 = 9395, 年化收益率: 0.1490343513874224

第2938次尝试:a1 = 9987, a2 = 6109, a3 = 1287, a4 = 823, a5 = 455, 年化收益率: 0.16832369587909657

第2939次尝试:a1 = 8268, a2 = 7528, a3 = 3795, a4 = 231, a5 = 2729, 年化收益率: 0.12318816936113525

第2940次尝试:a1 = 2753, a2 = 7349, a3 = 7669, a4 = 2309, a5 = 8416, 年化收益率: 0.15836815832849596

第2941次尝试:a1 = 4202, a2 = 6619, a3 = 3030, a4 = 2333, a5 = 9166, 年化收益率: 0.1583681583284961

第2942次尝试:a1 = 7469, a2 = 6912, a3 = 1488, a4 = 159, a5 = 9509, 年化收益率: 0.1583681583284961

第2943次尝试:a1 = 4946, a2 = 6573, a3 = 8089, a4 = 7889, a5 = 8388, 年化收益率: 0.15836815832849596

第2944次尝试:a1 = 3046, a2 = 8351, a3 = 5014, a4 = 3886, a5 = 351, 年化收益率: 0.21154564596929648

第2945次尝试:a1 = 9458, a2 = 3660, a3 = 9338, a4 = 3670, a5 = 7591, 年化收益率: 0.1583681583284961

第2946次尝试:a1 = 9736, a2 = 241, a3 = 8295, a4 = 4665, a5 = 3373, 年化收益率: 0.14459684520190882

第2947次尝试:a1 = 2444, a2 = 1745, a3 = 722, a4 = 3211, a5 = 9684, 年化收益率: 0.1490343513874224

第2948次尝试:a1 = 7033, a2 = 8872, a3 = 2582, a4 = 9782, a5 = 1845, 年化收益率: 0.2922775362888511

第2949次尝试:a1 = 3452, a2 = 6257, a3 = 4129, a4 = 1457, a5 = 326, 年化收益率: 0.14672081660026004

第2950次尝试:a1 = 95, a2 = 8357, a3 = 1662, a4 = 8053, a5 = 8261, 年化收益率: 0.15836815832849596

第2951次尝试:a1 = 5726, a2 = 4382, a3 = 4783, a4 = 2856, a5 = 9029, 年化收益率: 0.1583681583284961

第2952次尝试:a1 = 311, a2 = 488, a3 = 7656, a4 = 7377, a5 = 4106, 年化收益率: 0.28496325703309927

第2953次尝试:a1 = 5755, a2 = 9357, a3 = 9708, a4 = 6959, a5 = 4721, 年化收益率: 0.11810234378658115

第2954次尝试:a1 = 5236, a2 = 6414, a3 = 2020, a4 = 4063, a5 = 6879, 年化收益率: 0.15836815832849596

第2955次尝试:a1 = 7928, a2 = 2749, a3 = 6677, a4 = 2509, a5 = 5178, 年化收益率: 0.1583681583284961

第2956次尝试:a1 = 6118, a2 = 7752, a3 = 314, a4 = 7955, a5 = 7942, 年化收益率: 0.15836815832849596

第2957次尝试:a1 = 1976, a2 = 8536, a3 = 3648, a4 = 2272, a5 = 9888, 年化收益率: 0.15836815832849596

第2958次尝试:a1 = 6159, a2 = 2952, a3 = 7951, a4 = 4602, a5 = 9684, 年化收益率: 0.15836815832849596

第2959次尝试:a1 = 7320, a2 = 9746, a3 = 8521, a4 = 5363, a5 = 9168, 年化收益率: 0.15836815832849596

第2960次尝试:a1 = 959, a2 = 7804, a3 = 8967, a4 = 7519, a5 = 1182, 年化收益率: 0.24362568031142054

第2961次尝试:a1 = 8875, a2 = 1602, a3 = 8412, a4 = 4144, a5 = 7847, 年化收益率: 0.11520264925873801

第2962次尝试:a1 = 930, a2 = 798, a3 = 5705, a4 = 496, a5 = 5305, 年化收益率: 0.11520264925873801

第2963次尝试:a1 = 8300, a2 = 6272, a3 = 2871, a4 = 1642, a5 = 890, 年化收益率: 0.14701731985595867

第2964次尝试:a1 = 2165, a2 = 7043, a3 = 3448, a4 = 53, a5 = 7165, 年化收益率: 0.15836815832849596

第2965次尝试:a1 = 9470, a2 = 7135, a3 = 7589, a4 = 3787, a5 = 8088, 年化收益率: 0.15836815832849596

第2966次尝试:a1 = 1938, a2 = 3624, a3 = 6958, a4 = 179, a5 = 715, 年化收益率: 0.1294917268415062

第2967次尝试:a1 = 8902, a2 = 7260, a3 = 8669, a4 = 1396, a5 = 4031, 年化收益率: 0.12219544160370523

第2968次尝试:a1 = 4711, a2 = 4706, a3 = 8510, a4 = 8297, a5 = 8004, 年化收益率: 0.1583681583284961

第2969次尝试:a1 = 9201, a2 = 725, a3 = 2503, a4 = 5306, a5 = 8102, 年化收益率: 0.1490343513874224

第2970次尝试:a1 = 9266, a2 = 2446, a3 = 7307, a4 = 6949, a5 = 4003, 年化收益率: 0.1373794553092869

第2971次尝试:a1 = 3957, a2 = 3842, a3 = 1033, a4 = 9525, a5 = 8186, 年化收益率: 0.12027153992784038

第2972次尝试:a1 = 9583, a2 = 4685, a3 = 1001, a4 = 5439, a5 = 1514, 年化收益率: 0.22068394683426404

第2973次尝试:a1 = 3753, a2 = 3432, a3 = 204, a4 = 3103, a5 = 5001, 年化收益率: 0.1583681583284961

第2974次尝试:a1 = 2866, a2 = 1700, a3 = 6525, a4 = 8781, a5 = 2999, 年化收益率: 0.2976499102585559

第2975次尝试:a1 = 2218, a2 = 7913, a3 = 444, a4 = 8920, a5 = 650, 年化收益率: 0.3291337756898447

第2976次尝试:a1 = 9556, a2 = 8215, a3 = 875, a4 = 6436, a5 = 150, 年化收益率: 0.28471752957638313

第2977次尝试:a1 = 35, a2 = 7597, a3 = 8414, a4 = 195, a5 = 6407, 年化收益率: 0.14799967941832176

第2978次尝试:a1 = 5117, a2 = 7530, a3 = 2875, a4 = 7692, a5 = 6342, 年化收益率: 0.13382638318656995

第2979次尝试:a1 = 7993, a2 = 908, a3 = 5581, a4 = 9277, a5 = 6517, 年化收益率: 0.21044251479737147

第2980次尝试:a1 = 1311, a2 = 4478, a3 = 3355, a4 = 8860, a5 = 8772, 年化收益率: 0.1583681583284961

第2981次尝试:a1 = 5480, a2 = 2435, a3 = 3523, a4 = 893, a5 = 4835, 年化收益率: 0.1583681583284961

第2982次尝试:a1 = 1105, a2 = 8564, a3 = 2211, a4 = 4717, a5 = 6794, 年化收益率: 0.13382638318656995

第2983次尝试:a1 = 3648, a2 = 1448, a3 = 1095, a4 = 197, a5 = 7476, 年化收益率: 0.11520264925873801

第2984次尝试:a1 = 4051, a2 = 4243, a3 = 1661, a4 = 3597, a5 = 5888, 年化收益率: 0.1583681583284961

第2985次尝试:a1 = 6083, a2 = 2388, a3 = 6944, a4 = 9129, a5 = 8633, 年化收益率: 0.1202715399278403

第2986次尝试:a1 = 2295, a2 = 9368, a3 = 2475, a4 = 4475, a5 = 8068, 年化收益率: 0.13382638318657

第2987次尝试:a1 = 2196, a2 = 9735, a3 = 1013, a4 = 3187, a5 = 4353, 年化收益率: 0.13382638318656995

