"","Date","Open","High","Low","Close","Volume"
"43",2014-03-03,14.58,15.14,14.43,15.01,14038400
"44",2014-03-04,14.97,15.55,14.8,15.52,18093000
"45",2014-03-05,15.45,15.7,15.22,15.54,16631500
"46",2014-03-06,15.45,15.6,15.22,15.44,7644800
"47",2014-03-07,15.47,15.75,15.3,15.45,10720300
"48",2014-03-10,15.43,15.43,14.8,14.81,9548800
"49",2014-03-11,14.63,14.83,14.43,14.71,5772600
"50",2014-03-12,14.65,15.08,14.37,15.02,6890300
"51",2014-03-13,15.11,16.52,15.1,16.52,41903800
"52",2014-03-14,16.5,16.69,16.07,16.53,26634700
"53",2014-03-17,17.1,17.8,16.75,17.18,41288700
"54",2014-03-18,16.9,17.8,16.85,17.24,31923800
"55",2014-03-19,17.11,18.5,16.72,18.18,31610600
"56",2014-03-20,17.89,17.97,16.7,16.79,29559500
"57",2014-03-21,16.75,17.75,16.75,17.69,23452800
"58",2014-03-24,17.4,17.46,17.01,17.32,16649300
"59",2014-03-25,17.05,17.3,16.7,16.98,16357300
"60",2014-03-26,16.99,17.5,16.79,17,14094000
"61",2014-03-27,17.34,17.52,16.84,16.97,20255000
"62",2014-03-28,17,17,15.92,16.33,18652000
"63",2014-03-31,16.2,16.79,16.15,16.48,32612500
"64",2014-04-01,16.46,18.09,16.38,17.17,43964600
"65",2014-04-02,17.19,17.3,16.8,16.87,16881200
"66",2014-04-03,16.86,16.97,16.52,16.89,19283700
"67",2014-04-04,16.79,17.02,16.7,16.95,40037600
"68",2014-04-07,16.95,16.95,16.95,16.95,0
"69",2014-04-08,16.93,17.6,16.81,17.45,42951500
"70",2014-04-09,17.6,17.6,17.15,17.52,29358400
"71",2014-04-10,17.5,17.93,17.26,17.39,26507900
"72",2014-04-11,17.3,17.87,16.93,17.72,44081900
"73",2014-04-14,17.65,18.18,17.54,17.86,33793200
"74",2014-04-15,17.98,18.69,17.45,17.59,45555600
"75",2014-04-16,17.32,18.17,17.23,18.05,32408800
"76",2014-04-17,18,18.27,17.66,18.06,26507900
"77",2014-04-18,18.04,18.98,17.89,18.85,35807300
"78",2014-04-21,18.6,18.79,17.78,17.95,30876300
"79",2014-04-22,17.9,18.28,17.5,18.12,29066000
"80",2014-04-23,9,9.74,8.88,9.48,25955400
"81",2014-04-24,9.2,9.57,9.05,9.07,41669700
"82",2014-04-25,9.1,9.2,8.78,9.05,24723700
"83",2014-04-28,8.9,8.9,8.15,8.15,29137500
"84",2014-04-29,7.93,8.3,7.86,8.18,16992300
"85",2014-04-30,8.15,8.43,8.1,8.28,10169900
"86",2014-05-01,8.28,8.28,8.28,8.28,0
"87",2014-05-02,8.28,8.28,8.28,8.28,0
"88",2014-05-05,8.32,8.58,8.03,8.49,22633100
"89",2014-05-06,8.45,8.61,8.3,8.46,14805000
"90",2014-05-07,8.42,8.59,8.32,8.48,16927300
"91",2014-05-08,8.5,8.64,8.38,8.4,14421100
"92",2014-05-09,8.32,8.39,7.98,8.19,13067800
"93",2014-05-12,8.29,8.58,8.09,8.5,16618500
"94",2014-05-13,8.5,8.67,8.41,8.61,21404900
"95",2014-05-14,8.59,8.71,8.47,8.53,18307900
"96",2014-05-15,8.52,8.88,8.47,8.53,23353600
"97",2014-05-16,8.5,8.77,8.38,8.75,20184100
"98",2014-05-19,8.89,9.03,8.59,8.66,27331700
"99",2014-05-20,8.63,8.69,8.42,8.48,15434100
"100",2014-05-21,8.44,8.84,8.37,8.81,23907300
"101",2014-05-22,8.83,8.98,8.71,8.89,21327000
"102",2014-05-23,8.8,9.09,8.74,9.06,26407200
"103",2014-05-26,9.11,9.17,8.95,9.13,18263700
"104",2014-05-27,9.05,9.2,8.79,8.8,35551100
"105",2014-05-28,8.68,9.11,8.66,9.09,22166700
"106",2014-05-29,9.05,9.08,8.88,8.94,12549100
"107",2014-05-30,9,9.19,8.95,9.09,20344600
"108",2014-06-02,9.09,9.09,9.09,9.09,0
"109",2014-06-03,9.09,9.36,9.04,9.22,19952400
"110",2014-06-04,9.22,9.4,9.06,9.29,25221900
"111",2014-06-05,9.3,10.18,9.21,9.89,39335400
"112",2014-06-06,9.75,10.16,9.65,10.1,29572900
"113",2014-06-09,10.03,10.79,9.93,10.44,46876000
"114",2014-06-10,10.41,10.54,10.07,10.51,30695200
"115",2014-06-11,10.42,10.48,10.11,10.18,25276500
"116",2014-06-12,10.18,10.66,10.12,10.17,27586500
"117",2014-06-13,10.14,10.47,10.04,10.33,26283200
"118",2014-06-16,10.39,10.43,10.2,10.41,19845200
"119",2014-06-17,10.35,10.43,10.2,10.3,14312000
"120",2014-06-18,10.3,10.63,10.3,10.42,34039300
"121",2014-06-19,10.38,10.38,9.78,9.97,25325500
"122",2014-06-20,9.97,10.18,9.8,10.02,16152100
"123",2014-06-23,10.02,10.18,9.95,10.12,16381500
"124",2014-06-24,10.09,10.61,10,10.51,26333800
"125",2014-06-25,10.6,10.7,10.4,10.55,23342800
"126",2014-06-26,10.42,10.7,10.42,10.55,20243700
"127",2014-06-27,10.5,11.15,10.43,10.99,31941800
"128",2014-06-30,11.08,12.09,11.01,12.09,49265700
"129",2014-07-01,12.5,12.95,11.66,12.06,80144600
"130",2014-07-02,11.95,12.98,11.76,12.49,56231100
"131",2014-07-03,12.31,12.63,12.03,12.28,38049700
"132",2014-07-04,12.15,12.28,11.84,11.94,26662100
"133",2014-07-07,11.83,12.69,11.8,12.45,44968700
"134",2014-07-08,12.45,12.6,11.9,12.31,29129800
"135",2014-07-09,12.24,13.5,12.06,12.65,65919600
"136",2014-07-10,12.5,12.89,12.38,12.53,35010700
"137",2014-07-11,12.4,13.17,12.3,12.89,44261600
"138",2014-07-14,12.93,13.04,12.51,12.73,26676900
"139",2014-07-15,12.7,13.18,12.56,12.77,32254400
"140",2014-07-16,12.7,12.7,11.66,11.83,40701600
"141",2014-07-17,11.77,11.97,11.19,11.4,22620000
"142",2014-07-18,11.38,11.65,11.29,11.55,16110200
"143",2014-07-21,11.5,11.7,11.03,11.63,22153200
"144",2014-07-22,11.38,12.18,11.31,12,23654500
"145",2014-07-23,12,12.23,11.8,12.01,24652300
"146",2014-07-24,11.96,12.17,11.15,11.9,26815000
"147",2014-07-25,11.88,12.18,11.8,11.94,19060900
"148",2014-07-28,11.94,12.48,11.94,12.42,27743900
"149",2014-07-29,12.55,12.63,12.3,12.48,27786400
"150",2014-07-30,12.48,12.97,12.3,12.55,30014000
"151",2014-07-31,12.48,12.66,12.35,12.56,18549900
"152",2014-08-01,12.52,12.6,12.02,12.07,20201300
"153",2014-08-04,12.08,12.6,12.08,12.46,21167300
"154",2014-08-05,12.5,12.57,12.34,12.47,12567200
"155",2014-08-06,12.48,13.27,12.33,12.9,41093000
"156",2014-08-07,12.88,13.35,12.8,12.96,34414400
"157",2014-08-08,13.02,13.22,12.9,13.07,18780400
"158",2014-08-11,13.13,13.59,13.13,13.32,33122000
"159",2014-08-12,13.52,13.95,13.2,13.88,41618500
"160",2014-08-13,13.8,13.82,13.38,13.71,27751700
"161",2014-08-14,13.62,13.81,13.31,13.41,25414500
"162",2014-08-15,13.41,13.65,13.3,13.51,17928600
"163",2014-08-18,13.65,13.71,13.41,13.56,20282500
"164",2014-08-19,13.53,13.82,13.3,13.8,38665100
"165",2014-08-20,13.76,13.94,13.59,13.68,25146600
"166",2014-08-21,13.61,13.85,13.48,13.68,20722900
"167",2014-08-22,13.64,13.64,13.35,13.42,18841400
"168",2014-08-25,13.4,13.55,13.25,13.51,15769800
"169",2014-08-26,13.4,13.69,13.24,13.33,24870300
"170",2014-08-27,13.3,13.81,13.3,13.5,36625500
"171",2014-08-28,13.41,13.45,12.87,12.94,28758300
"172",2014-08-29,12.92,13.2,12.92,13.16,11908300
"173",2014-09-01,13.25,13.73,13.25,13.59,30815200
"174",2014-09-02,13.73,14.68,13.58,14.43,59321300
"175",2014-09-03,14.5,14.54,14.1,14.35,36533700
"176",2014-09-04,14.32,14.99,14.15,14.6,54142400
"177",2014-09-05,14.5,14.78,14.38,14.61,28950900
"178",2014-09-08,14.61,14.61,14.61,14.61,0
"179",2014-09-09,14.61,14.85,14.46,14.57,34759600
"180",2014-09-10,14.69,14.97,14.39,14.76,41225100
"181",2014-09-11,14.75,15.02,14.59,14.69,32125900
"182",2014-09-12,14.58,14.78,14.4,14.76,23984500
"183",2014-09-15,14.98,15,14.56,14.99,33896600
"184",2014-09-16,14.88,14.97,14.18,14.25,26186700
"185",2014-09-17,14.29,14.58,13.85,14.29,19074000
"186",2014-09-18,14.35,14.57,14.15,14.45,19033600
"187",2014-09-19,14.45,15.07,14.36,15.02,59135200
"188",2014-09-22,15.05,15.36,14.71,15.35,68316500
"189",2014-09-23,15.3,15.74,15.01,15.55,48141300
"190",2014-09-24,15.57,17.11,15.31,16.78,72904900
"191",2014-09-25,16.82,17.89,16.32,17.24,82963100
"192",2014-09-26,17.29,17.45,16.65,17.12,48577700
"193",2014-09-29,17.02,17.43,16.87,16.92,48911200
"194",2014-09-30,16.9,16.99,16.5,16.68,31438000
"195",2014-10-01,16.68,16.68,16.68,16.68,0
"196",2014-10-02,16.68,16.68,16.68,16.68,0
"197",2014-10-03,16.68,16.68,16.68,16.68,0
"198",2014-10-06,16.68,16.68,16.68,16.68,0
"199",2014-10-07,16.68,16.68,16.68,16.68,0
"200",2014-10-08,16.66,17.15,16.53,16.87,29152300
"201",2014-10-09,16.88,16.95,16.41,16.78,29775500
"202",2014-10-10,16.69,17.04,16.45,17,39619700
"203",2014-10-13,17,17.58,16.78,17.2,49173500
"204",2014-10-14,17.2,17.46,16.56,16.78,37776700
"205",2014-10-15,16.6,16.99,16.4,16.9,31820600
"206",2014-10-16,16.8,17.14,16.56,16.62,26616400
"207",2014-10-17,16.52,16.68,15.6,16.65,32174700
"208",2014-10-20,16.62,16.92,16.49,16.83,28626600
"209",2014-10-21,16.84,17.07,16.61,16.62,25747500
"210",2014-10-22,16.65,17.08,16.33,16.64,26271600
"211",2014-10-23,16.63,16.93,16.39,16.68,23932100
"212",2014-10-24,16.77,16.9,16.53,16.83,24368300
"213",2014-10-27,16.8,17.8,16.67,17.73,62324800
"214",2014-10-28,17.78,18.32,17.3,18.25,66458500
"215",2014-10-29,18.1,18.39,17.91,18.23,51435300
"216",2014-10-30,18.23,18.38,17.31,17.39,53252000
"217",2014-10-31,17.43,17.49,16.81,17.08,29985300
"218",2014-11-03,17,17.34,16.85,17.02,23987700
"219",2014-11-04,17.03,17.09,16.28,16.48,23413800
"220",2014-11-05,16.45,16.78,16.31,16.68,19252500
"221",2014-11-06,16.65,16.85,16.45,16.77,19254500
"222",2014-11-07,16.78,17.02,16.44,16.65,24895900
"223",2014-11-10,16.76,16.78,16.2,16.71,25309300
"224",2014-11-11,16.72,16.88,15.65,15.73,29352800
"225",2014-11-12,15.6,16.35,15.55,16.31,18171300
"226",2014-11-13,16.26,16.26,15.64,16.07,25401900
"227",2014-11-14,16.04,16.26,15.74,16.19,18702300
"228",2014-11-17,16.22,16.35,15.89,16.15,15905900
"229",2014-11-18,16.16,16.27,16.02,16.16,13816800
"230",2014-11-19,16.2,16.2,15.66,15.86,16227500
"231",2014-11-20,15.89,15.89,15.4,15.58,18366600
"232",2014-11-21,15.57,15.82,15.45,15.81,15409700
"233",2014-11-24,15.9,16.4,15.68,16.28,22215900
"234",2014-11-25,16.23,16.6,16.1,16.54,26873900
"235",2014-11-26,16.5,16.84,16.3,16.68,25642200
"236",2014-11-27,16.67,16.85,16.39,16.79,29481900
"237",2014-11-28,16.78,17.16,16.6,16.91,44885300
"238",2014-12-01,16.86,17.15,16.42,16.56,35033400
"239",2014-12-02,16.49,16.94,16.4,16.75,20059400
"240",2014-12-03,16.74,17.1,16.3,17.09,44978100
"241",2014-12-04,17.12,17.96,17.12,17.48,60819000
"242",2014-12-05,17.8,19.23,16.77,19.23,85525300
"243",2014-12-08,19.83,21.05,19.4,20.49,110981500
"244",2014-12-09,20.49,20.6,18.44,18.44,74576100
"245",2014-12-10,18,19.14,17.35,19.04,55553600
"246",2014-12-11,18.88,19.8,18.44,19.78,57673600
"247",2014-12-12,19.6,19.85,19.36,19.78,34955800
"248",2014-12-15,18.6,20.46,18.41,20.4,51106700
"249",2014-12-16,20.7,21,20.11,20.34,76948000
"250",2014-12-17,20.1,20.54,19.21,19.78,45221000
"251",2014-12-18,19.77,21.06,19.77,20.19,33612300
"252",2014-12-19,19.96,19.96,18.9,19.3,35522400
"253",2014-12-22,19.01,19.48,17.66,17.77,33862100
"254",2014-12-23,17.9,18.19,16.88,17.59,17245800
"255",2014-12-24,17.6,19.25,17.3,18.76,23944500
"256",2014-12-25,18.66,19.49,18.36,18.99,21814200
"257",2014-12-26,19,19.16,18.5,19.01,18290700
"258",2014-12-29,18.8,18.8,17.88,18.26,17033400
"259",2014-12-30,18.25,18.5,17.53,18.07,16940900
"260",2014-12-31,18.11,18.48,18.01,18.4,19816100
