"","Date","Open","High","Low","Close","Volume"
"64",2014-04-01,17.963,18.63,17.848,18.469,3039800
"65",2014-04-02,18.492,18.699,17.963,18.055,2951000
"66",2014-04-03,18.009,18.584,18.009,18.101,2116300
"67",2014-04-04,18.147,18.607,17.986,18.584,1939400
"68",2014-04-07,18.584,18.584,18.584,18.584,0
"69",2014-04-08,18.423,18.584,18.262,18.469,3053900
"70",2014-04-09,18.653,19.159,18.446,18.63,5362000
"71",2014-04-10,18.63,18.63,18.101,18.285,4151100
"72",2014-04-11,18.285,18.285,17.503,17.779,3722700
"73",2014-04-14,17.779,17.779,17.779,17.779,0
"74",2014-04-15,17.779,17.779,17.779,17.779,0
"75",2014-04-16,17.779,17.779,17.779,17.779,0
"76",2014-04-17,17.779,17.779,17.779,17.779,0
"77",2014-04-18,17.779,17.779,17.779,17.779,0
"78",2014-04-21,17.779,17.779,17.779,17.779,0
"79",2014-04-22,17.779,17.779,17.779,17.779,0
"80",2014-04-23,17.779,17.779,17.779,17.779,0
"81",2014-04-24,17.779,17.779,17.779,17.779,0
"82",2014-04-25,17.779,17.779,17.779,17.779,0
"83",2014-04-28,17.779,17.779,17.779,17.779,0
"84",2014-04-29,17.779,17.779,17.779,17.779,0
"85",2014-04-30,17.779,17.779,17.779,17.779,0
"86",2014-05-01,17.779,17.779,17.779,17.779,0
"87",2014-05-02,17.779,17.779,17.779,17.779,0
"88",2014-05-05,17.779,17.779,17.779,17.779,0
"89",2014-05-06,17.779,17.779,17.779,17.779,0
"90",2014-05-07,17.779,17.779,17.779,17.779,0
"91",2014-05-08,17.779,17.779,17.779,17.779,0
"92",2014-05-09,17.779,17.779,17.779,17.779,0
"93",2014-05-12,17.779,17.779,17.779,17.779,0
"94",2014-05-13,17.779,17.779,17.779,17.779,0
"95",2014-05-14,17.779,17.779,17.779,17.779,0
"96",2014-05-15,17.779,17.779,17.779,17.779,0
"97",2014-05-16,17.779,17.779,17.779,17.779,0
"98",2014-05-19,17.779,17.779,17.779,17.779,0
"99",2014-05-20,17.779,17.779,17.779,17.779,0
"100",2014-05-21,17.779,17.779,17.779,17.779,0
"101",2014-05-22,17.779,17.779,17.779,17.779,0
"102",2014-05-23,17.779,17.779,17.779,17.779,0
"103",2014-05-26,17.779,17.779,17.779,17.779,0
"104",2014-05-27,17.779,17.779,17.779,17.779,0
"105",2014-05-28,17.779,17.779,17.779,17.779,0
"106",2014-05-29,17.779,17.779,17.779,17.779,0
"107",2014-05-30,17.779,17.779,17.779,17.779,0
"108",2014-06-02,17.779,17.779,17.779,17.779,0
"109",2014-06-03,17.779,17.779,17.779,17.779,0
"110",2014-06-04,17.779,17.779,17.779,17.779,0
"111",2014-06-05,17.779,17.779,17.779,17.779,0
"112",2014-06-06,17.779,17.779,17.779,17.779,0
"113",2014-06-09,17.779,17.779,17.779,17.779,0
"114",2014-06-10,17.779,17.779,17.779,17.779,0
"115",2014-06-11,17.779,17.779,17.779,17.779,0
"116",2014-06-12,17.779,17.779,17.779,17.779,0
"117",2014-06-13,17.779,17.779,17.779,17.779,0
"118",2014-06-16,17.779,17.779,17.779,17.779,0
"119",2014-06-17,17.779,17.779,17.779,17.779,0
"120",2014-06-18,17.779,17.779,17.779,17.779,0
"121",2014-06-19,17.779,17.779,17.779,17.779,0
"122",2014-06-20,17.779,17.779,17.779,17.779,0
"123",2014-06-23,17.779,17.779,17.779,17.779,0
"124",2014-06-24,17.779,17.779,17.779,17.779,0
"125",2014-06-25,17.779,17.779,17.779,17.779,0
"126",2014-06-26,17.779,17.779,17.779,17.779,0
"127",2014-06-27,17.779,17.779,17.779,17.779,0
"128",2014-06-30,17.779,17.779,17.779,17.779,0
"129",2014-07-01,17.779,17.779,17.779,17.779,0
"130",2014-07-02,17.779,17.779,17.779,17.779,0
"131",2014-07-03,17.779,17.779,17.779,17.779,0
"132",2014-07-04,17.779,17.779,17.779,17.779,0
"133",2014-07-07,17.779,17.779,17.779,17.779,0
"134",2014-07-08,17.779,17.779,17.779,17.779,0
"135",2014-07-09,17.779,17.779,17.779,17.779,0
"136",2014-07-10,17.779,17.779,17.779,17.779,0
"137",2014-07-11,17.779,17.779,17.779,17.779,0
"138",2014-07-14,17.779,17.779,17.779,17.779,0
"139",2014-07-15,17.779,17.779,17.779,17.779,0
"140",2014-07-16,17.779,17.779,17.779,17.779,0
"141",2014-07-17,17.779,17.779,17.779,17.779,0
"142",2014-07-18,17.779,17.779,17.779,17.779,0
"143",2014-07-21,17.779,17.779,17.779,17.779,0
"144",2014-07-22,17.779,17.779,17.779,17.779,0
"145",2014-07-23,17.779,17.779,17.779,17.779,0
"146",2014-07-24,17.779,17.779,17.779,17.779,0
"147",2014-07-25,19.55,19.55,19.55,19.55,337800
"148",2014-07-28,21.505,21.505,19.274,19.573,18935500
"149",2014-07-29,19.274,20.585,18.837,20.148,14974800
"150",2014-07-30,19.803,20.102,19.642,19.711,8218300
"151",2014-07-31,19.757,20.125,19.573,19.872,6078900
"152",2014-08-01,19.527,19.757,19.09,19.136,7542600
"153",2014-08-04,19.021,19.343,18.952,19.228,3914800
"154",2014-08-05,19.251,20.309,19.09,20.217,9976000
"155",2014-08-06,20.01,20.47,19.941,20.401,6045400
"156",2014-08-07,20.401,20.516,19.895,20.424,5704400
"157",2014-08-08,20.24,20.7,20.24,20.424,13762700
"158",2014-08-11,20.401,21.344,20.125,20.861,11180600
"159",2014-08-12,20.838,21.298,20.447,21.252,8685300
"160",2014-08-13,21.16,22.287,20.976,22.195,17318000
"161",2014-08-14,21.781,22.149,21.091,21.367,13063000
"162",2014-08-15,21.183,21.62,20.907,21.505,6477200
"163",2014-08-18,21.505,21.804,21.275,21.666,9661800
"164",2014-08-19,21.643,21.85,21.321,21.781,6352700
"165",2014-08-20,21.735,22.425,21.551,22.31,12970700
"166",2014-08-21,21.896,22.287,21.459,21.551,8995900
"167",2014-08-22,21.528,21.551,20.815,21.114,5135200
"168",2014-08-25,21.137,21.252,20.746,21.068,2776200
"169",2014-08-26,20.93,21.206,20.286,20.401,3249500
"170",2014-08-27,20.401,20.608,20.263,20.539,2018900
"171",2014-08-28,20.493,20.631,20.309,20.562,1968900
"172",2014-08-29,20.608,20.93,20.562,20.769,1845500
"173",2014-09-01,20.792,20.93,20.746,20.907,1917100
"174",2014-09-02,20.953,21.16,20.746,21.114,2970600
"175",2014-09-03,21.114,21.597,20.999,21.413,4680700
"176",2014-09-04,21.505,21.551,21.206,21.39,3056600
"177",2014-09-05,21.413,21.459,20.907,21.114,4705000
"178",2014-09-08,21.114,21.114,21.114,21.114,0
"179",2014-09-09,21.068,22.126,20.999,22.103,9453000
"180",2014-09-10,22.057,22.471,21.781,22.31,6302300
"181",2014-09-11,22.241,22.54,21.781,22.448,15052200
"182",2014-09-12,22.402,22.793,21.988,22.678,12488600
"183",2014-09-15,22.609,23.46,22.08,22.264,9787600
"184",2014-09-16,22.379,22.379,20.999,21.091,6383300
"185",2014-09-17,21.091,21.298,20.746,21.275,3003900
"186",2014-09-18,21.298,21.298,21.022,21.068,2266600
"187",2014-09-19,21.091,21.482,21.091,21.344,2385200
"188",2014-09-22,21.436,21.804,21.252,21.436,3248800
"189",2014-09-23,21.505,21.666,21.344,21.551,3115900
"190",2014-09-24,21.505,21.85,21.459,21.781,3821200
"191",2014-09-25,21.85,21.873,21.413,21.712,4091200
"192",2014-09-26,21.62,21.735,21.321,21.459,2699900
"193",2014-09-29,21.505,21.712,21.39,21.528,2951400
"194",2014-09-30,21.528,21.873,21.505,21.804,3903600
"195",2014-10-01,21.804,21.804,21.804,21.804,0
"196",2014-10-02,21.804,21.804,21.804,21.804,0
"197",2014-10-03,21.804,21.804,21.804,21.804,0
"198",2014-10-06,21.804,21.804,21.804,21.804,0
"199",2014-10-07,21.804,21.804,21.804,21.804,0
"200",2014-10-08,21.804,21.896,21.528,21.804,3470800
"201",2014-10-09,21.85,22.977,21.85,22.724,12567800
"202",2014-10-10,22.54,22.586,22.218,22.31,4069600
"203",2014-10-13,22.333,22.379,21.689,22.034,3087500
"204",2014-10-14,21.965,22.08,20.999,21.183,7333800
"205",2014-10-15,21.183,21.321,20.7,21.068,4485300
"206",2014-10-16,21.045,21.413,20.907,21.137,4330400
"207",2014-10-17,21.114,21.114,20.01,20.47,3088400
"208",2014-10-20,20.562,20.792,20.516,20.792,2157600
"209",2014-10-21,20.815,20.815,20.47,20.516,1740200
"210",2014-10-22,20.47,20.7,20.125,20.217,1894900
"211",2014-10-23,20.194,20.24,19.021,19.113,3973200
"212",2014-10-24,19.136,19.366,18.929,19.067,1725900
"213",2014-10-27,19.09,19.619,18.814,19.596,2594500
"214",2014-10-28,19.665,20.01,19.481,20.01,3639300
"215",2014-10-29,20.01,20.24,19.895,20.171,2866400
"216",2014-10-30,20.125,20.7,20.056,20.263,4628600
"217",2014-10-31,20.24,20.608,19.987,20.24,2292700
"218",2014-11-03,20.217,20.631,20.125,20.424,2002300
"219",2014-11-04,20.562,20.562,20.194,20.47,2298700
"220",2014-11-05,20.493,20.493,20.102,20.401,2740700
"221",2014-11-06,20.401,20.93,20.263,20.792,4366800
"222",2014-11-07,20.907,20.93,20.24,20.286,2491600
"223",2014-11-10,20.217,20.424,19.665,20.056,4437500
"224",2014-11-11,20.033,20.125,19.32,19.481,3785800
"225",2014-11-12,19.481,19.481,19.481,19.481,0
"226",2014-11-13,19.481,19.481,19.481,19.481,0
"227",2014-11-14,19.481,19.481,19.481,19.481,0
"228",2014-11-17,19.481,19.481,19.481,19.481,0
"229",2014-11-18,19.481,19.481,19.481,19.481,0
"230",2014-11-19,19.481,19.481,19.481,19.481,0
"231",2014-11-20,19.481,19.481,19.481,19.481,0
"232",2014-11-21,19.481,19.481,19.481,19.481,0
"233",2014-11-24,19.481,19.481,19.481,19.481,0
"234",2014-11-25,19.481,19.481,19.481,19.481,0
"235",2014-11-26,19.481,19.481,19.481,19.481,0
"236",2014-11-27,19.481,19.481,19.481,19.481,0
"237",2014-11-28,19.481,19.481,19.481,19.481,0
"238",2014-12-01,19.481,19.481,19.481,19.481,0
"239",2014-12-02,19.481,19.481,19.481,19.481,0
"240",2014-12-03,19.481,19.481,19.481,19.481,0
"241",2014-12-04,20.723,20.723,19.228,20.355,14638800
"242",2014-12-05,19.987,20.079,18.63,19.251,9494100
"243",2014-12-08,19.159,19.159,18.607,18.768,6287200
"244",2014-12-09,18.63,18.722,17.664,17.71,5919300
"245",2014-12-10,17.687,18.285,17.549,18.216,2892700
"246",2014-12-11,18.193,18.791,17.963,18.745,4534700
"247",2014-12-12,18.722,18.883,18.584,18.814,2841900
"248",2014-12-15,18.791,19.251,18.561,19.205,3255000
"249",2014-12-16,19.297,19.32,18.883,19.251,2988300
"250",2014-12-17,19.205,19.251,18.607,18.653,2768500
"251",2014-12-18,18.814,18.837,18.262,18.423,3445700
"252",2014-12-19,18.262,18.515,17.825,18.078,1922200
"253",2014-12-22,18.124,18.17,16.905,17.089,3459500
"254",2014-12-23,16.974,17.664,16.974,17.411,1653200
"255",2014-12-24,17.411,17.871,17.388,17.848,1807100
"256",2014-12-25,17.894,18.216,17.756,18.124,1960200
"257",2014-12-26,18.078,18.124,17.756,17.848,2043100
"258",2014-12-29,17.825,17.848,17.227,17.388,2290700
"259",2014-12-30,17.434,17.457,17.158,17.273,1481800
"260",2014-12-31,17.273,17.595,17.158,17.503,1276500
