"","X600000","X600016","X600018","X600028","X600048"
"2010-08-24",0.002789,-0.003604,0.009662,0,0.022746
"2010-08-25",-0.024339,-0.023508,0.019139,-0.026066,-0.035743
"2010-08-26",-0.004277,0,0.051643,0.002433,0
"2010-08-27",0.000716,0.003704,0.035714,0.001214,-0.005766
"2010-08-30",0.008584,0.005535,-0.002155,0.010909,0.003314
"2010-08-31",-0.007801,-0.011009,-0.017279,-0.013189,-0.009083
"2010-09-01",0,0,-0.035165,-0.00243,-0.0125
"2010-09-02",0.005718,0.001855,0.013667,0.01827,-0.001688
"2010-09-03",-0.008529,-0.007407,0.004494,-0.005981,-0.005072
"2010-09-06",0.020072,0.016791,-0.004474,0.028881,0.019541
"2010-09-07",-0.004919,-0.00367,0.042697,-0.004678,0.011667
"2010-09-08",-0.019068,-0.020258,-0.006466,-0.009401,-0.028007
"2010-09-09",-0.025198,-0.018797,-0.02603,-0.022539,-0.040678
"2010-09-10",-0.002216,0,0.011136,-0.002427,-0.017668
"2010-09-13",-0.00148,-0.005747,-0.006608,0.013381,0.026978
"2010-09-14",0.000741,0,-0.015521,0.001212,-0.002627
"2010-09-15",-0.012593,-0.017341,-0.022523,-0.001211,-0.021071
"2010-09-16",-0.023256,-0.017647,-0.029954,-0.021818,-0.018834
"2010-09-17",-0.004608,-0.001996,-0.002375,-0.004957,0.006399
"2010-09-20",NA,0,0,0,-0.019074
"2010-09-21",-0.001543,0.002,0.011905,0.006227,-0.001852
"2010-09-27",-0.000773,0,0,0,0.044527
"2010-09-28",-0.027069,-0.007984,-0.018824,-0.016089,-0.006217
"2010-09-29",-0.007154,0.008048,0,0.008805,0.014298
"2010-09-30",0.03763,0.017964,0.004796,0.022444,0.088987
"2010-10-08",0.030864,0.021569,0.02148,0.029268,0.029126
"2010-10-11",0.039671,0.023033,0.028037,0.028436,0.055031
"2010-10-12",0.00504,-0.005629,-0.011364,0.039171,0.016393
"2010-10-13",0.034384,0.018868,0.022989,-0.013304,0.099707
"2010-10-14",-0.003463,0.009259,0.013483,0.01236,-0.001333
"2010-10-15",0.059764,0.044037,0.019956,0.043285,0.036716
"2010-10-18",0.006557,0.019332,0.032609,-0.003191,0.005151
"2010-10-19",0.000651,0.003448,-0.006316,0.005336,-0.028828
"2010-10-20",-0.005859,-0.003436,-0.03178,-0.031847,-0.077836
"2010-10-21",-0.037983,-0.027586,-0.002188,0.001096,-0.007153
"2010-10-22",-0.00953,-0.010638,NA,-0.009858,0.011527
"2010-10-25",0.011684,0.014337,NA,0.019912,0.008547
"2010-10-26",-0.006793,-0.001767,NA,-0.005423,0.033192
"2010-10-27",-0.012996,-0.014159,NA,-0.014177,0.010936
"2010-10-28",0.009702,0,NA,-0.002212,0.014199
"2010-10-29",-0.006177,-0.019749,-0.008772,-0.012195,-0.049333
"2010-11-01",0.01174,0.010989,0.011062,0.020202,-0.004909
"2010-11-02",-0.010239,-0.009058,0,-0.0033,0.017618
"2010-11-03",0.013103,0.027422,-0.015317,0.002208,0.009695
"2010-11-04",0.000681,0.003559,0.006667,0.017621,-0.004115
"2010-11-05",0.001361,0.007092,0.00883,-0.002165,0.017218
"2010-11-08",0.012908,0.010563,0.015317,0.007592,0.021666
"2010-11-09",-0.026828,-0.013937,-0.017241,-0.018299,-0.041087
"2010-11-10",-0.026878,-0.021201,-0.017544,-0.010965,-0.046303
"2010-11-11",0.008499,0.01083,0.006696,0.052106,0.010145
"2010-11-12",-0.060393,-0.05,-0.062084,-0.032666,-0.073171
"2010-11-15",0.011211,0.007519,NA,-0.027233,0.002322
"2010-11-16",-0.036955,-0.033582,-0.026005,-0.052632,-0.054826
"2010-11-17",0.007675,-0.003861,-0.014563,-0.021277,0.005719
"2010-11-18",0.00457,0.007752,0.007389,0.013285,0.005686
"2010-11-19",-0.005307,-0.001923,0.002445,-0.004768,0.001616
"2010-11-22",-0.019055,-0.019268,-0.017073,-0.009581,-0.012097
"2010-11-23",-0.016317,-0.005894,-0.024814,-0.021765,-0.026122
"2010-11-24",0.010269,0.011858,0.020356,0.008653,0.019279
"2010-11-25",0.016419,0.009766,0.007481,0.011029,0.058388
"2010-11-26",0.003077,-0.007737,-0.007426,-0.007273,-0.03108
"2010-11-29",-0.006135,0,0,-0.001221,-0.015237
"2010-11-30",-0.020833,-0.011696,-0.014963,-0.006112,-0.013029
"2010-12-01",0.00394,0,0.002532,-0.00615,0.009076
"2010-12-02",0.003925,0.005917,0.007576,0.008663,0
"2010-12-03",0.002346,0,-0.002506,0.003681,0.017171
"2010-12-06",0.017941,0.005882,-0.005025,0.01956,0.011254
"2010-12-07",0.000766,0,0.002525,-0.007194,0.014308
"2010-12-08",-0.011485,-0.011696,-0.015113,-0.01087,-0.004702
"2010-12-09",-0.016266,-0.005917,0.005115,-0.013431,-0.044882
"2010-12-10",0.006299,0.007937,0.010178,0.00495,-0.006595
"2010-12-13",0.017214,0.01378,0.027708,0.029557,0.044813
"2010-12-14",-0.003846,-0.005825,-0.004902,-0.008373,0.003177
"2010-12-15",-0.000772,0,-0.007389,0,-0.019794
"2010-12-16",-0.011592,-0.005859,-0.009926,-0.007238,0.012116
"2010-12-17",-0.005473,-0.001965,0.002506,-0.003645,-0.005587
"2010-12-20",-0.022799,-0.009843,-0.025,-0.012195,-0.014446
"2010-12-21",0.028962,0.017893,0.015385,0.019753,0.100163
"2010-12-22",-0.019547,-0.011719,-0.012626,-0.003632,0.019985
"2010-12-23",0.012759,0.005929,-0.007673,-0.008505,0.007983
"2010-12-24",0.00315,0.001965,0.005155,0,0
"2010-12-27",-0.018053,-0.007843,-0.017949,-0.008578,-0.009359
"2010-12-28",-0.010392,-0.001976,-0.020888,-0.008653,-0.061773
"2010-12-29",0.000808,-0.005941,0,0.001247,-0.003098
"2010-12-30",-0.006457,-0.001992,0.021333,-0.004981,-0.027972
"2010-12-31",0.006499,0.001996,-0.005222,0.008761,0.015188
"2011-01-04",0.017756,0.00996,0.007874,0.01737,0.099213
"2011-01-05",0.00793,-0.005917,0,-0.010976,0.003582
"2011-01-06",-0.003147,-0.001984,0,-0.003699,0.02641
"2011-01-07",0.044199,NA,0.002604,0.012376,0.000695
"2011-01-10",-0.012094,0.00994,-0.015584,0.002445,-0.029882
"2011-01-11",0.025249,0.007874,0.063325,0.019512,0.055874
"2011-01-12",0.006716,0.005859,0.009926,0,0.025102
"2011-01-13",-0.011119,-0.001942,-0.014742,0.020335,-0.015884
"2011-01-14",-0.014993,-0.007782,0,0.007034,0.001345
"2011-01-17",-0.040335,-0.017647,0.002494,-0.023283,-0.086635
"2011-01-18",0.006344,-0.003992,0.034826,0.008343,0
"2011-01-19",0.010244,0.004008,0.045673,0.022459,0.022794
"2011-01-20",-0.026521,-0.013972,-0.025287,-0.025434,-0.063264
"2011-01-21",0.021635,0.012146,0.025943,0.032028,0.034536
"2011-01-24",-0.000784,-0.006,-0.009195,0.011494,0.008902
"2011-01-25",0.010204,0,-0.016241,-0.014773,0.007353
"2011-01-26",0.000777,0.004024,0.004717,0.00346,0.010219
"2011-01-27",-0.003882,0.004008,0.023474,0.013793,-0.043353
"2011-01-28",-0.010912,-0.003992,-0.020642,-0.00907,-0.012085
"2011-01-31",0.002364,0.008016,-0.002342,0.029748,-0.009939
"2011-02-01",0.003145,0.007952,0.00939,0.002222,-0.003861
"2011-02-09",-0.010188,-0.00789,0.023256,-0.009978,-0.030233
"2011-02-10",0.011085,0.017893,0.004545,0,0.019984
"2011-02-11",-0.001566,-0.001953,-0.00905,-0.004479,0.023511
"2011-02-14",0.030588,0.021526,0.050228,0.022497,0.026799
"2011-02-15",-0.008371,-0.007663,-0.017391,0.011001,0.004474
"2011-02-16",-0.005372,-0.007722,0.022124,0.008705,-0.011878
"2011-02-17",0.009259,0.001946,0.006494,0,-0.025545
"2011-02-18",-0.003058,0,-0.025806,-0.014024,0.000771
"2011-02-21",-0.002301,0.005825,0.011038,0.014223,0.003852
"2011-02-22",-0.027671,-0.015444,-0.032751,-0.057174,-0.056792
"2011-02-23",-0.003162,0,-0.009029,-0.020595,0.003255
"2011-02-24",-0.000793,-0.001961,-0.004556,-0.001168,0.007299
"2011-02-25",0.003968,NA,0.009153,-0.009357,-0.007246
"2011-02-28",0.004743,0.003929,0.036281,0.005903,0.003244
"2011-03-01",0.018883,0.007828,-0.002188,0.012911,0.034762
"2011-03-02",0.017761,0.009709,-0.015351,-0.004635,-0.010938
"2011-03-03",0.020486,0.017308,-0.033408,0,0.009479
"2011-03-04",0.008178,0.011342,0.018433,0.018626,0.024257
"2011-03-07",0.003687,0.013084,NA,0.010286,0.007639
"2011-03-08",0.00147,-0.005535,0.011312,-0.007919,0.009856
"2011-03-09",-0.001467,0.003711,-0.008949,0.00114,-0.00976
"2011-03-10",-0.027186,-0.025878,-0.045147,-0.018223,-0.005307
"2011-03-11",-0.010574,-0.005693,0.009456,-0.008121,-0.016768
"2011-03-14",0.001527,0.005725,0.016393,0.00117,-0.002326
"2011-03-15",-0.016006,-0.013283,-0.036866,-0.016355,-0.020979
"2011-03-16",0.007746,0.005769,0.004785,0.007126,0.004762
"2011-03-17",-0.01153,-0.013384,-0.019048,0.010613,-0.019747
"2011-03-18",0.00311,0.001938,-0.012136,-0.002334,0.020145
"2011-03-21",0.003101,-0.001934,0.007371,0.002339,0.010269
"2011-03-22",0.018547,0.023256,0.004878,0,NA
"2011-03-23",0.007587,0.005682,0.004854,0.002334,0.039093
"2011-03-24",-0.00753,-0.003766,0,0.001164,-0.00602
"2011-03-25",0.016692,0.015123,0.007246,0.00814,0.044663
"2011-03-28",0.002985,0.026071,-0.009592,-0.001153,0.006522
"2011-03-29",0.013393,0.021779,-0.002421,-0.013857,0.007199
"2011-03-30",0.016887,0.003552,0.004854,0.012881,-0.027877
"2011-03-31",-0.016606,-0.010619,-0.012077,-0.013873,-0.0125
"2011-04-01",0.038179,0.039356,0.00978,0.003517,0.050633
"2011-04-06",0.031825,0.022375,0.029056,0.017523,0.021262
"2011-04-07",-0.002742,0,-0.004706,0,-0.004164
"2011-04-08",-0.002062,-0.001684,0.002364,0.014925,0.002787
"2011-04-11",0.000689,-0.001686,0.002358,-0.006787,-0.022238
"2011-04-12",-0.006882,-0.011824,0.007059,0.009112,-0.016347
"2011-04-13",0.038808,0.022222,0.004673,0.003386,0.022399
"2011-04-14",-0.002001,0.006689,-0.002326,-0.007874,-0.022615
"2011-04-15",0.008021,0.013289,-0.006993,0.007937,0.023138
"2011-04-18",-0.005305,-0.003279,NA,0.017998,0.013428
"2011-04-19",-0.028667,-0.023026,-0.016432,-0.00884,NA
"2011-04-20",-0.004118,-0.005051,0.002387,-0.010033,-0.040446
"2011-04-21",0.002757,0.011844,0.007143,0,0.002907
"2011-04-22",-0.006873,0.005017,0.01182,-0.018018,-0.006522
"2011-04-25",0.006228,0,-0.004673,-0.011468,-0.019694
"2011-04-26",0.014443,0.013311,-0.025822,-0.011601,0.008185
"2011-04-27",-0.008814,0.01642,-0.004819,0.003521,-0.019926
"2011-04-28",NA,-0.003231,-0.026634,-0.003509,-0.027861
"2011-04-29",-0.023256,-0.003241,0.014925,0.014085,0.017816
"2011-05-03",7e-04,0.004878,0.017157,0.00463,-0.003805
"2011-05-04",-0.03219,NA,0,-0.024194,-0.022918
"2011-05-05",0.003615,-0.024272,-0.00241,0.012987,0.015637
"2011-05-06",-0.004323,-0.028192,0.016908,-0.011655,0.003079
"2011-05-09",-0.004342,-0.006826,0,-0.005896,-0.002302
"2011-05-10",0.015262,0.0189,-0.004751,0.002372,0.013077
"2011-05-11",-0.006442,-0.003373,0.002387,-0.005917,0.01063
"2011-05-12",-0.016571,-0.003384,-0.019048,-0.009524,-0.008264
"2011-05-13",0.013187,0.006791,0.007282,NA,0.018939
"2011-05-16",-0.010123,-0.020236,-0.004819,-0.004808,-0.004461
"2011-05-17",0.01607,0.008606,-0.004843,-0.001208,0.004256
"2011-05-18",0.017254,0.027304,0.004866,0.006046,0.014735
"2011-05-19",-0.000707,0.003322,-0.004843,-0.002404,-0.021297
"2011-05-20",0.007072,0.003311,NA,0,-0.002967
"2011-05-23",-0.026685,-0.026403,-0.021898,-0.022892,-0.015873
"2011-05-24",-0.000722,0.00339,-0.00995,-0.002466,0
"2011-05-25",-0.018051,-0.018581,-0.027638,-0.009889,-0.008065
"2011-05-26",0.003676,NA,0.002584,-0.001248,-0.010163
"2011-05-27",0.00293,0.017212,0.005155,0,0.00924
"2011-05-30",0.008035,0.001692,0.005128,-0.0025,-0.032553
"2011-05-31",0.004348,0.023649,0.007653,0.010025,-0.012618
"2011-06-01",-0.008658,-0.013201,-0.005063,-0.004963,-0.007455
"2011-06-02",-0.038574,-0.040134,-0.010178,-0.01995,-0.02897
"2011-06-03",0.005071,0.003484,0.007712,0.005089,0.01547
"2011-06-07",0.000991,0.006944,0.002551,0.01519,0.002176
"2011-06-08",-0.017822,-0.008621,0,0.002494,0.035831
"2011-06-09",-0.023185,-0.012174,-0.012723,-0.00995,-0.025157
"2011-06-10",0.00516,0.008961,0,0,0.034409
"2011-06-13",0.005133,0.019538,0.005155,-0.005025,-0.009356
"2011-06-14",0.013279,0.012195,0.002564,0.026515,0.068206
"2011-06-15",-0.020161,-0.005164,-0.002558,-0.00615,0.003929
"2011-06-16",-0.011317,-0.00519,-0.015385,-0.006188,-0.02544
"2011-06-17",-0.005203,-0.001739,0.007813,0.014944,0.018072
"2011-06-20",0.009414,0.008711,-0.01292,0,0.0286
"2011-06-21",0.003109,0.003454,0.002618,0.001247,0.010547
"2011-06-22",-0.005165,-0.001721,0,0.002491,-0.004744
"2011-06-23",0.011423,0.012069,0.005222,0.006211,0.009533
"2011-06-24",0.036961,0.027257,0.018182,0.014815,0.010387
"2011-06-27",-0.00297,0,-0.002551,0,-0.01215
"2011-06-28",-0.006951,-0.00995,0.005115,-0.004866,0.014191
"2011-06-29",-0.024,-0.041876,-0.012723,-0.00489,-0.012127
"2011-06-30",0.008197,0.001748,0.005155,0.011057,0.037771
"2011-07-01",-0.010163,-0.00349,0,-0.006075,0.021838
"2011-07-04",0.036961,0.024518,0.015385,0.012225,0.005343
"2011-07-05",-0.00495,0,-0.002525,0.001208,0.003543
"2011-07-06",-0.012935,-0.018803,0.002532,-0.006031,-0.015004
"2011-07-07",0.001008,0.001742,-0.007576,-0.01335,0.005376
"2011-07-08",0.021148,0.003478,0.005089,-0.00492,0.009804
"2011-07-11",-0.008876,-0.006932,0.010127,0.002472,-0.006178
"2011-07-12",-0.016915,-0.012216,-0.010025,-0.01233,-0.038188
"2011-07-13",0.013158,0.014134,0.012658,0.006242,0.012927
"2011-07-14",0.008991,0,-5e-04,-0.001241,-0.006381
"2011-07-15",-0.00099,0.008711,0,0.001242,-0.027523
"2011-07-18",-0.00892,-0.008636,-0.007712,-0.003722,0.007547
"2011-07-19",-0.015,-0.010453,-0.005181,-0.003736,0.029026
"2011-07-20",-0.001015,-0.001761,0.002604,-0.00375,0.009099
"2011-07-21",-0.011179,-0.007055,0,-0.010038,-0.022543
"2011-07-22",-0.003083,-0.001776,0.005195,-0.001267,-0.01107
"2011-07-25",-0.027835,-0.030249,-0.002584,-0.020305,-0.045709
"2011-07-26",-0.00106,-0.001835,0.005181,0.006477,NA
"2011-07-27",-0.003185,0,0.005155,-0.001287,0.004888
"2011-07-28",-0.018104,-0.022059,-0.012821,-0.002577,0.002918
"2011-07-29",0.019523,0.022556,0.005195,0.003876,0.015519
"2011-08-01",-0.008511,-0.007353,-0.005168,-0.002574,0.021012
"2011-08-02",-0.006438,-0.009259,-0.012987,-0.014194,-0.008419
"2011-08-03",0,0.001869,-0.013158,-0.005236,0.011321
"2011-08-04",0.00216,0.001866,-0.002667,0.001316,-0.011194
"2011-08-05",-0.02694,-0.018622,-0.029412,-0.026281,-0.010377
"2011-08-08",-0.033223,-0.018975,-0.016529,-0.045884,-0.00572
"2011-08-09",0.016037,0.007737,-0.019608,-0.002829,0.03931
"2011-08-10",0.00451,0.003839,0.002857,0.007092,0.01476
"2011-08-11",0.021324,0.021033,0.002849,0.005634,0.018182
"2011-08-12",-0.007692,0.007491,0.022727,0.002801,-0.019643
"2011-08-15",0.037652,0.042751,-0.011111,0.009777,0.029144
"2011-08-16",-0.002134,0.010695,-0.008427,-0.004149,-0.018584
"2011-08-17",-0.007487,0.005291,-0.002833,-0.004167,-0.003607
"2011-08-18",-0.017241,-0.017544,-0.017045,-0.013947,-0.044344
"2011-08-19",-0.010965,0.008929,-0.011561,-0.008487,0.017992
"2011-08-22",-0.004435,-0.010619,-0.002924,-0.00428,-0.013953
"2011-08-23",0.022272,0.0322,0.01173,0.024355,0.024528
"2011-08-24",-0.008715,-0.008666,-0.005797,-0.002797,-0.014733
"2011-08-25",0.041758,0.064685,0.026239,0.029453,0.054206
"2011-08-26",-0.00211,0,-0.002841,0,0.00266
"2011-08-29",-0.029598,-0.036125,-0.014245,0.006812,-0.034483
"2011-08-30",0.001089,0.008518,-0.00289,-0.00406,-0.000916
"2011-08-31",0.010881,0.011824,0,0,0.006416
"2011-09-01",0.008611,-0.001669,-0.002899,-0.005435,0.005464
"2011-09-02",-0.008538,-0.020067,-0.017442,-0.015027,-0.03442
"2011-09-05",-0.01507,-0.008532,-0.02071,-0.020804,-0.032833
"2011-09-06",-0.004372,0.001721,-0.003021,0,-0.00194
"2011-09-07",0.019759,0.030928,0.015152,0.015581,0.033042
"2011-09-08",-0.003229,-0.011667,-0.008955,-0.004184,-0.01317
"2011-09-09",0.00432,-0.010118,0.003012,0,0.00858
"2011-09-13",-0.016129,-0.001704,-0.009009,-0.005602,0.013233
"2011-09-14",-0.005464,0.001706,0,0.002817,0.014925
"2011-09-15",-0.016484,-0.017036,0.006061,0.007022,0.008272
"2011-09-16",0.003352,0.008666,-0.006024,0.004184,-0.011851
"2011-09-19",-0.018931,-0.022337,-0.018182,-0.009723,-0.052583
"2011-09-20",0.005675,0.012302,0,0.002845,-0.008763
"2011-09-21",0.025959,0.029514,0.021605,0.024113,0.018664
"2011-09-22",-0.029703,-0.035413,-0.021148,-0.027701,-0.069431
"2011-09-23",-0.010204,0.001748,NA,-0.001425,-0.014508
"2011-09-26",-0.033219,-0.029668,-0.037037,-0.015692,-0.043113
"2011-09-27",0.009479,0.010791,0,0.007246,0.006593
"2011-09-28",-0.010563,-0.007117,-0.025641,-0.004317,-0.017467
"2011-09-29",0.002372,0.005376,-0.013158,0.001445,0.024444
"2011-09-30",0.010651,-0.016043,0,0,0.003254
"2011-10-10",-0.014052,-0.021739,-0.013333,-0.004329,-0.034595
"2011-10-11",0.017815,0.016667,0.010135,-0.005797,-0.015677
"2011-10-12",0.032672,0.04918,0.023411,NA,0.047782
"2011-10-13",0.00226,0.001736,0.019608,0.026239,0.011944
"2011-10-14",-0.00451,0.005199,-0.00641,0.00142,-0.002146
"2011-10-17",0.010193,0.008621,-0.006452,0.005674,0
"2011-10-18",-0.015695,-0.018803,-0.016234,-0.019746,-0.039785
"2011-10-19",0.006834,0.008711,0,0.002878,-0.024636
"2011-10-20",-0.012443,-0.010363,-0.013201,-0.002869,-0.019518
"2011-10-21",0.018328,0.019197,0,-0.007194,-0.002342
"2011-10-24",0.030371,0.023973,0.023411,0.023188,0.04108
"2011-10-25",0,0.003344,0.013072,0.007082,0.046223
"2011-10-26",0.002183,-0.005,0.006452,0,0.054957
"2011-10-27",0.008715,0.01675,0.019231,0.002813,-0.005107
"2011-10-28",0.012959,0.016474,0.006289,0.01122,0.044148
"2011-10-31",-0.018124,-0.009724,-0.0125,-0.009709,0.013766
"2011-11-01",-0.003257,0,-0.003165,0.001401,-0.034918
"2011-11-02",0.019608,0.026187,0.015873,0.012587,0.020101
"2011-11-03",-0.012821,-0.014354,0.009375,-0.002762,-0.017734
"2011-11-04",0.007576,0.006472,0,0.026316,NA
"2011-11-07",-0.013963,-0.0209,-0.003096,0.002699,0.008024
"2011-11-08",0.003268,0.003284,-0.015528,0.021534,-0.0199
"2011-11-09",0.006515,0.008183,0.003155,-0.00527,-0.00203
"2011-11-10",-0.023732,-0.017857,-0.022013,-0.018543,-0.025432
"2011-11-11",0.003315,0,0.006431,0.012146,0.007307
"2011-11-14",0.014317,0.009917,0.01278,0.012,0.031088
"2011-11-15",-0.003257,-0.013093,0.003155,0.001318,-0.00804
"2011-11-16",-0.028322,-0.023217,-0.022013,-0.031579,-0.047619
"2011-11-17",-0.006726,0.001698,-0.009646,-0.001359,-0.004255
"2011-11-18",-0.006772,-0.005085,-0.012987,-0.016327,-0.029915
"2011-11-21",-0.006818,-0.003407,0.003289,0.008299,0.006608
"2011-11-22",0.001144,0.010256,-0.003279,0,-0.007659
"2011-11-23",-0.006857,-0.015228,-0.013158,-0.004115,-0.017641
"2011-11-24",0.001151,0.006873,0,0.00551,0.029181
"2011-11-25",-0.009195,-0.006826,0.003333,-0.005479,-0.015267
"2011-11-28",-0.00232,0.003436,-0.003322,-0.002755,0.00443
"2011-11-29",0.015116,0.017123,0.01,0.012431,0.026461
"2011-11-30",-0.026346,-0.023569,-0.026403,-0.031378,-0.010741
"2011-12-01",0.036471,0.031034,0.020339,0.028169,0.05646
"2011-12-02",-0.001135,0.008361,-0.016611,-0.015068,-0.004111
"2011-12-05",0,0.003317,0,0.011127,0.008256
"2011-12-06",-0.007955,0,0,0.019257,0.011259
"2011-12-07",0.005727,0.01157,0.003378,0.008097,0.005061
"2011-12-08",0,0.001634,0,-0.006693,0.002014
"2011-12-09",-0.009112,-0.013051,-0.003367,-0.002695,0.017085
"2011-12-12",-0.004598,-0.003306,-0.016892,-0.022973,-0.034585
"2011-12-13",-0.009238,-0.016584,-0.017182,-0.012448,-0.019447
"2011-12-14",0.002331,-0.003373,-0.017483,-0.008403,-0.020877
"2011-12-15",-0.012791,-0.015228,-0.02847,NA,0.010661
"2011-12-16",0.015312,0.020619,0.014652,0.016949,0.052743
"2011-12-19",-0.00116,0.015152,-0.01444,-0.015278,0.009018
"2011-12-20",-0.002323,-0.003317,-0.014652,0.005642,0.000993
"2011-12-21",-0.006985,-0.004992,-0.011152,-0.002805,-0.016865
"2011-12-22",0,0.006689,-0.015038,-0.011252,0.016145
"2011-12-23",0.001172,-0.003322,0,0.009957,0.011917
"2011-12-26",-0.008197,-0.018333,0.007634,0.005634,-0.010795
"2011-12-27",-0.003542,-0.003396,-0.015152,-0.009804,-0.031746
"2011-12-28",-0.007109,-0.008518,-0.007692,0.005658,-0.009221
"2011-12-29",-0.00358,0,0.011628,0.002813,0.007239
"2011-12-30",0.016766,0.012027,-0.007663,0.007013,0.026694
"2012-01-04",-0.009423,-0.005093,-0.003861,0.02507,0.005
"2012-01-05",0.028537,0.018771,0.003876,0.008152,-0.024876
"2012-01-06",0.006936,0.01005,0.007722,0.008086,-0.009184
"2012-01-09",0.027555,0.024876,0.019157,0.036096,0.047374
"2012-01-10",0.013408,0.008091,0.030075,0.005161,0.017699
"2012-01-11",-0.007718,-0.009631,0.00365,-0.011553,-0.003865
"2012-01-12",0.01,0.009724,0.003636,-0.005195,0.007759
"2012-01-13",-0.005501,0,-0.007246,-0.005222,-0.010587
"2012-01-16",-0.007743,-0.008026,0.018248,-0.010499,-0.034047
"2012-01-17",0.025641,0.02589,0.039427,0.026525,0.042296
"2012-01-18",-0.017391,-0.012618,-0.006897,-0.020672,-0.022222
"2012-01-19",0.017699,0.028754,0,0.010554,0.054348
"2012-01-20",0.023913,0.013975,0.006944,0.010444,0.025305
"2012-01-30",-0.021231,-0.022971,-0.031034,-0.005168,-0.046618
"2012-01-31",0,0.00627,0.007117,0.007792,0.006711
"2012-02-01",-0.015184,-0.020249,-0.007067,0.003866,-0.018095
"2012-02-02",0.035242,0.031797,0.017794,0.008986,0.024248
"2012-02-03",0.004255,0.009245,0.013986,-0.006361,0.011364
"2012-02-06",-0.005297,-0.001527,0,-0.003841,-0.021536
"2012-02-07",-0.015974,-0.01682,-0.017241,-0.01671,-0.030622
"2012-02-08",0.022727,0.026439,0.024561,0.016993,0.028628
"2012-02-09",-0.005291,-0.007576,0.006849,-0.011568,0.013436
"2012-02-10",-0.003191,-0.007634,0.006803,-0.002601,0.033144
"2012-02-13",-0.010672,-0.012308,0,-0.002608,-0.031164
"2012-02-14",-0.00863,-0.001558,-0.006757,0.001307,0.00473
"2012-02-15",0.004353,0.00156,0.013605,0.007833,0
"2012-02-16",-0.004334,-0.003115,-0.006711,-0.010363,-0.002825
"2012-02-17",0.007617,0.00625,-0.006757,-0.003927,0.011331
"2012-02-20",0,0.004658,0.003401,-0.001314,0.005602
"2012-02-21",0.00216,0,0.00339,-0.006579,0.019499
"2012-02-22",0.00431,0,0.010135,0.003974,0.027322
"2012-02-23",0.001073,-0.003091,0.003344,0.001319,0.001773
"2012-02-24",0.019293,0.012403,0.013333,0.00527,0.035398
"2012-02-27",-0.003155,-0.004594,0.006579,0.007864,-0.012821
"2012-02-28",0.018987,0.013846,0,0.0013,-0.006061
"2012-02-29",-0.012422,0,-0.01634,-0.01039,-0.033101
"2012-03-01",0.001048,0,0,-0.006562,0.003604
"2012-03-02",0.01466,0.015175,0.006645,0.010568,0.043986
"2012-03-05",-0.011352,-0.013453,-0.0033,-0.010458,-0.011178
"2012-03-06",-0.014614,-0.016667,-0.016556,-0.015852,-0.001739
"2012-03-07",-0.010593,-0.012327,0.010101,-0.002685,-0.017422
"2012-03-08",0.012848,0.00312,0.01,0.008075,0.036348
"2012-03-09",0.001057,0.006221,0.023102,0.006676,-0.000855
"2012-03-12",-0.009504,-0.01391,-0.006452,-0.007958,-0.038527
"2012-03-13",0.009595,0.010972,0.00974,0.009358,0.009795
"2012-03-14",-0.011616,-0.013953,-0.019293,-0.005298,-0.029982
"2012-03-15",-0.018162,0,-0.022951,0.006658,-0.025455
"2012-03-16",0.006529,0.001572,0.003356,0.013228,0.009328
"2012-03-19",0.003243,-0.006279,0,-0.002611,-0.008318
"2012-03-20",-0.017241,-0.020537,-0.013378,-0.005236,-0.000932
"2012-03-21",-0.004386,0,0.00339,-0.010526,-0.007463
"2012-03-22",0.004405,0.01129,0,-0.009309,0.010338
"2012-03-23",-0.006579,0.004785,-0.013514,-0.002685,-0.013953
"2012-03-26",0.007726,NA,0.003425,0.001346,-0.007547
"2012-03-27",-0.001095,0.001587,0.003413,0.001344,0.002852
"2012-03-28",-0.016447,-0.019017,-0.020408,-0.026846,0
"2012-03-29",-0.011148,-0.011309,-0.010417,-0.016552,0.023697
"2012-03-30",0.006764,0.02451,0.017544,0.008415,0.04537
"2012-04-05",0,0,0.027586,0.001391,0.010629
"2012-04-06",0.00112,0.001595,-0.003356,-0.002778,-0.004382
"2012-04-09",-0.011186,-0.015924,-0.003367,-0.005571,-0.006162
"2012-04-10",0.00905,NA,0,0.004202,0.032772
"2012-04-11",-0.003363,0.011327,-0.003378,0,0.010292
"2012-04-12",0.025872,0.0224,0.023729,0.013947,0.016129
"2012-04-13",0.002193,0,-0.003311,0,-0.010025
"2012-04-16",-0.008753,-0.001565,0.003322,0,0.011814
"2012-04-17",-0.014349,-0.004702,-0.009934,-0.005502,-0.029191
"2012-04-18",0.021277,0.014173,0.013378,0.008299,0.047251
"2012-04-19",0,0.001553,-0.0033,-0.00823,0.001641
"2012-04-20",0.020833,0.015504,0.009934,0.016598,-0.000819
"2012-04-23",-0.007519,-0.010687,-0.009836,-0.010884,-0.016393
"2012-04-24",0.015152,0.015432,-0.003311,0.002751,0.000833
"2012-04-25",-0.003198,0.00152,0.006645,-0.001372,0.024979
"2012-04-26",0.002139,0.001517,-0.039604,0,NA
"2012-04-27",0.004269,0.007576,-0.017182,-0.013736,0.016247
"2012-05-02",0.01594,0.022556,0.024476,0.022284,0.039169
"2012-05-03",-0.01046,NA,0.003413,-0.001362,-0.003846
